,group,child,parent
298,198,state-sponsored terrorism,terrorism
299,198,narcoterrorism,domestic terrorism
300,198,ecoterrorism,domestic terrorism
301,198,bioterrorism,international terrorism
302,198,chemical terrorism,international terrorism
303,198,nuclear terrorism,international terrorism
304,198,9/11,international terrorism
305,198,theoterrorism,terrorism
306,198,cyber-terrorism,terrorism
307,198,terrorist attack,terrorism
308,198,Red Hand Defenders,terrorism
309,200,pocket,pouch
310,200,mailbag,pouch
311,200,sporran,pouch
312,200,waist pack,pocket
313,200,fanny pack,pocket
314,200,vest pocket,pocket
315,200,breast pocket,pocket
316,200,hip pocket,pocket
317,200,patch pocket,pocket
318,200,slash pocket,pocket
319,200,tobacco pouch,pouch
320,200,diplomatic pouch,pouch
321,200,fob,pouch
322,212,armored dinosaur,ornithischian
323,212,ornithopod,ornithischian
324,212,ceratopsian,ornithischian
325,212,pachycephalosaur,ornithischian
326,212,ankylosaur,armored dinosaur
327,212,stegosaur,armored dinosaur
328,212,edmontonia,armored dinosaur
329,212,hadrosaur,ornithopod
330,212,pisanosaur,ornithopod
331,212,edmontosaurus,hadrosaur
332,212,anatotitan,hadrosaur
333,212,trachodon,hadrosaur
334,212,psittacosaur,ceratopsian
335,212,protoceratops,ceratopsian
336,212,triceratops,ceratopsian
337,212,styracosaur,ceratopsian
338,212,corythosaur,ceratopsian
339,212,staurikosaur,ornithischian
340,212,bone-headed dinosaur,pachycephalosaur
341,215,loudspeaker,electro-acoustic transducer
342,215,microphone,electro-acoustic transducer
343,215,earphone,electro-acoustic transducer
344,215,woofer,loudspeaker
345,215,subwoofer,woofer
346,215,tweeter,loudspeaker
347,215,bullhorn,loudspeaker
348,215,tannoy,loudspeaker
349,215,crystal microphone,microphone
350,215,condenser microphone,microphone
351,215,directional microphone,microphone
352,215,cardioid microphone,microphone
353,215,spike mike,directional microphone
354,215,bug,microphone
355,215,squawk box,microphone
356,215,crystal pickup,crystal microphone
357,215,earplug,earphone
358,215,headset,earphone
359,215,telephone receiver,earphone
360,215,cartridge,microphone
361,236,vertex,point
362,236,intersection,point
363,236,attractor,point
364,236,plot element,point
365,236,component,point
366,236,metacenter,point
367,236,intercept,intersection
368,236,strange attractor,attractor
369,236,McGuffin,plot element
370,236,be-all and end-all,plot element
371,24,capuchin,New World monkey
372,24,saki,New World monkey
373,24,uakari,New World monkey
374,24,titi,New World monkey
375,24,tamarin,New World monkey
376,24,marmoset,New World monkey
377,24,squirrel monkey,New World monkey
378,24,spider monkey,New World monkey
379,24,howler monkey,New World monkey
380,24,woolly monkey,New World monkey
381,24,pygmy marmoset,marmoset
382,24,true marmoset,marmoset
383,24,silky tamarin,tamarin
384,24,pinche,tamarin
385,24,douroucouli,New World monkey
386,242,misrepresentation,deception
387,242,pretense,deception
388,242,subterfuge,deception
389,242,evasion,deception
390,242,trickery,deception
391,242,exaggeration,misrepresentation
392,242,half-truth,misrepresentation
393,242,fraudulence,misrepresentation
394,242,facade,pretense
395,242,humbug,pretense
396,242,hypocrisy,pretense
397,242,pretext,subterfuge
398,242,snow job,subterfuge
399,242,bill of goods,subterfuge
400,242,doublespeak,evasion
401,242,hedge,evasion
402,242,quibble,evasion
403,242,circumlocution,evasion
404,242,bluff,trickery
405,242,crocodile tears,trickery
406,242,putoff,trickery
407,247,pipefitting,fitting
408,247,gas fitting,fitting
409,247,socket,fitting
410,247,receptacle,fitting
411,247,electric socket,socket
412,247,wall socket,electric socket
413,247,outlet box,receptacle
414,247,point,receptacle
415,247,reducer,pipefitting
416,247,slot,pipefitting
417,251,happiness,emotional state
418,251,unhappiness,emotional state
419,251,quality of life,emotional state
420,251,gratification,happiness
421,251,blessedness,happiness
422,251,ecstasy,happiness
423,251,radiance,happiness
424,251,nirvana,blessedness
425,251,sadness,unhappiness
426,251,embarrassment,unhappiness
427,251,embitterment,unhappiness
428,251,mourning,unhappiness
429,251,poignance,sadness
430,251,comfort,sadness
431,251,state,emotional state
432,262,subsistence farming,farming
433,262,mixed farming,farming
434,262,monoculture,farming
435,262,ranching,farming
436,262,animal husbandry,mixed farming
437,262,dairying,animal husbandry
438,262,beekeeping,animal husbandry
439,262,insemination,animal husbandry
440,262,cranberry culture,monoculture
441,262,viticulture,monoculture
442,262,arboriculture,monoculture
443,262,market gardening,gardening
444,262,flower gardening,gardening
445,262,truck farming,gardening
446,262,hydroponics,gardening
447,262,drip culture,gardening
448,262,tillage,farming
449,262,cultivation,farming
450,262,plowing,tillage
451,262,tilling,tillage
452,262,strip cropping,cultivation
453,262,landscaping,gardening
454,262,roundup,farming
455,265,Bantu,Niger-Congo
456,265,Mande,Niger-Congo
457,265,West African,Niger-Congo
458,265,Kwa,Niger-Congo
459,265,Nguni,Bantu
460,265,Sotho,Bantu
461,265,Shona,Bantu
462,265,Kinyarwanda,Bantu
463,265,Kichaga,Bantu
464,265,LuGanda,Bantu
465,265,Kiswahili,Bantu
466,265,Gikuyu,Bantu
467,265,Luyia,Bantu
468,265,Luba,Bantu
469,265,Zulu,Nguni
470,265,Ndebele,Nguni
471,265,Swazi,Nguni
472,265,Sesotho,Sotho
473,265,Tswana,Sotho
474,265,Chishona,Shona
475,265,Fula,Mande
476,265,Wolof,Mande
477,265,Akan,West African
478,265,Ewe,West African
479,265,Yoruba,West African
480,265,Gur,Kwa
481,265,Sango,Kwa
482,268,disk file,computer file
483,268,text file,computer file
484,268,binary file,computer file
485,268,web page,computer file
486,268,input file,disk file
487,268,output file,disk file
488,268,transaction file,disk file
489,268,backup file,disk file
490,268,master file,disk file
491,268,ASCII text file,text file
492,268,read-only file,text file
493,268,source code,text file
494,268,home page,web page
495,28,bunch,agglomeration
496,28,ball,agglomeration
497,28,knot,agglomeration
498,28,clew,agglomeration
499,28,coma,agglomeration
500,28,clot,agglomeration
501,28,tuft,bunch
502,28,wisp,bunch
503,28,gob,bunch
504,28,swad,bunch
505,28,thrombus,knot
506,28,embolus,knot
507,28,Pleiades,cluster
508,28,Northern Cross,cluster
509,28,Omega Centauri,cluster
510,28,witches' broom,cluster
511,28,cluster,agglomeration
512,292,low explosive,firework
513,292,firecracker,firework
514,292,sparkler,firework
515,292,cannon cracker,firecracker
516,292,cherry bomb,firecracker
517,292,squib,firecracker
518,292,skyrocket,firework
519,292,Roman candle,firework
520,292,torpedo,firework
521,292,catherine wheel,firework
522,292,serpent,firework
523,292,fizgig,firework
524,292,maroon,firework
525,292,whizbang,firework
526,312,instrument,means
527,312,implementation,means
528,312,expedient,means
529,312,road,means
530,312,instrumentation,means
531,312,voice,instrument
532,312,tooth,instrument
533,312,practice,implementation
534,312,makeshift,expedient
535,312,crutch,expedient
536,312,pis aller,expedient
537,312,desperate measure,expedient
538,312,royal road,road
539,312,fast track,road
540,312,motorization,instrumentation
541,312,escape,means
542,312,improvisation,means
543,312,invocation,means
544,312,salvation,means
545,312,open sesame,means
546,312,stepping stone,means
547,312,wings,means
548,312,dint,means
549,320,landscaping,garden
550,320,flower garden,garden
551,320,kitchen garden,garden
552,320,market garden,garden
553,320,orchard,garden
554,320,grove,garden
555,320,rose garden,flower garden
556,320,tulip bed,flower garden
557,320,rose bed,flower garden
558,320,rock garden,flower garden
559,320,herb garden,kitchen garden
560,320,asparagus bed,kitchen garden
561,320,turnip bed,kitchen garden
562,320,peach orchard,orchard
563,320,apple orchard,orchard
564,320,orange grove,grove
565,320,lemon grove,grove
566,320,formal garden,garden
567,320,tea garden,garden
568,320,victory garden,garden
569,320,pot farm,garden
570,320,flowerbed,bed
571,320,hotbed,bed
572,320,seedbed,bed
573,320,plot,bed
574,320,topiary,garden
575,320,parterre,garden
576,320,sunken garden,garden
577,320,Hanging Gardens of Babylon,garden
578,320,Tuileries,garden
579,327,aunt,kinswoman
580,327,sister,kinswoman
581,327,niece,kinswoman
582,327,female sibling,sister
583,327,big sister,sister
584,327,little sister,sister
585,327,half sister,sister
586,327,great-aunt,aunt
587,327,maiden aunt,aunt
588,327,great-niece,niece
589,33,flight feather,feather
590,33,contour feather,feather
591,33,down,feather
592,33,plumule,feather
593,33,primary,flight feather
594,33,sickle feather,flight feather
595,33,bastard wing,flight feather
596,33,scapular,contour feather
597,33,hackle,contour feather
598,33,saddle hackle,hackle
599,33,goose down,down
600,33,duck down,down
601,33,swan's down,down
602,33,eiderdown,down
603,33,marabou,down
604,33,aftershaft,feather
605,33,tail feather,feather
606,335,surgical instrument,medical instrument
607,335,endoscope,medical instrument
608,335,diathermy machine,medical instrument
609,335,stethoscope,medical instrument
610,335,scalpel,surgical instrument
611,335,surgical knife,surgical instrument
612,335,hemostat,surgical instrument
613,335,retractor,surgical instrument
614,335,dilator,surgical instrument
615,335,speculum,surgical instrument
616,335,curette,surgical instrument
617,335,snare,surgical instrument
618,335,lancet,surgical instrument
619,335,fiberscope,endoscope
620,335,bronchoscope,endoscope
621,335,gastroscope,endoscope
622,335,colonoscope,endoscope
623,335,sigmoidoscope,endoscope
624,335,proctoscope,endoscope
625,335,arthroscope,endoscope
626,335,laparoscope,endoscope
627,335,culdoscope,endoscope
628,335,rhinoscope,endoscope
629,335,otoscope,endoscope
630,335,ophthalmoscope,endoscope
631,335,fetoscope,endoscope
632,335,laryngoscope,endoscope
633,335,microwave diathermy machine,diathermy machine
634,335,shortwave diathermy machine,diathermy machine
635,335,cardiograph,medical instrument
636,335,electromyograph,medical instrument
637,335,electroencephalograph,medical instrument
638,335,polygraph,medical instrument
639,335,lie detector,polygraph
640,335,ballistocardiograph,medical instrument
641,335,thermograph,medical instrument
642,335,artificial kidney,medical instrument
643,335,dialyzer,medical instrument
644,335,autoinjector,medical instrument
645,335,syringe,medical instrument
646,335,hypodermic syringe,syringe
647,335,dermatome,medical instrument
648,335,photocoagulator,medical instrument
649,335,trepan,medical instrument
650,335,catling,medical instrument
651,335,douche,medical instrument
652,335,keratoscope,medical instrument
653,335,orthoscope,medical instrument
654,350,glue,adhesive material
655,350,cement,adhesive material
656,350,paste,adhesive material
657,350,mastic,adhesive material
658,350,putty,adhesive material
659,350,binder,adhesive material
660,350,animal glue,glue
661,350,fish glue,animal glue
662,350,casein glue,animal glue
663,350,iron putty,putty
664,350,red-lead putty,putty
665,350,wafer,paste
666,350,birdlime,adhesive material
667,350,spirit gum,adhesive material
668,350,rubber cement,adhesive material
669,350,marine glue,glue
670,353,green salad,salad
671,353,pasta salad,salad
672,353,fruit salad,salad
673,353,combination salad,salad
674,353,tossed salad,green salad
675,353,Caesar salad,green salad
676,353,tabbouleh,green salad
677,353,macaroni salad,pasta salad
678,353,chef's salad,combination salad
679,353,Waldorf salad,combination salad
680,353,salmagundi,combination salad
681,353,molded salad,combination salad
682,353,chicken salad,salad
683,353,tuna fish salad,salad
684,353,herring salad,salad
685,353,crab Louis,salad
686,353,salad nicoise,salad
687,353,coleslaw,salad
688,353,potato salad,salad
689,36,conquest,success
690,36,coup,success
691,36,conversion,success
692,36,solution,success
693,36,score,success
694,36,winning,success
695,36,achievement,success
696,36,goal,score
697,36,touchdown,score
698,36,run,score
699,36,point after,score
700,36,field goal,score
701,36,safety,score
702,36,basket,score
703,36,spare,score
704,36,own goal,goal
705,36,equalizer,goal
706,36,earned run,run
707,36,unearned run,run
708,36,blockbuster,winning
709,36,hit,winning
710,36,strike,winning
711,36,bull's eye,winning
712,36,hat trick,winning
713,36,sexual conquest,conquest
714,36,cuckoldry,conquest
715,36,overturn,coup
716,36,bell ringer,success
717,36,flying colors,success
718,36,break,success
719,36,sleeper,success
720,36,passing,success
721,36,open frame,success
722,36,run batted in,success
723,361,tape recorder,recorder
724,361,compact-disk burner,recorder
725,361,videocassette recorder,recorder
726,361,multichannel recorder,recorder
727,361,Dictaphone,recorder
728,361,oscillograph,recorder
729,361,black box,recorder
730,361,wire recorder,tape recorder
731,361,magnetic recorder,tape recorder
732,361,cassette recorder,tape recorder
733,375,loan,debt
734,375,national debt,debt
735,375,arrears,debt
736,375,bank loan,loan
737,375,personal loan,loan
738,375,home loan,loan
739,375,automobile loan,loan
740,375,business loan,loan
741,375,installment credit,loan
742,375,call loan,bank loan
743,375,time loan,bank loan
744,375,interbank loan,bank loan
745,375,participation loan,bank loan
746,375,installment debt,installment credit
747,375,direct loan,installment credit
748,375,public debt,national debt
749,375,national debt ceiling,national debt
750,375,debt limit,national debt
751,375,real estate loan,loan
752,375,bad debt,debt
753,375,principal,loan
754,375,score,loan
755,375,point,loan
756,391,lymphocyte,leukocyte
757,391,granulocyte,leukocyte
758,391,monocyte,leukocyte
759,391,B cell,lymphocyte
760,391,T cell,lymphocyte
761,391,plasmablast,B cell
762,391,plasma cell,B cell
763,391,helper T cell,T cell
764,391,killer T cell,T cell
765,391,neutrophil,granulocyte
766,391,eosinophil,granulocyte
767,391,basophil,granulocyte
768,391,monoblast,monocyte
769,391,microphage,monocyte
770,391,myeloblast,granulocyte
771,391,myelocyte,granulocyte
772,391,lymphoblast,lymphocyte
773,395,circle,disk
774,395,planchet,disk
775,395,token,disk
776,395,acetate disk,disk
777,395,brake disk,disk
778,395,Frisbee,disk
779,395,puck,disk
780,395,discus,disk
781,395,deadeye,disk
782,395,subway token,token
783,395,diaphragm,disk
784,398,subset,set
785,398,subgroup,set
786,398,subspace,set
787,398,interval,set
788,398,null set,subset
789,398,open interval,interval
790,398,closed interval,interval
791,398,sub-interval,interval
792,398,null space,subspace
793,398,mathematical space,set
794,398,Euclidean space,mathematical space
795,398,Hilbert space,mathematical space
796,398,metric space,mathematical space
797,398,manifold,mathematical space
798,398,group,set
799,398,Abelian group,group
800,398,field,set
801,398,solution,set
802,398,scalar field,field
803,398,locus,set
804,398,diagonal,set
805,398,origin,set
806,398,image,set
807,398,domain,set
808,398,intersection,set
809,398,universal set,set
810,398,Mandelbrot set,set
811,407,general lien,lien
812,407,mortgage,lien
813,407,tax lien,lien
814,407,mechanic's lien,lien
815,407,warehouseman's lien,lien
816,407,artisan's lien,lien
817,407,garageman's lien,lien
818,407,landlord's lien,lien
819,407,first mortgage,mortgage
820,407,second mortgage,mortgage
821,407,chattel mortgage,mortgage
822,407,federal tax lien,tax lien
823,407,state tax lien,tax lien
824,407,pledge,security interest
825,407,pawn,security interest
826,407,conditional sale,security interest
827,407,judgment lien,lien
828,409,litigation,legal action
829,409,proceeding,legal action
830,409,hearing,legal action
831,409,procedure,legal action
832,409,lawsuit,litigation
833,409,civil suit,litigation
834,409,criminal suit,litigation
835,409,class action,litigation
836,409,paternity suit,litigation
837,409,custody case,lawsuit
838,409,custody battle,custody case
839,409,adoption,lawsuit
840,409,bankruptcy,lawsuit
841,409,administrative hearing,proceeding
842,409,judicial review,proceeding
843,409,bill of review,proceeding
844,409,quo warranto,proceeding
845,409,fair hearing,hearing
846,409,competence hearing,hearing
847,409,naturalization,hearing
848,409,bureaucratic procedure,procedure
849,409,objection,procedure
850,409,recusation,procedure
851,409,appeal,lawsuit
852,409,counterclaim,lawsuit
853,409,countersuit,lawsuit
854,409,intervention,lawsuit
855,409,test case,lawsuit
856,409,review,lawsuit
857,409,trial,lawsuit
858,409,court-martial,trial
859,409,retrial,trial
860,409,mistrial,trial
861,409,show trial,trial
862,409,Scopes trial,trial
863,409,ordeal,trial
864,409,double jeopardy,trial
865,409,vexatious litigation,litigation
866,409,foreclosure,lawsuit
867,409,prosecution,lawsuit
868,409,civil action,lawsuit
869,409,receivership,lawsuit
870,409,lis pendens,lawsuit
871,409,antitrust case,lawsuit
872,409,moot,lawsuit
873,418,likeness,picture
874,418,portrait,picture
875,418,graphic,picture
876,418,bitmap,graphic
877,418,self-portrait,portrait
878,418,half-length,portrait
879,418,iconography,graphic
880,418,Identikit,likeness
881,418,photomontage,likeness
882,418,chiaroscuro,picture
883,418,grisaille,picture
884,418,collage,picture
885,418,viewgraph,picture
886,418,sonogram,picture
887,418,scan,picture
888,418,reflection,picture
889,418,slide,picture
890,418,panorama,picture
891,418,inset,picture
892,418,foil,picture
893,42,cuff,flap
894,42,lapel,flap
895,42,pocket flap,flap
896,42,earflap,flap
897,42,coattail,flap
898,42,lappet,flap
899,42,trouser cuff,cuff
900,42,codpiece,cuff
901,42,barndoor,earflap
902,42,tent-fly,flap
903,42,revers,flap
904,42,jag,flap
905,42,tongue,flap
906,42,lap,flap
907,422,bedclothes,blanket
908,422,throw,blanket
909,422,quilt,blanket
910,422,coverlet,blanket
911,422,patchwork,quilt
912,422,crazy quilt,quilt
913,422,quilted bedspread,quilt
914,422,bedspread,bedclothes
915,422,mattress cover,bedclothes
916,422,security blanket,blanket
917,422,electric blanket,blanket
918,422,bedroll,blanket
919,422,afghan,blanket
920,422,mackinaw,blanket
921,422,manta,blanket
922,422,eiderdown,blanket
923,430,pass,football play
924,430,run,football play
925,430,tackle,football play
926,430,forward pass,pass
927,430,lateral pass,pass
928,430,screen pass,pass
929,430,flare pass,pass
930,430,spot pass,pass
931,430,rush,run
932,430,end run,run
933,430,draw,run
934,430,power play,run
935,430,reverse,run
936,430,double reverse,reverse
937,430,handoff,run
938,430,touchback,football play
939,430,return,football play
940,430,audible,football play
941,440,fancier,admirer
942,440,worshiper,admirer
943,440,suitor,admirer
944,440,technophile,admirer
945,440,animal fancier,fancier
946,440,cat fancier,animal fancier
947,440,bird fancier,animal fancier
948,440,horseman,animal fancier
949,440,maniac,animal fancier
950,440,hero worshiper,worshiper
951,440,prince charming,suitor
952,455,vitality,energy
953,455,liveliness,energy
954,455,exuberance,energy
955,455,madness,energy
956,455,airiness,vitality
957,455,vivacity,vitality
958,455,alacrity,liveliness
959,455,pep,liveliness
960,455,sparkle,liveliness
961,455,esprit,liveliness
962,455,high-spiritedness,exuberance
963,455,irrepressibility,exuberance
964,455,breeziness,exuberance
965,455,mettlesomeness,exuberance
966,455,elan,exuberance
967,455,lyricism,vivacity
968,455,pertness,vivacity
969,460,bat,club
970,460,cudgel,club
971,460,lathi,club
972,460,truncheon,club
973,460,bludgeon,club
974,460,baseball bat,bat
975,460,table-tennis racquet,bat
976,460,knobkerrie,cudgel
977,460,shillelagh,cudgel
978,460,Indian club,club
979,460,paddle,club
980,460,blackjack,club
981,460,bastinado,club
982,476,block grant,grant
983,476,grant-in-aid,grant
984,476,allotment,grant
985,476,award,grant
986,476,deal,grant
987,476,parcel,allotment
988,476,rationing,allotment
989,476,new deal,award
990,476,reshuffle,deal
991,476,addiction,deal
992,476,reallotment,block grant
993,477,handicraft,arts and crafts
994,477,needlework,arts and crafts
995,477,bookbinding,arts and crafts
996,477,sewing,needlework
997,477,lace making,needlework
998,477,suturing,sewing
999,477,blind stitching,sewing
1000,477,knitting,handicraft
1001,477,crocheting,handicraft
1002,477,weaving,handicraft
1003,477,spinning,handicraft
1004,477,netting,handicraft
1005,491,mass culture,culture
1006,491,fashion,culture
1007,491,taste,culture
1008,491,counterculture,culture
1009,491,cult of personality,culture
1010,491,letters,culture
1011,491,haute couture,fashion
1012,491,vogue,fashion
1013,491,New Look,fashion
1014,491,retro,fashion
1015,491,flower power,fashion
1016,491,delicacy,taste
1017,491,fad,mass culture
1018,491,bandwagon,mass culture
1019,491,cut,fashion
1020,491,virtu,culture
1021,5,parametric statistic,statistic
1022,5,nonparametric statistic,statistic
1023,5,demographic,statistic
1024,5,vital statistics,statistic
1025,5,mean,parametric statistic
1026,5,variance,parametric statistic
1027,5,standard deviation,parametric statistic
1028,5,covariance,parametric statistic
1029,5,correlation coefficient,parametric statistic
1030,5,regression coefficient,parametric statistic
1031,5,moment,parametric statistic
1032,5,second moment,moment
1033,5,arithmetic mean,mean
1034,5,geometric mean,mean
1035,5,harmonic mean,mean
1036,5,product-moment correlation coefficient,correlation coefficient
1037,5,phi coefficient,correlation coefficient
1038,5,tetrachoric correlation coefficient,correlation coefficient
1039,5,biserial correlation coefficient,correlation coefficient
