,group,child,parent
114,10002978_5,Malicious design modifications,Hardware security
115,10002978_5,Hardware reverse engineering,Hardware security
116,10002978_6,Operating systems security,Systems security
117,10002978_6,File system security,Systems security
118,10002978_6,Distributed systems security,Systems security
119,10002978_6,Virtualization and security,Systems security
120,10002978_6,Penetration testing,Systems security
121,10002978_6,Denial-of-service attacks,Systems security
122,10002978_6,Vulnerability scanners,Systems security
123,10002978_6,Firewalls,Systems security
124,10002978_6,Information flow control,Systems security
125,10002978_6,Vulnerability management,Systems security
126,10002978_6,Browser security,Systems security
127,10002978_6,Mobile platform security,Systems security
128,10002978_6,Trusted computing,Systems security
129,10002978_8,Data anonymization and sanitization,Database and storage security
130,10002978_8,Management and querying of encrypted data,Database and storage security
131,10002978_8,Information accountability and usage control,Database and storage security
132,10002978_8,Database activity monitoring,Database and storage security
133,10002978_9,Software reverse engineering,Software and application security
134,10002978_9,Software security engineering,Software and application security
135,10002978_9,Web application security,Software and application security
136,10002978_9,Domain-specific security and privacy architectures,Software and application security
137,10002978_9,Social network security and privacy,Domain-specific security and privacy architectures
138,10003033_1,Network design principles,Network architectures
139,10003033_1,Layering,Network architectures
140,10003033_1,Naming and addressing,Network architectures
141,10003033_1,Programming interfaces,Network architectures
142,10003033_2,Network protocol design,Network protocols
143,10003033_2,Application layer protocols,Network protocols
144,10003033_2,Transport protocols,Network protocols
145,10003033_2,Session protocols,Network protocols
146,10003033_2,Presentation protocols,Network protocols
147,10003033_2,Link-layer protocols,Network protocols
148,10003033_2,Network File System (NFS) protocol,Network protocols
149,10003033_2,Protocol testing and verification,Network protocols
150,10003033_2,Formal specifications,Network protocols
151,10003033_2,Protocol correctness,Network protocols
152,10003033_2,Time synchronization protocols,Network protocols
153,10003033_2,Routing protocols,Network protocols
154,10003033_2,Peer-to-peer protocols,Network protocols
155,10003033_2,Network layer protocols,Network protocols
156,10003033_2,Cross-layer protocols,Network protocols
157,10003033_2,OAM protocols,Network protocols
158,10003033_2,Signaling protocols,Network protocols
159,10003033_2,Network policy,Network protocols
160,10003033_3,Network adapters,Network components
161,10003033_3,Cognitive radios,Network components
162,10003033_3,Bridges and switches,Network components
163,10003033_3,Logical nodes,Network components
164,10003033_3,"Wireless access points, base stations and infrastructure",Network components
165,10003033_3,Intermediate nodes,Network components
166,10003033_3,End nodes,Network components
167,10003033_3,Network domains,Network components
168,10003033_3,Physical links,Network components
169,10003033_3,Network servers,Network components
170,10003033_3,Routers,Network components
171,10003033_3,Middle boxes / network appliances,Network components
172,10003033_3,Repeaters,Network components
173,10003033_4,Network control algorithms,Network algorithms
174,10003033_4,Network design and planning algorithms,Network algorithms
175,10003033_4,Network resources allocation,Network algorithms
176,10003033_4,Network economics,Network algorithms
177,10003033_4,Packet classification,Network algorithms
178,10003033_4,Packet scheduling,Network algorithms
179,10003033_4,Traffic engineering algorithms,Network algorithms
180,10003033_4,Data path algorithms,Network algorithms
181,10003033_4,Deep packet inspection,Network algorithms
182,10003033_4,Control path algorithms,Network algorithms
183,10003033_5,Network performance analysis,Network performance evaluation
184,10003033_5,Network performance modeling,Network performance evaluation
185,10003033_5,Network measurement,Network performance evaluation
186,10003033_5,Network simulations,Network performance evaluation
187,10003033_5,Network experimentation,Network performance evaluation
188,10003033_6,Network topology types,Network structure
189,10003033_6,Metropolitan area networks,Network topology types
190,10003033_6,Local area networks,Network topology types
191,10003033_6,Physical topologies,Network topology types
192,10003033_6,Ring networks,Physical topologies
193,10003033_6,Token ring networks,Ring networks
194,10003033_6,Bus networks,Physical topologies
195,10003033_6,Fiber distributed data interface (FDDI),Bus networks
196,10003033_6,Star networks,Physical topologies
197,10003033_6,Point-to-point networks,Physical topologies
198,10003033_6,Hybrid networks,Physical topologies
199,10003033_6,Network properties,Network structure
200,10003033_6,Network dynamics,Network properties
201,10003033_6,Network privacy and anonymity,Network properties
202,10003033_6,Network security,Network properties
203,10003033_6,Network reliability,Network properties
204,10003033_6,Network mobility,Network properties
205,10003033_6,Network range,Network properties
206,10003033_6,Logical / virtual topologies,Network structure
207,10003033_6,Mesh networks,Logical / virtual topologies
208,10003033_6,Wireless mesh networks,Mesh networks
209,10003033_6,Topology analysis and generation,Logical / virtual topologies
210,10003033_6,Error detection and error correction,Network properties
211,10003033_6,Network manageability,Network properties
212,10003033_6,Short-range networks,Network topology types
213,10003033_6,Very long-range networks,Network topology types
214,10003033_6,Wide area networks,Network topology types
215,10003033_7,Cloud computing,Network services
216,10003033_7,In-network processing,Network services
217,10003033_7,Network management,Network services
218,10003033_7,Programmable networks,Network services
219,10003033_7,Network monitoring,Network services
220,10003033_7,Location based services,Network services
221,10003033_7,Naming and addressing,Network services
222,10003033_8,Network on chip,Packet-switching networks
223,10003033_8,Cyber-physical networks,Network types
224,10003033_8,Overlay and other logical network structures,Network types
225,10003033_8,Wireless local area networks,Wireless networks
226,10003033_8,Wireless personal area networks,Wireless networks
227,10003033_8,Wireless access networks,Wireless networks
228,10003033_8,Mobile ad hoc networks,Wireless networks
229,10003033_8,Mobile networks,Wireless networks
230,10003033_8,Social media networks,Network types
231,10003033_8,Online social networks,Social media networks
232,10003033_8,Peer-to-peer networks,Network types
233,10003033_8,Ad hoc networks,Wireless networks
234,10003033_8,Public Internet,Network types
235,10003033_8,Home networks,Network types
236,10003033_8,Sensor networks,Network types
237,10003033_8,Storage area networks,Network types
238,10003033_8,Wired access networks,Network types
239,10003033_8,Packet-switching networks,Network types
240,10003120_1,"HCI theory, concepts and models",Human computer interaction (HCI)
241,10003120_1,User studies,Human computer interaction (HCI)
242,10003120_1,Collaborative interaction,Human computer interaction (HCI)
243,10003120_1,Displays and imagers,Human computer interaction (HCI)
244,10003120_1,Haptic devices,Human computer interaction (HCI)
245,10003120_1,Interaction devices,Human computer interaction (HCI)
246,10003120_1,HCI design and evaluation methods,Human computer interaction (HCI)
247,10003120_1,Usability testing,HCI design and evaluation methods
248,10003120_1,Heuristic evaluations,HCI design and evaluation methods
249,10003120_1,Laboratory experiments,HCI design and evaluation methods
250,10003120_1,Field studies,HCI design and evaluation methods
251,10003120_1,Interaction techniques,Human computer interaction (HCI)
252,10003120_1,Pointing,Interaction techniques
253,10003120_1,Touch screens,Interaction techniques
254,10003120_1,Graphics input devices,Interaction techniques
255,10003120_1,User interface programming,Human computer interaction (HCI)
256,10003120_1,User interface management systems,Human computer interaction (HCI)
257,10003120_1,User interface toolkits,Human computer interaction (HCI)
258,10003120_1,User models,Human computer interaction (HCI)
259,10003120_1,Auditory feedback,Human computer interaction (HCI)
260,10003120_1,Sound-based input / output,Human computer interaction (HCI)
261,10003120_1,Natural language interfaces,Human computer interaction (HCI)
262,10003120_1,Mixed / augmented reality,Human computer interaction (HCI)
263,10003120_1,Virtual reality,Human computer interaction (HCI)
264,10003120_1,Web-based interaction,Human computer interaction (HCI)
265,10003120_1,Empirical studies in HCI,Human computer interaction (HCI)
266,10003120_1,Interaction paradigms,Human computer interaction (HCI)
267,10003120_1,Hypertext / hypermedia,Human computer interaction (HCI)
268,10003120_1,Command line interfaces,Human computer interaction (HCI)
269,10003120_1,Graphical user interfaces,Human computer interaction (HCI)
270,10003120_1,Keyboards,Human computer interaction (HCI)
271,10003120_1,Pointing devices,Human computer interaction (HCI)
272,10003120_1,Text input,Human computer interaction (HCI)
273,10003120_1,Touch screens,Human computer interaction (HCI)
274,10003120_1,User interface toolkits,Human computer interaction (HCI)
275,10003120_1,Heuristic evaluations,HCI design and evaluation methods
276,10003120_1,Laboratory experiments,HCI design and evaluation methods
277,10003120_1,Field studies,HCI design and evaluation methods
278,10003120_2,Interaction design process and methods,Interaction design
279,10003120_2,"Interaction design theory, concepts, and paradigms",Interaction design
280,10003120_2,User interface design,Interaction design
281,10003120_2,Interface design prototyping,User interface design
282,10003120_2,Empirical studies in interaction design,Interaction design
283,10003120_2,Scenario-based design,Interaction design
284,10003120_2,Participatory design,Interaction design
285,10003120_2,Contextual design,Interaction design
286,10003120_2,Activity centered design,Interaction design
287,10003120_2,User centered design,Interaction design
288,10003120_2,Wireframes,User interface design
289,10003120_2,Systems and tools for interaction design,Interaction design
290,10003120_3,"Collaborative and social computing theory, concepts and paradigms",Collaborative and social computing
291,10003120_3,Collaborative and social computing design and evaluation methods,Collaborative and social computing
292,10003120_3,Collaborative and social computing systems and tools,Collaborative and social computing
293,10003120_3,Collaborative and social computing devices,Collaborative and social computing systems and tools
294,10003120_3,Collaborative filtering,"Collaborative and social computing theory, concepts and paradigms"
295,10003120_3,Social tagging,"Collaborative and social computing theory, concepts and paradigms"
296,10003120_3,Social navigation,"Collaborative and social computing theory, concepts and paradigms"
297,10003120_3,Social recommendation,"Collaborative and social computing theory, concepts and paradigms"
298,10003120_3,Social content sharing,"Collaborative and social computing theory, concepts and paradigms"
299,10003120_3,Social media,"Collaborative and social computing theory, concepts and paradigms"
300,10003120_3,Social network analysis,"Collaborative and social computing theory, concepts and paradigms"
301,10003120_3,Empirical studies in collaborative and social computing,Collaborative and social computing design and evaluation methods
302,10003120_3,Ethnographic studies,Empirical studies in collaborative and social computing
303,10003120_3,Computer supported cooperative work,Collaborative and social computing
304,10003120_3,Collaborative content creation,Computer supported cooperative work
305,10003120_3,Social engineering (social sciences),Collaborative and social computing
306,10003120_3,Social networks,Collaborative and social computing
307,10003120_4,"Ubiquitous and mobile computing theory, concepts and paradigms",Ubiquitous and mobile computing
308,10003120_4,Ubiquitous and mobile computing design and evaluation methods,Ubiquitous and mobile computing
309,10003120_4,Empirical studies in ubiquitous and mobile computing,Ubiquitous and mobile computing
310,10003120_4,Mobile devices,Ubiquitous and mobile devices
311,10003120_4,Handheld game consoles,Ubiquitous and mobile devices
312,10003120_4,Mobile phones,Ubiquitous and mobile devices
313,10003120_4,Interactive whiteboards,Ubiquitous and mobile devices
314,10003120_4,Tablet computers,Ubiquitous and mobile devices
315,10003120_4,Portable media players,Ubiquitous and mobile devices
316,10003120_4,E-book readers,Ubiquitous and mobile devices
317,10003120_4,Personal digital assistants,Ubiquitous and mobile devices
318,10003120_4,Smartphones,Mobile devices
319,10003120_4,Ambient intelligence,Ubiquitous and mobile computing
320,10003120_4,Ubiquitous and mobile computing systems and tools,Ubiquitous and mobile computing
321,10003120_4,Mobile computing,Ubiquitous and mobile computing
322,10003120_4,Ubiquitous computing,Ubiquitous and mobile computing
323,10003120_5,Visualization techniques,Visualization
324,10003120_5,Information visualization,Visualization techniques
325,10003120_5,Visualization systems and tools,Visualization
326,10003120_5,"Visualization theory, concepts and paradigms",Visualization
327,10003120_5,Visualization application domains,Visualization
328,10003120_5,Visualization design and evaluation methods,Visualization
329,10003120_5,Visualization toolkits,Visualization
330,10003120_5,Heat maps,Visualization techniques
331,10003120_5,Dendrograms,Visualization techniques
332,10003120_5,Graph drawings,Visualization techniques
333,10003120_5,Treemaps,Visualization techniques
334,10003120_5,Geographic visualization,Visualization techniques
335,10003120_5,Hyperbolic trees,Visualization techniques
336,10003120_5,Cladograms,Visualization techniques
337,10003120_5,Scientific visualization,Visualization application domains
338,10003120_5,Visual analytics,Visualization application domains
339,10003120_5,Empirical studies in visualization,Visualization design and evaluation methods
340,10003120_6,Accessibility design and evaluation methods,Accessibility
341,10003120_6,Accessibility systems and tools,Accessibility technologies
342,10003120_6,Empirical studies in accessibility,Accessibility
343,10003120_6,"Accessibility theory, concepts, and paradigms",Accessibility
344,10003120_6,Accessibility technologies,Accessibility
345,10003456_3,Cultural characteristics,User characteristics
346,10003456_3,Geographic characteristics,User characteristics
347,10003456_3,Gender,User characteristics
348,10003456_3,People with disabilities,User characteristics
349,10003456_3,Religious orientation,User characteristics
350,10003456_3,Race and ethnicity,User characteristics
351,10003456_3,Sexual orientation,User characteristics
352,10003456_3,Age,User characteristics
353,10003456_3,Children,Age
354,10003456_3,Adolescents,Age
355,10003456_3,Seniors,Age
356,10003752_1,Computability,Models of computation
357,10003752_1,Interactive computation,Models of computation
358,10003752_1,Concurrency,Models of computation
359,10003752_1,Timed and hybrid models,Models of computation
360,10003752_1,Probabilistic computation,Models of computation
361,10003752_1,Lambda calculus,Models of computation
362,10003752_1,Abstract machines,Models of computation
363,10003752_1,Recursive functions,Models of computation
364,10003752_1,Process calculi,Models of computation
365,10003752_1,Streaming models,Models of computation
366,10003752_1,Parallel computing models,Models of computation
367,10003752_1,Distributed computing models,Models of computation
368,10003752_1,Quantum computation theory,Models of computation
369,10003752_1,Quantum complexity theory,Quantum computation theory
370,10003752_1,Quantum communication complexity,Quantum computation theory
371,10003752_1,Quantum information theory,Quantum computation theory
372,10003752_1,Quantum query complexity,Quantum computation theory
373,10003752_2,Automata extensions,Formal languages and automata theory
374,10003752_2,Regular languages,Formal languages and automata theory
375,10003752_2,Automata over infinite objects,Formal languages and automata theory
376,10003752_2,Quantitative automata,Automata over infinite objects
377,10003752_2,Grammars and context-free languages,Formal languages and automata theory
378,10003752_2,Transducers,Formal languages and automata theory
379,10003752_2,Rewrite systems,Formal languages and automata theory
380,10003752_2,Tree languages,Formal languages and automata theory
381,10003752_2,Algebraic language theory,Formal languages and automata theory
382,10003752_2,Formalisms,Formal languages and automata theory
383,10003752_3,Algebraic complexity theory,Complexity theory and logic
384,10003752_3,Quantum complexity theory,Complexity theory and logic
385,10003752_3,Circuit complexity,Complexity theory and logic
386,10003752_3,Proof complexity,Complexity theory and logic
387,10003752_3,Computational complexity and cryptography,Complexity theory
388,10003752_3,Cryptographic primitives,Computational complexity and cryptography
389,10003752_3,Cryptographic protocols,Cryptographic primitives
390,10003752_3,Communication complexity,Complexity theory
391,10003752_3,Interactive proof systems,Complexity theory
392,10003752_3,Oracles and decision trees,Complexity theory
393,10003752_3,"Problems, reductions and completeness",Complexity theory
394,10003752_3,Complexity classes,Complexity theory
395,10003752_4,Logic and verification,Logic
396,10003752_4,Automated reasoning,Logic
397,10003752_4,Constructive mathematics,Logic
398,10003752_4,Type theory,Logic
399,10003752_4,Higher order logic,Logic
400,10003752_4,Constraint and logic programming,Logic
401,10003752_4,Modal and temporal logics,Logic
402,10003752_4,Equational logic and rewriting,Logic
403,10003752_4,Programming logic,Logic
404,10003752_4,Separation logic,Logic
405,10003752_4,Description logics,Logic
406,10003752_4,Abstraction,Logic
407,10003752_4,Finite Model Theory,Logic
408,10003752_4,Linear logic,Logic
409,10003752_4,Proof theory,Logic
410,10003752_4,Hoare logic,Logic
411,10003752_4,Verification by model checking,Logic and verification
412,10003752_6,Computational geometry,Geometry and discrete structures
413,10003752_6,Expander graphs and randomness extractors,Randomness
414,10003752_6,Generating random combinatorial structures,Geometry and discrete structures
415,10003752_6,Random network models,Randomness
416,10003752_6,Random projections and metric embeddings,Geometry and discrete structures
417,10003752_6,Random search heuristics,Randomness
418,10003752_6,Pseudorandomness and derandomization,Randomness
419,10003752_6,Error-correcting codes,Randomness
420,10003752_6,Random walks and Markov chains,Randomness
421,10003752_6,Geometry and discrete structures,Randomness
422,10003752_8,Algebraic semantics,Program semantics
423,10003752_8,Categorical semantics,Program semantics
424,10003752_8,Denotational semantics,Program semantics
425,10003752_8,Operational semantics,Program semantics
426,10003752_8,Axiomatic semantics,Program semantics
427,10003752_8,Action semantics,Program semantics
428,10003752_8,Abstraction,Program semantics
429,10003752_8,Assertions,Program semantics
430,10003752_8,Pre- and post-conditions,Program semantics
431,10003752_8,Invariants,Program semantics
432,10003752_8,Program analysis,Program semantics
433,10003752_8,Program verification,Program semantics
434,10003752_8,Program reasoning,Program semantics
435,10003752_8,Semantics and reasoning,Program semantics
436,10003752_8,Program constructs,Program semantics
437,10003752_8,Functional constructs,Program semantics
438,10003752_8,Object oriented constructs,Program semantics
439,10003752_8,Type structures,Program semantics
440,10003752_8,Parsing,Program semantics
441,10003752_8,Program schemes,Program semantics
442,10003752_8,Control primitives,Program semantics
443,10003752_8,Program specifications,Program semantics
444,10010147_1,Optimization algorithms,Algebraic algorithms
445,10010147_1,Algebraic algorithms,Algebraic algorithms
446,10010147_1,Symbolic and algebraic manipulation,Algebraic algorithms
447,10010147_1,Symbolic calculus algorithms,Algebraic algorithms
448,10010147_1,Combinatorial algorithms,Algebraic algorithms
449,10010147_1,Discrete calculus algorithms,Algebraic algorithms
450,10010147_1,Computer algebra systems,Algebraic algorithms
451,10010147_1,Boolean algebra algorithms,Algebraic algorithms
452,10010147_1,Linear algebra algorithms,Algebraic algorithms
453,10010147_1,Number theory algorithms,Algebraic algorithms
454,10010147_1,Special-purpose algebraic systems,Algebraic algorithms
455,10010147_1,Equation and inequality solving algorithms,Algebraic algorithms
456,10010147_1,Representation of exact numbers,Algebraic algorithms
457,10010147_1,Theorem proving algorithms,Algebraic algorithms
458,10010147_1,Exact arithmetic algorithms,Algebraic algorithms
459,10010147_1,Representation of mathematical functions,Algebraic algorithms
460,10010147_1,Representation of Boolean functions,Algebraic algorithms
461,10010147_1,Nonalgebraic algorithms,Algebraic algorithms
462,10010147_1,Hybrid symbolic-numeric methods,Algebraic algorithms
463,10010147_1,Representation of polynomials,Algebraic algorithms
464,10010147_1,Symbolic and algebraic algorithms,Algebraic algorithms
465,10010147_1,Representation of mathematical objects,Algebraic algorithms
466,10010147_2,Parallel programming languages,Parallel computing methodologies
467,10010147_2,Parallel algorithms,Parallel computing methodologies
468,10010147_5,Model development and analysis,Modeling and simulation
469,10010147_5,Discrete-event simulation,Simulation types and techniques
470,10010147_5,Rare-event simulation,Simulation types and techniques
471,10010147_5,Uncertainty quantification,Modeling methodologies
472,10010147_5,Simulation environments,Modeling and simulation
473,10010147_5,Simulation languages,Simulation environments
474,10010147_5,Simulation theory,Modeling and simulation
475,10010147_5,Simulation evaluation,Simulation theory
476,10010147_5,Simulation tools,Simulation environments
477,10010147_5,Simulation support systems,Simulation tools
478,10010147_5,Real-time simulation,Simulation tools
479,10010147_5,Modeling methodologies,Modeling and simulation
480,10010147_5,Data assimilation,Modeling methodologies
481,10010147_5,Scientific visualization,Modeling and simulation
482,10010147_5,Visual analytics,Scientific visualization
483,10010147_5,Distributed simulation,Simulation environments
484,10010147_5,Model verification and validation,Modeling methodologies
485,10010147_5,Molecular simulation,Simulation types and techniques
486,10010147_5,Agent / discrete models,Simulation types and techniques
487,10010147_5,Continuous models,Simulation types and techniques
488,10010147_5,Network science,Modeling and simulation
489,10010147_5,Artificial life,Modeling and simulation
490,10010147_5,Multiscale systems,Modeling and simulation
491,10010147_5,Massively parallel and high-performance simulations,Simulation environments
492,10010147_5,Simulation by animation,Simulation types and techniques
493,10010147_5,Quantum mechanic simulation,Simulation types and techniques
494,10010147_5,Systems theory,Modeling and simulation
495,10010147_6,Graphics systems and interfaces,Computer graphics
496,10010147_6,Graphics input devices,Computer graphics
497,10010147_6,Graphics file formats,Computer graphics
498,10010147_6,Graphics processors,Computer graphics
499,10010147_6,Mesh models,Computer graphics
500,10010147_6,Mesh geometry models,Computer graphics
501,10010147_6,Point-based models,Computer graphics
502,10010147_6,Parametric curve and surface models,Computer graphics
503,10010147_6,Animation,Computer graphics
504,10010147_6,Procedural animation,Animation
505,10010147_6,Motion capture,Animation
506,10010147_6,Visibility,Computer graphics
507,10010147_6,Collision detection,Visibility
508,10010147_6,Rendering,Computer graphics
509,10010147_6,Rasterization,Rendering
510,10010147_6,Ray tracing,Rendering
511,10010147_6,Image manipulation,Computer graphics
512,10010147_6,Image processing,Image manipulation
513,10010147_6,Image compression,Image processing
514,10010147_6,Mixed / augmented reality,Computer graphics
515,10010147_6,Virtual reality,Mixed / augmented reality
516,10010147_6,Perception,Mixed / augmented reality
517,10010147_6,Physical simulation,Computer graphics
518,10010147_6,Volumetric models,Physical simulation
519,10010147_6,Shape analysis,Computer graphics
520,10010147_6,Shape modeling,Shape analysis
521,10010147_6,Texturing,Computer graphics
522,10010147_6,Reflectance modeling,Texturing
523,10010147_6,Motion processing,Computer graphics
524,10010147_6,Non-photorealistic rendering,Motion processing
525,10010147_6,Antialiasing,Computer graphics
526,10010147_6,Computational photography,Antialiasing
527,10010147_8,Concurrent algorithms,Concurrent computing methodologies
528,10010147_8,Concurrent programming languages,Concurrent computing methodologies
529,10010405_10,Interactive learning environments,Education
530,10010405_10,Computer-assisted instruction,Education
531,10010405_10,Collaborative learning,Education
532,10010405_10,Learning management systems,Education
533,10010405_10,E-learning,Education
534,10010405_10,Distance learning,E-learning
535,10010405_10,Computer-managed instruction,Education
536,10010405_10,Digital libraries and archives,Education
537,10010405_11,Document scripting languages,Document management and text processing
538,10010405_11,Document scanning,Document capture
539,10010405_11,Optical character recognition,Document capture
540,10010405_11,Document metadata,Document management and text processing
541,10010405_11,Annotation,Document management and text processing
542,10010405_11,Markup languages,Document management and text processing
543,10010405_11,Online handwriting recognition,Document capture
544,10010405_11,Document analysis,Document management and text processing
545,10010405_11,Version control,Document management
546,10010405_11,Multi/mixed media creation,Document management and text processing
547,10010405_11,Image composition,Document management and text processing
548,10010405_11,Graphics recognition and interpretation,Document analysis
549,10010405_11,Text editing,Document management and text processing
550,10010405_11,Hypertext/hypermedia creation,Document management and text processing
551,10010405_11,Document searching,Document management
552,10010405_11,Format and notation,Document management and text processing
553,10010405_11,Document preparation,Document management
554,10010405_11,Document capture,Document management
555,10010405_11,Document management and text processing,Document management
556,10010405_2,Enterprise computing,Enterprise architectures
557,10010405_2,Enterprise data management,Enterprise architectures
558,10010405_2,Enterprise interoperability,Enterprise architectures
559,10010405_2,Enterprise architecture management,Enterprise architectures
560,10010405_2,Enterprise computing infrastructures,Enterprise computing
561,10010405_2,IT architectures,Enterprise computing
562,10010405_2,IT governance,Enterprise computing
563,10010405_2,Business-IT alignment,Enterprise computing
564,10010405_2,Enterprise application integration,Enterprise computing
565,10010405_2,Event-driven architectures,Enterprise computing
566,10010405_2,Enterprise data management,Enterprise data management
567,10010405_2,Business intelligence,Enterprise data management
568,10010405_2,Enterprise information systems,Enterprise data management
569,10010405_2,Enterprise interoperability,Enterprise interoperability
570,10010405_2,Information integration and interoperability,Enterprise interoperability
571,10010405_2,"Enterprise ontologies, taxonomies and vocabularies",Enterprise interoperability
