,group,child,parent
59,10002950_5,Geometric topology,Topology
60,10002950_5,Continuous functions,Topology
61,10002950_5,Calculus,Continuous mathematics
62,10002951_3,Enterprise applications,Information systems applications
63,10002951_3,Enterprise resource planning,Enterprise applications
64,10002951_3,Enterprise information systems,Information systems applications
65,10002951_3,Multimedia information systems,Information systems applications
66,10002951_3,Multimedia content creation,Multimedia information systems
67,10002951_3,Multimedia databases,Multimedia information systems
68,10002951_3,Multimedia streaming,Multimedia information systems
69,10002951_3,Data analytics,Information systems applications
70,10002951_3,Data mining,Data analytics
71,10002951_3,Data warehouses,Data analytics
72,10002951_3,Online analytical processing,Data analytics
73,10002951_3,Decision support systems,Data analytics
74,10002951_3,Collaborative and social computing systems and tools,Information systems applications
75,10002951_3,Social networking sites,Collaborative and social computing systems and tools
76,10002951_3,Blogs,Collaborative and social computing systems and tools
77,10002951_3,Wikis,Collaborative and social computing systems and tools
78,10002951_3,Social tagging systems,Collaborative and social computing systems and tools
79,10002951_3,Computing platforms,Information systems applications
80,10002951_3,Open source software,Computing platforms
81,10002951_3,Data centers,Computing platforms
82,10002951_3,Geographic information systems,Information systems applications
83,10002951_3,Global positioning systems,Geographic information systems
84,10002951_3,Location-based services,Geographic information systems
85,10002951_3,Expert systems,Information systems applications
86,10002951_3,Reputation systems,Information systems applications
87,10002951_3,Process control systems,Information systems applications
88,10002951_3,Sensor networks,Process control systems
89,10002951_3,Mobile information processing systems,Information systems applications
90,10002951_3,Digital libraries and archives,Information systems applications
91,10002951_3,Massively multiplayer online games,Information systems applications
92,10002951_3,Intranets,Information systems applications
93,10002951_3,Extranets,Information systems applications
94,10002978_1,Mathematical foundations of cryptography,Cryptography
95,10002978_1,Symmetric cryptography and hash functions,Cryptography
96,10002978_1,Public key (asymmetric) techniques,Cryptography
97,10002978_1,Key management,Cryptography
98,10002978_1,Cryptanalysis and other attacks,Cryptography
99,10002978_1,Information-theoretic techniques,Cryptography
100,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
101,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
102,10002978_1,Public key encryption,Public key (asymmetric) techniques
103,10002978_1,Digital signatures,Public key (asymmetric) techniques
104,10002978_10,Social aspects of security and privacy,Human and societal aspects of security and privacy
105,10002978_10,Economics of security and privacy,Human and societal aspects of security and privacy
106,10002978_10,Usability in security and privacy,Human and societal aspects of security and privacy
107,10002978_10,Privacy protections,Human and societal aspects of security and privacy
108,10002978_2,Formal security models,Formal methods and theory of security
109,10002978_2,Logic and verification,Formal methods and theory of security
110,10002978_2,Trust frameworks,Formal methods and theory of security
111,10002978_2,Security requirements,Formal methods and theory of security
112,10002978_3,Authentication,Security services
113,10002978_3,Multi-factor authentication,Authentication
114,10002978_3,Biometrics,Authentication
115,10002978_3,Graphical / visual passwords,Authentication
116,10002978_3,Authorization,Security services
117,10002978_3,Access control,Authorization
118,10002978_3,Digital rights management,Security services
119,10002978_3,Privacy-preserving protocols,Security services
120,10002978_3,"Pseudonymity, anonymity and untraceability",Privacy-preserving protocols
121,10002978_4,Intrusion detection systems,Intrusion/anomaly detection and malware mitigation
122,10002978_4,Malware and its mitigation,Intrusion/anomaly detection and malware mitigation
123,10002978_4,Artificial immune systems,Intrusion/anomaly detection and malware mitigation
124,10002978_4,Social engineering attacks,Intrusion/anomaly detection and malware mitigation
125,10002978_4,Spoofing attacks,Intrusion/anomaly detection and malware mitigation
126,10002978_4,Phishing,Social engineering attacks
127,10002978_5,Hardware-based security protocols,Security in hardware
128,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
129,10002978_5,Hardware attacks and countermeasures,Security in hardware
130,10002978_5,Hardware reverse engineering,Security in hardware
131,10002978_5,Embedded systems security,Security in hardware
132,10002978_5,Side-channel analysis and countermeasures,Security in hardware
133,10002978_5,Malicious design modifications,Security in hardware
134,10002978_5,Hardware security implementation,Security in hardware
135,10002978_6,Operating systems security,Systems security
136,10002978_6,File system security,Systems security
137,10002978_6,Browser security,Systems security
138,10002978_6,Trusted computing,Systems security
139,10002978_6,Virtualization and security,Systems security
140,10002978_6,Distributed systems security,Systems security
141,10002978_6,Mobile platform security,Systems security
142,10002978_6,Vulnerability management,Systems security
143,10002978_6,Vulnerability scanners,Vulnerability management
144,10002978_6,Penetration testing,Vulnerability management
145,10002978_6,Firewalls,Systems security
146,10002978_6,Information flow control,Systems security
147,10002978_6,Denial-of-service attacks,Systems security
148,10002978_8,Data anonymization and sanitization,Database and storage security
149,10002978_8,Information accountability and usage control,Database and storage security
150,10002978_8,Database activity monitoring,Database and storage security
151,10002978_8,Management and querying of encrypted data,Database and storage security
152,10002978_9,Software security engineering,Software and application security
153,10002978_9,Web application security,Software and application security
154,10002978_9,Social network security and privacy,Software and application security
155,10002978_9,Domain-specific security and privacy architectures,Software and application security
156,10002978_9,Software reverse engineering,Software and application security
157,10003033_1,Network design principles,Network architectures
158,10003033_1,Layering,Network architectures
159,10003033_1,Naming and addressing,Network architectures
160,10003033_1,Programming interfaces,Network architectures
161,10003033_2,Network protocol design,Network protocols
162,10003033_2,Application layer protocols,Network protocols
163,10003033_2,Presentation protocols,Network protocols
164,10003033_2,Session protocols,Network protocols
165,10003033_2,Transport protocols,Network protocols
166,10003033_2,Network layer protocols,Network protocols
167,10003033_2,Link-layer protocols,Network protocols
168,10003033_2,Time synchronization protocols,Network protocols
169,10003033_2,Signaling protocols,Network protocols
170,10003033_2,Routing protocols,Network protocols
171,10003033_2,Peer-to-peer protocols,Network protocols
172,10003033_2,Cross-layer protocols,Network protocols
173,10003033_2,OAM protocols,Network protocols
174,10003033_2,Protocol testing and verification,Network protocols
175,10003033_2,Protocol correctness,Network protocols
176,10003033_2,Network policy,Network protocols
177,10003033_2,Formal specifications,Network protocols
178,10003033_2,Network File System (NFS) protocol,Application layer protocols
179,10003033_3,Network servers,Network components
180,10003033_3,End nodes,Network components
181,10003033_3,Intermediate nodes,Network components
182,10003033_3,Routers,Intermediate nodes
183,10003033_3,Bridges and switches,Intermediate nodes
184,10003033_3,Repeaters,Intermediate nodes
185,10003033_3,Middle boxes / network appliances,Intermediate nodes
186,10003033_3,"Wireless access points, base stations and infrastructure",Network components
187,10003033_3,Network adapters,Network components
188,10003033_3,Cognitive radios,Network adapters
189,10003033_3,Physical links,Network components
190,10003033_3,Logical nodes,Network components
191,10003033_3,Network domains,Network components
192,10003033_4,Network control algorithms,Network algorithms
193,10003033_4,Control path algorithms,Network control algorithms
194,10003033_4,Data path algorithms,Network control algorithms
195,10003033_4,Packet classification,Data path algorithms
196,10003033_4,Deep packet inspection,Data path algorithms
197,10003033_4,Packet scheduling,Data path algorithms
198,10003033_4,Network resources allocation,Network algorithms
199,10003033_4,Traffic engineering algorithms,Network resources allocation
200,10003033_4,Network design and planning algorithms,Network algorithms
201,10003033_4,Network economics,Network algorithms
202,10003033_5,Network performance analysis,Network performance evaluation
203,10003033_5,Network measurement,Network performance evaluation
204,10003033_5,Network experimentation,Network performance evaluation
205,10003033_5,Network simulations,Network performance evaluation
206,10003033_5,Network performance modeling,Network performance evaluation
207,10003033_6,Bus networks,Physical topologies
208,10003033_6,Star networks,Physical topologies
209,10003033_6,Ring networks,Physical topologies
210,10003033_6,Mesh networks,Physical topologies
211,10003033_6,Token ring networks,Physical topologies
212,10003033_6,Point-to-point networks,Logical / virtual topologies
213,10003033_6,Hybrid networks,Logical / virtual topologies
214,10003033_6,Network structure,Network topology types
215,10003033_6,Network properties,Network topology types
216,10003033_6,Network dynamics,Network topology types
217,10003033_6,Topology analysis and generation,Network topology types
218,10003033_6,Network manageability,Network topology types
219,10003033_6,Network security,Network topology types
220,10003033_6,Metropolitan area networks,Network range
221,10003033_6,Wide area networks,Network range
222,10003033_6,Local area networks,Network range
223,10003033_6,Very long-range networks,Network range
224,10003033_6,Short-range networks,Network range
225,10003033_6,Wireless mesh networks,Network topology types
226,10003033_6,Fiber distributed data interface (FDDI),Network topology types
227,10003033_6,Error detection and error correction,Network topology types
228,10003033_6,Network privacy and anonymity,Network security
229,10003033_7,Naming and addressing,Network services
230,10003033_7,Network management,Network services
231,10003033_7,Network monitoring,Network management
232,10003033_7,Programmable networks,Network services
233,10003033_7,In-network processing,Programmable networks
234,10003033_7,Location based services,Network services
235,10003033_7,Cloud computing,Network services
236,10003033_8,Wired access networks,Network types
237,10003033_8,Wireless access networks,Network types
238,10003033_8,Wireless local area networks,Wireless access networks
239,10003033_8,Wireless personal area networks,Wireless access networks
240,10003033_8,Ad hoc networks,Wireless access networks
241,10003033_8,Mobile networks,Network types
242,10003033_8,Mobile ad hoc networks,Mobile networks
243,10003033_8,Home networks,Network types
244,10003033_8,Storage area networks,Network types
245,10003033_8,Data center networks,Network types
246,10003033_8,Sensor networks,Network types
247,10003033_8,Overlay and other logical network structures,Network types
248,10003033_8,Peer-to-peer networks,Overlay and other logical network structures
249,10003033_8,Cyber-physical networks,Network types
250,10003033_8,Network on chip,Network types
251,10003033_8,Online social networks,Network types
252,10003033_8,Social media networks,Online social networks
253,10003033_8,World Wide Web (network structure),Network types
254,10003033_8,Public Internet,Network types
255,10003033_8,Packet-switching networks,Network types
256,10003120_1,"HCI theory, concepts and models",Human computer interaction (HCI)
257,10003120_1,HCI design and evaluation methods,Human computer interaction (HCI)
258,10003120_1,Interactive systems and tools,Human computer interaction (HCI)
259,10003120_1,Interaction devices,Human computer interaction (HCI)
260,10003120_1,Interaction techniques,Human computer interaction (HCI)
261,10003120_1,User interface management systems,Human computer interaction (HCI)
262,10003120_1,User interface toolkits,Human computer interaction (HCI)
263,10003120_1,User models,Human computer interaction (HCI)
264,10003120_1,User studies,Human computer interaction (HCI)
265,10003120_1,Auditory feedback,Human computer interaction (HCI)
266,10003120_1,Displays and imagers,Human computer interaction (HCI)
267,10003120_1,Usability testing,HCI design and evaluation methods
268,10003120_1,Heuristic evaluations,HCI design and evaluation methods
269,10003120_1,Walkthrough evaluations,HCI design and evaluation methods
270,10003120_1,Empirical studies in HCI,HCI design and evaluation methods
271,10003120_1,Field studies,HCI design and evaluation methods
272,10003120_1,Laboratory experiments,HCI design and evaluation methods
273,10003120_1,Graphical user interfaces,Interactive systems and tools
274,10003120_1,Command line interfaces,Interactive systems and tools
275,10003120_1,Natural language interfaces,Interactive systems and tools
276,10003120_1,Virtual reality,Interactive systems and tools
277,10003120_1,Mixed / augmented reality,Interactive systems and tools
278,10003120_1,Hypertext / hypermedia,Interactive systems and tools
279,10003120_1,Graphics input devices,Interaction devices
280,10003120_1,Pointing devices,Interaction devices
281,10003120_1,Keyboards,Interaction devices
282,10003120_1,Touch screens,Interaction devices
283,10003120_1,Haptic devices,Interaction devices
284,10003120_1,Sound-based input / output,Interaction devices
285,10003120_1,Gestural input,Interaction devices
286,10003120_1,Text input,Interaction devices
287,10003120_1,Pointing,Interaction techniques
288,10003120_1,Interaction paradigms,Interaction techniques
289,10003120_1,Collaborative interaction,Interaction techniques
290,10003120_1,Web-based interaction,Interaction techniques
291,10003120_2,User centered design,Interaction design
292,10003120_2,"Interaction design theory, concepts and paradigms",Interaction design
293,10003120_2,Interaction design process and methods,Interaction design
294,10003120_2,Systems and tools for interaction design,Interaction design
295,10003120_2,Contextual design,Interaction design
296,10003120_2,Scenario-based design,Interaction design
297,10003120_2,Activity centered design,Interaction design
298,10003120_2,Participatory design,Interaction design
299,10003120_2,User interface design,Interaction design
300,10003120_2,Wireframes,User interface design
301,10003120_2,Interface design prototyping,User interface design
302,10003120_2,Empirical studies in interaction design,Interaction design
303,10003120_3,"Collaborative and social computing theory, concepts and paradigms",Collaborative and social computing
304,10003120_3,Collaborative and social computing design and evaluation methods,Collaborative and social computing
305,10003120_3,Empirical studies in collaborative and social computing,Collaborative and social computing design and evaluation methods
306,10003120_3,Ethnographic studies,Empirical studies in collaborative and social computing
307,10003120_3,Collaborative and social computing systems and tools,Collaborative and social computing
308,10003120_3,Collaborative content creation,Collaborative and social computing
309,10003120_3,Social content sharing,Collaborative and social computing
310,10003120_3,Social tagging,Collaborative and social computing
311,10003120_3,Collaborative filtering,Collaborative and social computing
312,10003120_3,Social navigation,Collaborative and social computing
313,10003120_3,Social networks,Collaborative and social computing
314,10003120_3,Social engineering (social sciences),Collaborative and social computing
315,10003120_3,Social media,Collaborative and social computing
316,10003120_3,Computer supported cooperative work,Collaborative and social computing
317,10003120_3,Social network analysis,Collaborative and social computing
318,10003120_3,Social recommendation,Collaborative and social computing
319,10003120_3,Collaborative and social computing devices,Collaborative and social computing
320,10003120_4,Ubiquitous computing,Ubiquitous and mobile computing
321,10003120_4,Mobile computing,Ubiquitous and mobile computing
322,10003120_4,Mobile phones,Mobile computing
323,10003120_4,Smartphones,Mobile computing
324,10003120_4,Tablet computers,Mobile computing
325,10003120_4,Handheld game consoles,Mobile computing
326,10003120_4,Portable media players,Mobile computing
327,10003120_4,Personal digital assistants,Mobile computing
328,10003120_4,E-book readers,Mobile computing
329,10003120_4,Ubiquitous and mobile devices,Ubiquitous and mobile computing
330,10003120_4,Mobile devices,Ubiquitous and mobile devices
331,10003120_4,"Ubiquitous and mobile computing theory, concepts and paradigms",Ubiquitous and mobile computing
332,10003120_4,Ubiquitous and mobile computing design and evaluation methods,Ubiquitous and mobile computing
333,10003120_4,Empirical studies in ubiquitous and mobile computing,Ubiquitous and mobile computing
334,10003120_4,Ubiquitous and mobile computing systems and tools,Ubiquitous and mobile computing
335,10003120_4,Ambient intelligence,Ubiquitous and mobile computing
336,10003120_4,Interactive whiteboards,Ubiquitous and mobile computing
337,10003120_5,"Visualization theory, concepts and paradigms",Visualization
338,10003120_5,Visualization techniques,Visualization
339,10003120_5,Information visualization,Visualization
340,10003120_5,Scientific visualization,Visualization
341,10003120_5,Graph drawings,Visualization techniques
342,10003120_5,Treemaps,Visualization techniques
343,10003120_5,Dendrograms,Visualization techniques
344,10003120_5,Cladograms,Visualization techniques
345,10003120_5,Hyperbolic trees,Visualization techniques
346,10003120_5,Heat maps,Visualization techniques
347,10003120_5,Visualization systems and tools,Visualization
348,10003120_5,Visualization toolkits,Visualization systems and tools
349,10003120_5,Geographic visualization,Visualization
350,10003120_5,Visualization application domains,Visualization
351,10003120_5,Empirical studies in visualization,Visualization
352,10003120_5,Visualization design and evaluation methods,Visualization
353,10003120_6,"Accessibility theory, concepts and paradigms",Accessibility
354,10003120_6,Accessibility design and evaluation methods,Accessibility
355,10003120_6,Accessibility technologies,Accessibility
356,10003120_6,Empirical studies in accessibility,Accessibility
357,10003120_6,Accessibility systems and tools,Accessibility technologies
358,10003456_3,Age,User characteristics
359,10003456_3,Seniors,Age
360,10003456_3,Children,Age
361,10003456_3,Adolescents,Age
362,10003456_3,Gender,User characteristics
363,10003456_3,Men,Gender
364,10003456_3,Women,Gender
365,10003456_3,Geographic characteristics,User characteristics
366,10003456_3,Cultural characteristics,User characteristics
367,10003456_3,Race and ethnicity,User characteristics
368,10003456_3,Religious orientation,User characteristics
369,10003456_3,Sexual orientation,User characteristics
370,10003456_3,People with disabilities,User characteristics
371,10003752_1,Computability,Models of computation
372,10003752_1,Turing machines,Computability
373,10003752_1,Lambda calculus,Computability
374,10003752_1,Recursive functions,Computability
375,10003752_1,Abstract machines,Models of computation
376,10003752_1,Timed and hybrid models,Abstract machines
377,10003752_1,Streaming models,Abstract machines
378,10003752_1,Parallel computing models,Abstract machines
379,10003752_1,Concurrency,Models of computation
380,10003752_1,Process calculi,Concurrency
381,10003752_1,Probabilistic computation,Models of computation
382,10003752_1,Quantum computation theory,Probabilistic computation
383,10003752_1,Quantum complexity theory,Probabilistic computation
384,10003752_1,Quantum query complexity,Probabilistic computation
385,10003752_1,Quantum information theory,Probabilistic computation
386,10003752_1,Quantum communication complexity,Probabilistic computation
387,10003752_1,Distributed computing models,Models of computation
388,10003752_1,Interactive computation,Distributed computing models
389,10003752_2,Formalisms,Formal languages and automata theory
390,10003752_2,Automata over infinite objects,Formal languages and automata theory
391,10003752_2,Quantitative automata,Formal languages and automata theory
392,10003752_2,Tree languages,Formal languages and automata theory
393,10003752_2,Rewrite systems,Formal languages and automata theory
394,10003752_2,Grammars and context-free languages,Formal languages and automata theory
395,10003752_2,Algebraic language theory,Formal languages and automata theory
396,10003752_2,Regular languages,Formal languages and automata theory
397,10003752_2,Automata extensions,Formal languages and automata theory
398,10003752_2,Transducers,Formal languages and automata theory
399,10003752_3,Complexity classes,Complexity theory
400,10003752_3,"Problems, reductions and completeness",Complexity theory
401,10003752_3,Circuit complexity,Complexity theory
402,10003752_3,Communication complexity,Complexity theory
403,10003752_3,Proof complexity,Complexity theory
404,10003752_3,Interactive proof systems,Complexity theory
405,10003752_3,Cryptographic protocols,Complexity theory
406,10003752_3,Oracles and decision trees,Complexity theory
407,10003752_3,Quantum complexity theory,Complexity theory
408,10003752_3,Complexity theory and logic,Complexity theory
409,10003752_3,Algebraic complexity theory,Complexity theory
410,10003752_3,Computational complexity and cryptography,Complexity theory
411,10003752_3,Cryptographic primitives,Cryptographic protocols
412,10003752_4,Logic,Logic and verification
413,10003752_4,Description logics,Logic and verification
414,10003752_4,Abstraction,Logic and verification
415,10003752_4,Linear logic,Logic
416,10003752_4,Hoare logic,Logic
417,10003752_4,Higher order logic,Logic
418,10003752_4,Type theory,Logic
419,10003752_4,Proof theory,Logic
420,10003752_4,Finite Model Theory,Logic
421,10003752_4,Programming logic,Logic
422,10003752_4,Equational logic and rewriting,Logic
423,10003752_4,Constructive mathematics,Logic
424,10003752_4,Separation logic,Logic
425,10003752_4,Modal and temporal logics,Logic
426,10003752_4,Automated reasoning,Logic and verification
427,10003752_4,Verification by model checking,Automated reasoning
428,10003752_6,Geometry and discrete structures,Randomness
429,10003752_6,Computational geometry,Geometry and discrete structures
430,10003752_6,Error-correcting codes,Randomness
431,10003752_6,Expander graphs and randomness extractors,Randomness
432,10003752_6,Pseudorandomness and derandomization,Randomness
433,10003752_6,Random network models,Randomness
434,10003752_6,Random walks and Markov chains,Randomness
435,10003752_6,Random projections and metric embeddings,Randomness
436,10003752_6,Random search heuristics,Randomness
437,10003752_6,Generating random combinatorial structures,Randomness
438,10003752_8,Semantics and reasoning,Program semantics
439,10003752_8,Axiomatic semantics,Semantics and reasoning
440,10003752_8,Denotational semantics,Semantics and reasoning
441,10003752_8,Operational semantics,Semantics and reasoning
442,10003752_8,Algebraic semantics,Semantics and reasoning
443,10003752_8,Categorical semantics,Semantics and reasoning
444,10003752_8,Action semantics,Semantics and reasoning
445,10003752_8,Program verification,Program semantics
446,10003752_8,Program specifications,Program semantics
447,10003752_8,Abstraction,Program semantics
448,10003752_8,Assertions,Program verification
449,10003752_8,Invariants,Program verification
450,10003752_8,Pre- and post-conditions,Program verification
451,10003752_8,Program constructs,Program semantics
452,10003752_8,Object oriented constructs,Program constructs
453,10003752_8,Functional constructs,Program constructs
454,10003752_8,Control primitives,Program constructs
455,10003752_8,Type structures,Program constructs
456,10003752_8,Program analysis,Program semantics
457,10003752_8,Parsing,Program analysis
458,10003752_8,Program schemes,Program analysis
459,10003752_8,Program reasoning,Program semantics
460,10010147_1,Algebraic algorithms,Symbolic and algebraic algorithms
461,10010147_1,Number theory algorithms,Algebraic algorithms
462,10010147_1,Boolean algebra algorithms,Algebraic algorithms
463,10010147_1,Combinatorial algorithms,Algebraic algorithms
464,10010147_1,Exact arithmetic algorithms,Algebraic algorithms
465,10010147_1,Special-purpose algebraic systems,Algebraic algorithms
466,10010147_1,Linear algebra algorithms,Symbolic and algebraic algorithms
467,10010147_1,Representation of Boolean functions,Representation of mathematical objects
468,10010147_1,Representation of exact numbers,Representation of mathematical objects
469,10010147_1,Representation of mathematical functions,Representation of mathematical objects
470,10010147_1,Representation of polynomials,Representation of mathematical objects
471,10010147_1,Theorem proving algorithms,Symbolic and algebraic algorithms
472,10010147_1,Equation and inequality solving algorithms,Symbolic and algebraic algorithms
473,10010147_1,Symbolic calculus algorithms,Symbolic and algebraic algorithms
474,10010147_1,Discrete calculus algorithms,Symbolic and algebraic algorithms
475,10010147_1,Optimization algorithms,Symbolic and algebraic algorithms
476,10010147_1,Hybrid symbolic-numeric methods,Symbolic and algebraic algorithms
477,10010147_1,Computer algebra systems,Symbolic and algebraic algorithms
478,10010147_2,Parallel algorithms,Parallel computing methodologies
479,10010147_2,Parallel programming languages,Parallel computing methodologies
480,10010147_5,Modeling methodologies,Modeling and simulation
481,10010147_5,Model development and analysis,Modeling and simulation
482,10010147_5,Model verification and validation,Modeling and simulation
483,10010147_5,Simulation theory,Modeling and simulation
484,10010147_5,Simulation languages,Modeling and simulation
485,10010147_5,Simulation tools,Modeling and simulation
486,10010147_5,Simulation environments,Modeling and simulation
487,10010147_5,Simulation support systems,Modeling and simulation
488,10010147_5,Discrete-event simulation,Modeling and simulation
489,10010147_5,Continuous simulation,Modeling and simulation
490,10010147_5,Distributed simulation,Modeling and simulation
491,10010147_5,Massively parallel and high-performance simulations,Modeling and simulation
492,10010147_5,Real-time simulation,Modeling and simulation
493,10010147_5,Interactive simulation,Modeling and simulation
494,10010147_5,Simulation by animation,Modeling and simulation
495,10010147_5,Quantum mechanic simulation,Modeling and simulation
496,10010147_5,Agent / discrete models,Modeling and simulation
497,10010147_5,Multiscale systems,Modeling and simulation
498,10010147_5,Artificial life,Modeling and simulation
499,10010147_5,Molecular simulation,Modeling and simulation
500,10010147_5,Network science,Modeling and simulation
501,10010147_5,Rare-event simulation,Modeling and simulation
502,10010147_5,Uncertainty quantification,Modeling and simulation
503,10010147_5,Data assimilation,Modeling and simulation
504,10010147_5,Scientific visualization,Modeling and simulation
505,10010147_5,Visual analytics,Modeling and simulation
506,10010147_5,Simulation evaluation,Modeling and simulation
507,10010147_5,Continuous models,Modeling and simulation
508,10010147_5,Systems theory,Modeling and simulation
509,10010147_6,Graphics systems and interfaces,Computer graphics
510,10010147_6,Graphics processors,Graphics systems and interfaces
511,10010147_6,Rendering,Computer graphics
512,10010147_6,Rasterization,Rendering
513,10010147_6,Ray tracing,Rendering
514,10010147_6,Non-photorealistic rendering,Rendering
515,10010147_6,Image-based rendering,Rendering
516,10010147_6,Visibility,Rendering
517,10010147_6,Graphics file formats,Computer graphics
518,10010147_6,Image compression,Graphics file formats
519,10010147_6,Image manipulation,Computer graphics
520,10010147_6,Image processing,Image manipulation
521,10010147_6,Computational photography,Image manipulation
522,10010147_6,Texturing,Computer graphics
523,10010147_6,Antialiasing,Computer graphics
524,10010147_6,Mesh models,Computer graphics
525,10010147_6,Volumetric models,Computer graphics
526,10010147_6,Point-based models,Computer graphics
527,10010147_6,Parametric curve and surface models,Computer graphics
528,10010147_6,Mesh geometry models,Mesh models
529,10010147_6,Shape analysis,Computer graphics
530,10010147_6,Shape modeling,Computer graphics
531,10010147_6,Reflectance modeling,Computer graphics
532,10010147_6,Animation,Computer graphics
533,10010147_6,Procedural animation,Animation
534,10010147_6,Motion capture,Animation
535,10010147_6,Physical simulation,Animation
536,10010147_6,Collision detection,Computer graphics
537,10010147_6,Perception,Computer graphics
538,10010147_6,Graphics input devices,Computer graphics
539,10010147_6,Virtual reality,Computer graphics
540,10010147_6,Mixed / augmented reality,Computer graphics
541,10010147_6,Motion processing,Computer graphics
542,10010147_8,Concurrent programming languages,Concurrent computing methodologies
543,10010147_8,Concurrent algorithms,Concurrent computing methodologies
544,10010405_10,E-learning,Education
545,10010405_10,Learning management systems,E-learning
546,10010405_10,Digital libraries and archives,E-learning
547,10010405_10,Computer-assisted instruction,E-learning
548,10010405_10,Computer-managed instruction,E-learning
549,10010405_10,Interactive learning environments,E-learning
550,10010405_10,Collaborative learning,E-learning
551,10010405_10,Distance learning,E-learning
552,10010405_11,Document management and text processing,Document management
553,10010405_11,Document capture,Document management
554,10010405_11,Document analysis,Document management
555,10010405_11,Document preparation,Document management
556,10010405_11,Document metadata,Document management
557,10010405_11,Format and notation,Document management
558,10010405_11,Version control,Document management
559,10010405_11,Multi / mixed media creation,Document management
560,10010405_11,Hypertext / hypermedia creation,Document management
561,10010405_11,Image composition,Document preparation
562,10010405_11,Annotation,Document preparation
563,10010405_11,Document searching,Document management
564,10010405_11,Text editing,Document preparation
565,10010405_11,Markup languages,Document preparation
566,10010405_11,Document scripting languages,Document preparation
567,10010405_11,Optical character recognition,Document capture
568,10010405_11,Online handwriting recognition,Document analysis
569,10010405_11,Graphics recognition and interpretation,Document analysis
570,10010405_2,Enterprise architecture management,Enterprise architectures
571,10010405_2,Enterprise architecture frameworks,Enterprise architectures
572,10010405_2,Enterprise architecture modeling,Enterprise architecture frameworks
573,10010405_2,Business process management,Enterprise architectures
574,10010405_2,Business process modeling,Business process management
575,10010405_2,Business process monitoring,Business process management
576,10010405_2,Business process management systems,Business process management
577,10010405_2,Enterprise interoperability,Enterprise architectures
578,10010405_2,Information integration and interoperability,Enterprise interoperability
579,10010405_2,Enterprise application integration,Enterprise interoperability
580,10010405_2,Reference models,Enterprise architectures
