,group,child,parent
242,177,pigeon guillemot,guillemot
243,177,black guillemot,guillemot
244,177,common murre,murre
245,177,thick-billed murre,murre
246,180,apple tree,apple
247,180,crab apple,apple
248,180,wild apple,apple
249,180,Bechtel crab,crab apple
250,180,Siberian crab,crab apple
251,180,American crab apple,crab apple
252,180,Southern crab apple,crab apple
253,180,wild crab,crab apple
254,180,Iowa crab,crab apple
255,180,Oregon crab apple,crab apple
256,184,introduction,beginning
257,184,initiation,beginning
258,184,activation,beginning
259,184,first step,beginning
260,184,creation,beginning
261,184,collectivization,beginning
262,184,colonization,beginning
263,184,resumption,beginning
264,184,attack,beginning
265,184,product introduction,introduction
266,184,curtain raiser,introduction
267,184,icebreaker,introduction
268,184,induction,initiation
269,184,ushering in,initiation
270,184,inauguration,initiation
271,184,groundbreaking,initiation
272,184,installation,initiation
273,184,induction of labor,induction
274,184,hypnogenesis,activation
275,184,kickoff,activation
276,184,tip-off,activation
277,184,jump ball,activation
278,184,face-off,activation
279,184,scrum,activation
280,184,springboard,first step
281,184,startup,first step
282,184,first base,first step
283,184,authorship,creation
284,184,constitution,creation
285,184,unionization,collectivization
286,184,federation,collectivization
287,184,communization,collectivization
288,184,naturalization,colonization
289,184,population,colonization
290,184,peace initiative,resumption
291,184,housing start,resumption
292,193,cycad,gymnosperm
293,193,progymnosperm,gymnosperm
294,193,seed fern,gymnosperm
295,193,welwitschia,gymnosperm
296,193,zamia,cycad
297,193,encephalartos,cycad
298,193,dioon,cycad
299,193,macrozamia,cycad
300,193,ceratozamia,cycad
301,193,sago palm,cycad
302,193,false sago,cycad
303,193,coontie,zamia
304,193,burrawong,macrozamia
305,193,kaffir bread,encephalartos
306,198,terror,terrorism
307,198,terrorist attack,terrorism
308,198,domestic terrorism,terrorism
309,198,international terrorism,terrorism
310,198,state-sponsored terrorism,terrorism
311,198,narcoterrorism,terrorism
312,198,chemical terrorism,terrorism
313,198,nuclear terrorism,terrorism
314,198,bioterrorism,terrorism
315,198,cyber-terrorism,terrorism
316,198,ecoterrorism,terrorism
317,198,theoterrorism,terrorism
318,198,Red Hand Defenders,domestic terrorism
319,198,9/11,international terrorism
320,200,tobacco pouch,pouch
321,200,diplomatic pouch,pouch
322,200,mailbag,pouch
323,200,vest pocket,pocket
324,200,hip pocket,pocket
325,200,breast pocket,pocket
326,200,fob,pocket
327,200,slash pocket,pocket
328,200,patch pocket,pocket
329,200,sporran,pocket
330,200,waist pack,pocket
331,200,fanny pack,pocket
332,212,armored dinosaur,ornithischian
333,212,ceratopsian,ornithischian
334,212,ornithopod,ornithischian
335,212,bone-headed dinosaur,ornithischian
336,212,pisanosaur,ornithischian
337,212,staurikosaur,ornithischian
338,212,stegosaur,armored dinosaur
339,212,ankylosaur,armored dinosaur
340,212,Edmontonia,ankylosaur
341,212,triceratops,ceratopsian
342,212,styracosaur,ceratopsian
343,212,protoceratops,ceratopsian
344,212,psittacosaur,ceratopsian
345,212,hadrosaur,ornithopod
346,212,trachodon,ornithopod
347,212,corythosaur,ornithopod
348,212,anatotitan,ornithopod
349,212,edmontosaurus,hadrosaur
350,212,pachycephalosaur,bone-headed dinosaur
351,215,microphone,electro-acoustic transducer
352,215,loudspeaker,electro-acoustic transducer
353,215,telephone receiver,electro-acoustic transducer
354,215,earphone,electro-acoustic transducer
355,215,headset,electro-acoustic transducer
356,215,earplug,electro-acoustic transducer
357,215,cartridge,electro-acoustic transducer
358,215,condenser microphone,microphone
359,215,crystal microphone,microphone
360,215,directional microphone,microphone
361,215,cardioid microphone,microphone
362,215,spike mike,microphone
363,215,crystal pickup,microphone
364,215,bug,microphone
365,215,tweeter,loudspeaker
366,215,woofer,loudspeaker
367,215,subwoofer,loudspeaker
368,215,tannoy,loudspeaker
369,215,squawk box,loudspeaker
370,215,bullhorn,loudspeaker
371,236,point,component
372,236,attractor,component
373,236,plot element,component
374,236,metacenter,component
375,236,be-all and end-all,component
376,236,vertex,point
377,236,intersection,point
378,236,intercept,point
379,236,strange attractor,attractor
380,236,McGuffin,plot element
381,24,marmoset,New World monkey
382,24,tamarin,New World monkey
383,24,capuchin,New World monkey
384,24,douroucouli,New World monkey
385,24,howler monkey,New World monkey
386,24,saki,New World monkey
387,24,squirrel monkey,New World monkey
388,24,spider monkey,New World monkey
389,24,woolly monkey,New World monkey
390,24,titi,New World monkey
391,24,uakari,New World monkey
392,24,true marmoset,marmoset
393,24,pygmy marmoset,marmoset
394,24,silky tamarin,tamarin
395,24,pinche,tamarin
396,242,subterfuge,misrepresentation
397,242,facade,misrepresentation
398,242,bluff,misrepresentation
399,242,doublespeak,misrepresentation
400,242,fraudulence,misrepresentation
401,242,evasion,subterfuge
402,242,pretext,subterfuge
403,242,quibble,subterfuge
404,242,putoff,subterfuge
405,242,hedge,subterfuge
406,242,hypocrisy,facade
407,242,pretense,facade
408,242,crocodile tears,facade
409,242,humbug,bluff
410,242,trickery,bluff
411,242,circumlocution,doublespeak
412,242,exaggeration,doublespeak
413,242,snow job,fraudulence
414,242,half-truth,fraudulence
415,242,bill of goods,fraudulence
416,247,pipefitting,fitting
417,247,electric socket,fitting
418,247,socket,fitting
419,247,point,fitting
420,247,slot,fitting
421,247,gas fitting,pipefitting
422,247,reducer,pipefitting
423,247,outlet box,electric socket
424,247,receptacle,electric socket
425,247,wall socket,electric socket
426,251,emotional state,state
427,251,happiness,emotional state
428,251,sadness,emotional state
429,251,embarrassment,emotional state
430,251,mourning,emotional state
431,251,ecstasy,emotional state
432,251,embitterment,emotional state
433,251,gratification,emotional state
434,251,poignance,emotional state
435,251,unhappiness,emotional state
436,251,comfort,emotional state
437,251,nirvana,happiness
438,251,blessedness,happiness
439,251,radiance,happiness
440,251,quality of life,happiness
441,251,quality of life,comfort
442,262,cultivation,culture
443,262,farming,cultivation
444,262,gardening,cultivation
445,262,planting,cultivation
446,262,animal husbandry,farming
447,262,tillage,farming
448,262,mixed farming,farming
449,262,subsistence farming,farming
450,262,monoculture,farming
451,262,flower gardening,gardening
452,262,landscaping,gardening
453,262,market gardening,gardening
454,262,truck farming,gardening
455,262,arboriculture,gardening
456,262,strip cropping,planting
457,262,drip culture,planting
458,262,hydroponics,planting
459,262,cranberry culture,planting
460,262,ranching,animal husbandry
461,262,dairying,animal husbandry
462,262,insemination,animal husbandry
463,262,beekeeping,animal husbandry
464,262,plowing,tillage
465,262,tilling,tillage
466,262,aquaculture,cultivation
467,262,viticulture,cultivation
468,262,roundup,farming
469,265,Bantu,Niger-Congo
470,265,West African,Niger-Congo
471,265,Kwa,Niger-Congo
472,265,Kongo,Niger-Congo
473,265,Sango,Niger-Congo
474,265,Zulu,Nguni
475,265,Xhosa,Nguni
476,265,Swazi,Nguni
477,265,Ndebele,Nguni
478,265,Nguni,Bantu
479,265,Sesotho,Sotho-Tswana
480,265,Sotho,Sotho-Tswana
481,265,Tswana,Sotho-Tswana
482,265,Sotho-Tswana,Bantu
483,265,Kinyarwanda,Bantu
484,265,Kichaga,Bantu
485,265,Luyia,Bantu
486,265,Gikuyu,Bantu
487,265,Kamba,Bantu
488,265,Luba,Bantu
489,265,Nyamwezi,Bantu
490,265,Shona,Bantu
491,265,Chishona,Bantu
492,265,Herero,Bantu
493,265,Umbundu,Bantu
494,265,Mwera,Bantu
495,265,ChiMwini,Bantu
496,265,LuGanda,Bantu
497,265,Pokomo,Bantu
498,265,Giriama,Bantu
499,265,Mashi,Bantu
500,265,Tonga,Bantu
501,265,Fang,Bantu
502,265,Swahili,Bantu
503,265,Kiswahili,Swahili
504,265,Fula,West African
505,265,Mande,West African
506,265,Wolof,West African
507,265,Serer,West African
508,265,Yoruba,West African
509,265,Akan,West African
510,265,Ewe,West African
511,265,Gur,West African
512,265,Ewe,Kwa
513,265,Akan,Kwa
514,268,text file,computer file
515,268,binary file,computer file
516,268,disk file,computer file
517,268,web page,computer file
518,268,input file,computer file
519,268,output file,computer file
520,268,source code,computer file
521,268,read-only file,computer file
522,268,master file,computer file
523,268,transaction file,computer file
524,268,ASCII text file,text file
525,268,backup file,disk file
526,268,home page,web page
527,28,Omega Centauri,agglomeration
528,28,Pleiades,agglomeration
529,28,Northern Cross,agglomeration
530,28,ball,agglomeration
531,28,bunch,agglomeration
532,28,knot,agglomeration
533,28,swad,agglomeration
534,28,tuft,agglomeration
535,28,clew,knot
536,28,wisp,agglomeration
537,28,witches' broom,agglomeration
538,28,gob,agglomeration
539,28,thrombus,agglomeration
540,28,embolus,agglomeration
541,28,clot,agglomeration
542,28,coma,agglomeration
543,292,firecracker,firework
544,292,low explosive,firework
545,292,Roman candle,firework
546,292,sparkler,firework
547,292,catherine wheel,firework
548,292,skyrocket,firework
549,292,serpent,firework
550,292,cannon cracker,firecracker
551,292,cherry bomb,firecracker
552,292,squib,firecracker
553,292,torpedo,firecracker
554,292,fizgig,low explosive
555,292,maroon,low explosive
556,292,whizbang,low explosive
557,312,instrument,means
558,312,expedient,means
559,312,road,means
560,312,implementation,means
561,312,escape,means
562,312,dint,means
563,312,invocation,means
564,312,instrumentation,instrument
565,312,motorization,instrument
566,312,voice,instrument
567,312,makeshift,expedient
568,312,desperate measure,expedient
569,312,pis aller,expedient
570,312,royal road,road
571,312,fast track,road
572,312,open sesame,road
573,312,stepping stone,road
574,312,practice,implementation
575,312,improvisation,implementation
576,312,salvation,escape
577,312,crutch,escape
578,312,wings,escape
579,312,tooth,dint
580,320,flower garden,garden
581,320,formal garden,garden
582,320,kitchen garden,garden
583,320,orchard,garden
584,320,grove,garden
585,320,pot farm,garden
586,320,roof garden,garden
587,320,landscaping,garden
588,320,plot,garden
589,320,Hanging Gardens of Babylon,garden
590,320,Tuileries,garden
591,320,rose garden,flower garden
592,320,tulip bed,flower garden
593,320,rose bed,flower garden
594,320,flowerbed,flower garden
595,320,rock garden,flower garden
596,320,sunken garden,flower garden
597,320,parterre,formal garden
598,320,topiary,formal garden
599,320,herb garden,kitchen garden
600,320,victory garden,kitchen garden
601,320,market garden,kitchen garden
602,320,hop garden,kitchen garden
603,320,tea garden,kitchen garden
604,320,apple orchard,orchard
605,320,peach orchard,orchard
606,320,lemon grove,grove
607,320,orange grove,grove
608,320,bed,plot
609,320,turnip bed,bed
610,320,asparagus bed,bed
611,320,seedbed,bed
612,320,hotbed,bed
613,327,sister,kinswoman
614,327,aunt,kinswoman
615,327,niece,kinswoman
616,327,half sister,sister
617,327,big sister,sister
618,327,little sister,sister
619,327,female sibling,sister
620,327,maiden aunt,aunt
621,327,great-aunt,aunt
622,327,great-niece,niece
623,33,contour feather,feather
624,33,down,feather
625,33,hackle,feather
626,33,bastard wing,feather
627,33,aftershaft,feather
628,33,marabou,feather
629,33,flight feather,contour feather
630,33,tail feather,contour feather
631,33,scapular,contour feather
632,33,saddle hackle,contour feather
633,33,sickle feather,contour feather
634,33,primary,flight feather
635,33,swan's down,down
636,33,duck down,down
637,33,eiderdown,down
638,33,goose down,down
639,33,plumule,down
640,33,saddle hackle,hackle
641,335,surgical instrument,medical instrument
642,335,diagnostic instrument,medical instrument
643,335,therapeutic instrument,medical instrument
644,335,surgical knife,surgical instrument
645,335,retractor,surgical instrument
646,335,hemostat,surgical instrument
647,335,dilator,surgical instrument
648,335,snare,surgical instrument
649,335,trepan,surgical instrument
650,335,curette,surgical instrument
651,335,probe,surgical instrument
652,335,speculum,surgical instrument
653,335,syringe,surgical instrument
654,335,hypodermic syringe,syringe
655,335,autoinjector,syringe
656,335,endoscope,diagnostic instrument
657,335,stethoscope,diagnostic instrument
658,335,electroencephalograph,diagnostic instrument
659,335,electromyograph,diagnostic instrument
660,335,cardiograph,diagnostic instrument
661,335,ballistocardiograph,diagnostic instrument
662,335,thermograph,diagnostic instrument
663,335,polygraph,diagnostic instrument
664,335,arthroscope,endoscope
665,335,bronchoscope,endoscope
666,335,gastroscope,endoscope
667,335,laparoscope,endoscope
668,335,sigmoidoscope,endoscope
669,335,proctoscope,endoscope
670,335,colonoscope,endoscope
671,335,culdoscope,endoscope
672,335,fiberscope,endoscope
673,335,ophthalmoscope,endoscope
674,335,otoscope,endoscope
675,335,laryngoscope,endoscope
676,335,rhinoscope,endoscope
677,335,fetoscope,endoscope
678,335,orthoscope,endoscope
679,335,keratoscope,endoscope
680,335,diathermy machine,therapeutic instrument
681,335,photocoagulator,therapeutic instrument
682,335,artificial kidney,therapeutic instrument
683,335,douche,therapeutic instrument
684,335,dermatome,therapeutic instrument
685,335,shortwave diathermy machine,diathermy machine
686,335,microwave diathermy machine,diathermy machine
687,335,scalpel,surgical knife
688,335,lancet,surgical knife
689,335,catling,surgical knife
690,335,dialyzer,artificial kidney
691,335,lie detector,polygraph
692,350,glue,adhesive material
693,350,cement,adhesive material
694,350,putty,adhesive material
695,350,binder,adhesive material
696,350,paste,adhesive material
697,350,animal glue,glue
698,350,fish glue,glue
699,350,marine glue,glue
700,350,casein glue,glue
701,350,spirit gum,glue
702,350,birdlime,glue
703,350,rubber cement,cement
704,350,iron putty,cement
705,350,red-lead putty,putty
706,350,iron putty,putty
707,350,mastic,paste
708,350,wafer,adhesive material
709,353,green salad,salad
710,353,combination salad,salad
711,353,pasta salad,salad
712,353,molded salad,salad
713,353,fruit salad,salad
714,353,coleslaw,salad
715,353,herring salad,salad
716,353,salmagundi,salad
717,353,Caesar salad,green salad
718,353,chef's salad,green salad
719,353,tossed salad,green salad
720,353,salad nicoise,combination salad
721,353,crab Louis,combination salad
722,353,tuna fish salad,combination salad
723,353,chicken salad,combination salad
724,353,macaroni salad,pasta salad
725,353,potato salad,pasta salad
726,353,Waldorf salad,molded salad
727,353,tabbouleh,fruit salad
728,36,goal,score
729,36,own goal,goal
730,36,equalizer,goal
731,36,field goal,goal
732,36,touchdown,goal
733,36,basket,goal
734,36,point after,goal
735,36,conversion,goal
736,36,safety,goal
737,36,run,score
738,36,earned run,run
739,36,unearned run,run
740,36,run batted in,run
741,36,strike,score
742,36,spare,score
743,36,open frame,score
744,36,hat trick,score
745,36,bull's eye,score
746,36,success,score
747,36,winning,success
748,36,flying colors,success
749,36,coup,success
750,36,solution,success
751,36,break,success
752,36,blockbuster,success
753,36,sleeper,success
754,36,conquest,score
755,36,sexual conquest,conquest
756,36,seduction,conquest
757,36,cuckoldry,conquest
758,36,bell ringer,score
759,36,hit,score
760,36,overturn,score
761,361,magnetic recorder,recorder
762,361,multichannel recorder,recorder
763,361,Dictaphone,recorder
764,361,compact-disk burner,recorder
765,361,oscillograph,recorder
766,361,black box,recorder
767,361,tape recorder,magnetic recorder
768,361,wire recorder,magnetic recorder
769,361,cassette recorder,tape recorder
770,361,videocassette recorder,tape recorder
771,375,public debt,debt
772,375,loan,debt
773,375,national debt,public debt
774,375,national debt ceiling,public debt
775,375,debt limit,public debt
776,375,installment credit,loan
777,375,automobile loan,loan
778,375,real estate loan,loan
779,375,business loan,loan
780,375,home loan,loan
781,375,personal loan,loan
782,375,participation loan,loan
783,375,call loan,loan
784,375,time loan,loan
785,375,direct loan,loan
786,375,interbank loan,loan
787,375,bank loan,loan
788,375,installment debt,installment credit
789,375,principal,loan
790,375,arrears,loan
791,375,bad debt,loan
792,375,point,loan
793,375,score,loan
794,391,leukocyte,root
795,391,lymphocyte,leukocyte
796,391,granulocyte,leukocyte
797,391,monocyte,leukocyte
798,391,T cell,lymphocyte
799,391,B cell,lymphocyte
800,391,lymphoblast,lymphocyte
801,391,killer T cell,T cell
802,391,helper T cell,T cell
803,391,plasmablast,B cell
804,391,plasma cell,plasmablast
805,391,neutrophil,granulocyte
806,391,eosinophil,granulocyte
807,391,basophil,granulocyte
808,391,microphage,neutrophil
809,391,myelocyte,granulocyte
810,391,myeloblast,myelocyte
811,391,monoblast,monocyte
812,395,acetate disk,disk
813,395,brake disk,disk
814,395,diaphragm,disk
815,395,circle,disk
816,395,planchet,circle
817,395,deadeye,circle
818,395,token,disk
819,395,subway token,token
820,395,puck,disk
821,395,discus,disk
822,395,Frisbee,disk
823,398,metric space,mathematical space
824,398,Euclidean space,metric space
825,398,Hilbert space,metric space
826,398,subspace,mathematical space
827,398,null space,subspace
828,398,manifold,mathematical space
829,398,field,mathematical space
830,398,scalar field,field
831,398,set,mathematical space
832,398,subset,set
833,398,null set,subset
834,398,universal set,subset
835,398,interval,set
836,398,closed interval,interval
837,398,open interval,interval
838,398,sub-interval,interval
839,398,Mandelbrot set,set
840,398,group,mathematical space
841,398,subgroup,group
842,398,Abelian group,group
843,398,domain,mathematical space
844,398,image,mathematical space
845,398,locus,mathematical space
846,398,intersection,mathematical space
847,398,origin,mathematical space
848,398,diagonal,mathematical space
849,398,solution,mathematical space
850,407,lien,security interest
851,407,mortgage,security interest
852,407,collateral,security interest
853,407,general lien,lien
854,407,artisan's lien,lien
855,407,mechanic's lien,lien
856,407,judgment lien,lien
857,407,tax lien,lien
858,407,landlord's lien,lien
859,407,warehouseman's lien,lien
860,407,garageman's lien,lien
861,407,federal tax lien,tax lien
862,407,state tax lien,tax lien
863,407,first mortgage,mortgage
864,407,second mortgage,mortgage
865,407,pawn,collateral
866,407,pledge,collateral
867,407,chattel mortgage,collateral
868,407,conditional sale,collateral
869,407,guarantee,collateral
870,409,litigation,legal action
871,409,hearing,legal action
872,409,procedure,legal action
873,409,proceeding,legal action
874,409,civil action,litigation
875,409,criminal suit,litigation
876,409,antitrust case,litigation
877,409,vexatious litigation,litigation
878,409,test case,litigation
879,409,show trial,litigation
880,409,scopes trial,litigation
881,409,ordeal,litigation
882,409,moot,litigation
883,409,civil suit,civil action
884,409,class action,civil action
885,409,countersuit,civil action
886,409,paternity suit,civil action
887,409,custody case,civil action
888,409,foreclosure,civil action
889,409,adoption,civil action
890,409,naturalization,civil action
891,409,bankruptcy,civil action
892,409,receivership,civil action
893,409,prosecution,criminal suit
894,409,court-martial,criminal suit
895,409,custody battle,custody case
896,409,competence hearing,hearing
897,409,fair hearing,hearing
898,409,administrative hearing,hearing
899,409,objection,hearing
900,409,bureaucratic procedure,procedure
901,409,judicial review,procedure
902,409,bill of review,procedure
903,409,recusation,procedure
904,409,intervention,procedure
905,409,review,procedure
906,409,retrial,procedure
907,409,appeal,procedure
908,409,double jeopardy,procedure
909,409,mistrial,procedure
910,409,quo warranto,procedure
911,409,trial,proceeding
912,409,lawsuit,proceeding
913,409,counterclaim,proceeding
914,409,lis pendens,proceeding
915,418,graphic,picture
916,418,portrait,picture
917,418,collage,picture
918,418,chiaroscuro,picture
919,418,grisaille,picture
920,418,iconography,picture
921,418,reflection,picture
922,418,panorama,picture
923,418,sonogram,picture
924,418,scan,picture
925,418,foil,picture
926,418,inset,picture
927,418,likeness,picture
928,418,bitmap,graphic
929,418,viewgraph,graphic
930,418,slide,graphic
931,418,self-portrait,portrait
932,418,half-length,portrait
933,418,photomontage,collage
934,418,Identikit,collage
935,42,pocket flap,flap
936,42,cuff,flap
937,42,trouser cuff,cuff
938,42,earflap,flap
939,42,tent-fly,flap
940,42,lapel,flap
941,42,revers,lapel
942,42,coattail,flap
943,42,codpiece,flap
944,42,barndoor,flap
945,42,lappet,flap
946,42,jag,flap
947,42,tongue,flap
948,42,lap,flap
949,422,mackinaw,blanket
950,422,afghan,blanket
951,422,throw,blanket
952,422,electric blanket,blanket
953,422,security blanket,blanket
954,422,eiderdown,blanket
955,422,quilt,blanket
956,422,crazy quilt,quilt
957,422,patchwork,quilt
958,422,quilted bedspread,quilt
959,422,bedclothes,blanket
960,422,coverlet,bedclothes
961,422,bedspread,bedclothes
962,422,mattress cover,bedclothes
963,422,bedroll,bedclothes
964,422,manta,blanket
965,430,pass,football play
966,430,run,football play
967,430,handoff,football play
968,430,audible,football play
969,430,tackle,football play
970,430,return,football play
971,430,touchback,football play
972,430,power play,football play
973,430,forward pass,pass
974,430,lateral pass,pass
975,430,flare pass,forward pass
976,430,spot pass,forward pass
977,430,screen pass,forward pass
978,430,rush,run
979,430,end run,run
980,430,draw,run
981,430,reverse,run
982,430,double reverse,reverse
983,440,animal fancier,fancier
984,440,cat fancier,animal fancier
985,440,bird fancier,animal fancier
986,440,technophile,fancier
987,440,maniac,fancier
988,440,worshiper,fancier
989,440,hero worshiper,worshiper
990,440,admirer,fancier
991,440,suitor,admirer
992,440,prince charming,suitor
993,440,horseman,fancier
994,455,vitality,energy
995,455,madness,energy
996,455,lyricism,energy
997,455,liveliness,vitality
998,455,irrepressibility,vitality
999,455,pep,vitality
1000,455,alacrity,vitality
1001,455,vivacity,liveliness
1002,455,exuberance,liveliness
1003,455,high-spiritedness,liveliness
1004,455,mettlesomeness,liveliness
1005,455,pertness,irrepressibility
1006,455,breeziness,irrepressibility
1007,455,airiness,irrepressibility
1008,455,sparkle,pep
1009,455,esprit,pep
1010,455,elan,pep
1011,460,Indian club,club
1012,460,Knobkerrie,club
1013,460,Cudgel,club
1014,460,Bastinado,cudgel
1015,460,Lathi,club
1016,460,Shillelagh,club
1017,460,Blackjack,club
1018,460,Bludgeon,club
1019,460,Truncheon,club
1020,460,Bat,club
1021,460,Baseball bat,bat
1022,460,Paddle,bat
1023,460,Table-tennis racquet,paddle
1024,476,award,deal
1025,476,grant,deal
1026,476,allotment,deal
1027,476,rationing,deal
1028,476,new deal,deal
1029,476,reshuffle,deal
