,group,child,parent
111,10002978_3,"Pseudonymity, anonymity and untraceability",Security services
112,10002978_3,Digital rights management,Security services
113,10002978_3,Graphical / visual passwords,Authentication
114,10002978_4,Intrusion/anomaly detection and malware mitigation,Malware and its mitigation
115,10002978_4,Intrusion detection systems,Intrusion/anomaly detection and malware mitigation
116,10002978_4,Phishing,Malware and its mitigation
117,10002978_4,Spoofing attacks,Malware and its mitigation
118,10002978_4,Social engineering attacks,Malware and its mitigation
119,10002978_4,Artificial immune systems,Intrusion/anomaly detection and malware mitigation
120,10002978_5,Hardware security implementation,Security in hardware
121,10002978_5,Tamper-proof and tamper-resistant designs,Hardware security implementation
122,10002978_5,Hardware attacks and countermeasures,Security in hardware
123,10002978_5,Side-channel analysis and countermeasures,Hardware attacks and countermeasures
124,10002978_5,Embedded systems security,Security in hardware
125,10002978_5,Malicious design modifications,Hardware attacks and countermeasures
126,10002978_5,Hardware reverse engineering,Hardware attacks
127,10002978_6,Operating systems security,Systems security
128,10002978_6,Browser security,Systems security
129,10002978_6,File system security,Systems security
130,10002978_6,Virtualization and security,Systems security
131,10002978_6,Distributed systems security,Systems security
132,10002978_6,Mobile platform security,Systems security
133,10002978_6,Information flow control,Systems security
134,10002978_6,Firewalls,Systems security
135,10002978_6,Vulnerability management,Systems security
136,10002978_6,Vulnerability scanners,Vulnerability management
137,10002978_6,Penetration testing,Systems security
138,10002978_6,Denial-of-service attacks,Systems security
139,10002978_6,Trusted computing,Systems security
140,10002978_8,Data anonymization and sanitization,Database and storage security
141,10002978_8,Database activity monitoring,Database and storage security
142,10002978_8,Information accountability and usage control,Database and storage security
143,10002978_8,Management and querying of encrypted data,Database and storage security
144,10002978_9,Web application security,Software and application security
145,10002978_9,Social network security and privacy,Software and application security
146,10002978_9,Software security engineering,Software and application security
147,10002978_9,Domain-specific security and privacy architectures,Software and application security
148,10002978_9,Software reverse engineering,Software and application security
149,10003033_1,Network design principles,Network architectures
150,10003033_1,Naming and addressing,Network architectures
151,10003033_1,Layering,Network architectures
152,10003033_1,Programming interfaces,Network architectures
153,10003033_2,Application layer protocols,Network protocols
154,10003033_2,Session protocols,Application layer protocols
155,10003033_2,Presentation protocols,Application layer protocols
156,10003033_2,Signaling protocols,Application layer protocols
157,10003033_2,Transport protocols,Network protocols
158,10003033_2,Network layer protocols,Network protocols
159,10003033_2,Routing protocols,Network layer protocols
160,10003033_2,Link-layer protocols,Network protocols
161,10003033_2,Cross-layer protocols,Network protocol design
162,10003033_2,Time synchronization protocols,Network protocols
163,10003033_2,OAM protocols,Network protocols
164,10003033_2,Protocol testing and verification,Protocol correctness
165,10003033_2,Protocol correctness,Network protocol design
166,10003033_2,Network policy,Network protocols
167,10003033_2,Formal specifications,Network protocol design
168,10003033_3,Network domains,Network components
169,10003033_3,Physical links,Network components
170,10003033_3,Logical nodes,Network components
171,10003033_3,End nodes,Network components
172,10003033_3,Intermediate nodes,Network components
173,10003033_3,Routers,Intermediate nodes
174,10003033_3,Bridges and switches,Intermediate nodes
175,10003033_3,Middle boxes / network appliances,Intermediate nodes
176,10003033_3,Network servers,End nodes
177,10003033_3,Network adapters,End nodes
178,10003033_3,"Wireless access points, base stations, and infrastructure",Network components
179,10003033_3,Cognitive radios,"Wireless access points, base stations, and infrastructure"
180,10003033_3,Repeaters,Physical links
181,10003033_4,Network control algorithms,Network algorithms
182,10003033_4,Data path algorithms,Network algorithms
183,10003033_4,Packet scheduling,Network control algorithms
184,10003033_4,Packet classification,Network control algorithms
185,10003033_4,Deep packet inspection,Network control algorithms
186,10003033_4,Traffic engineering algorithms,Network algorithms
187,10003033_4,Network resources allocation,Network algorithms
188,10003033_4,Network design and planning algorithms,Network algorithms
189,10003033_4,Network economics,Network algorithms
190,10003033_5,Network measurement,Network performance evaluation
191,10003033_5,Network performance modeling,Network performance evaluation
192,10003033_5,Network performance analysis,Network performance evaluation
193,10003033_5,Network simulations,Network performance modeling
194,10003033_5,Network experimentation,Network performance evaluation
195,10003033_7,Network services,Network management
196,10003033_7,Location based services,Network services
197,10003033_7,Programmable networks,Network management
198,10003033_7,Network monitoring,Network management
199,10003033_7,In-network processing,Network services
200,10003033_7,Naming and addressing,Network management
201,10003033_8,Wired access networks,Network types
202,10003033_8,Wireless access networks,Network types
203,10003033_8,Mobile networks,Network types
204,10003033_8,Wireless local area networks,Wireless access networks
205,10003033_8,Wireless personal area networks,Wireless access networks
206,10003033_8,Ad hoc networks,Wireless access networks
207,10003033_8,Data center networks,Network types
208,10003033_8,Storage area networks,Network types
209,10003033_8,Public Internet,Network types
210,10003033_8,World Wide Web (network structure),Network types
211,10003033_8,Packet-switching networks,Network types
212,10003033_8,Overlay and other logical network structures,Network types
213,10003033_8,Cyber-physical networks,Network types
214,10003033_8,Social media networks,Network types
215,10003033_8,Online social networks,Social media networks
216,10003033_8,Peer-to-peer networks,Network types
217,10003033_8,Sensor networks,Network types
218,10003033_8,Mobile ad hoc networks,Network types
219,10003120_1,Interaction Techniques,Human computer interaction (HCI)
220,10003120_1,Command line interfaces,Interaction Techniques
221,10003120_1,Graphical user interfaces,Interaction Techniques
222,10003120_1,Natural language interfaces,Interaction Techniques
223,10003120_1,Touch screens,Interaction Techniques
224,10003120_1,Pointing devices,Interaction Techniques
225,10003120_1,Input/Output Devices,Human computer interaction (HCI)
226,10003120_1,Keyboards,Input/Output Devices
227,10003120_1,Haptic devices,Input/Output Devices
228,10003120_1,Sound-based input / output,Input/Output Devices
229,10003120_1,Displays and imagers,Input/Output Devices
230,10003120_1,Graphics input devices,Input/Output Devices
231,10003120_1,User Interface Design and Evaluation,Human computer interaction (HCI)
232,10003120_1,Usability testing,User Interface Design and Evaluation
233,10003120_1,Heuristic evaluations,User Interface Design and Evaluation
234,10003120_1,Walkthrough evaluations,User Interface Design and Evaluation
235,10003120_1,User studies,User Interface Design and Evaluation
236,10003120_1,HCI design and evaluation methods,User Interface Design and Evaluation
237,10003120_1,Interaction Paradigms,Human computer interaction (HCI)
238,10003120_1,Mixed / augmented reality,Interaction Paradigms
239,10003120_1,Virtual reality,Interaction Paradigms
240,10003120_1,Collaborative interaction,Interaction Paradigms
241,10003120_1,User Models and Studies,Human computer interaction (HCI)
242,10003120_1,User models,User Models and Studies
243,10003120_1,Empirical studies in HCI,User Models and Studies
244,10003120_1,Field studies,User Models and Studies
245,10003120_1,Laboratory experiments,User Models and Studies
246,10003120_1,Interaction Systems and Tools,Human computer interaction (HCI)
247,10003120_1,User interface toolkits,Interaction Systems and Tools
248,10003120_1,User interface management systems,Interaction Systems and Tools
249,10003120_1,Interactive systems and tools,Interaction Systems and Tools
250,10003120_2,Interaction design process and methods,Interaction design
251,10003120_2,User interface design,Interaction design
252,10003120_2,User centered design,Interaction design
253,10003120_2,Participatory design,Interaction design
254,10003120_2,Scenario-based design,Interaction design
255,10003120_2,Activity centered design,Interaction design
256,10003120_2,Contextual design,Interaction design
257,10003120_2,Wireframes,Interaction design
258,10003120_2,Empirical studies in interaction design,Interaction design
259,10003120_2,"Interaction design theory, concepts and paradigms",Interaction design
260,10003120_2,Systems and tools for interaction design,Interaction design
261,10003120_2,Interface design prototyping,Interaction design
262,10003120_3,Collaborative filtering,Collaborative and social computing
263,10003120_3,Social tagging,Collaborative and social computing
264,10003120_3,Collaborative content creation,Collaborative and social computing
265,10003120_3,Social content sharing,Collaborative and social computing
266,10003120_3,Social recommendation,Collaborative and social computing
267,10003120_3,Computer supported cooperative work,Collaborative and social computing
268,10003120_3,Collaborative and social computing systems and tools,Collaborative and social computing
269,10003120_3,Social media,Collaborative and social computing
270,10003120_3,Social networks,Collaborative and social computing
271,10003120_3,Social network analysis,Social networks
272,10003120_3,Collaborative and social computing design and evaluation methods,Collaborative and social computing
273,10003120_3,Empirical studies in collaborative and social computing,Collaborative and social computing
274,10003120_3,Ethnographic studies,Collaborative and social computing
275,10003120_3,"Collaborative and social computing theory, concepts and paradigms",Collaborative and social computing
276,10003120_3,Collaborative and social computing devices,Collaborative and social computing
277,10003120_3,Social navigation,Collaborative and social computing
278,10003120_4,Ubiquitous computing,Ubiquitous and mobile computing
279,10003120_4,Mobile computing,Ubiquitous and mobile computing
280,10003120_4,"Ubiquitous and mobile computing theory, concepts and paradigms",Ubiquitous and mobile computing
281,10003120_4,Empirical studies in ubiquitous and mobile computing,Ubiquitous and mobile computing
282,10003120_4,Ubiquitous and mobile computing design and evaluation methods,Ubiquitous and mobile computing
283,10003120_4,Ubiquitous and mobile computing systems and tools,Ubiquitous and mobile computing
284,10003120_4,Ubiquitous and mobile devices,Ubiquitous and mobile computing
285,10003120_4,Mobile phones,Ubiquitous and mobile devices
286,10003120_4,Smartphones,Ubiquitous and mobile devices
287,10003120_4,Tablet computers,Ubiquitous and mobile devices
288,10003120_4,E-book readers,Ubiquitous and mobile devices
289,10003120_4,Personal digital assistants,Ubiquitous and mobile devices
290,10003120_4,Handheld game consoles,Ubiquitous and mobile devices
291,10003120_4,Portable media players,Ubiquitous and mobile devices
292,10003120_4,Interactive whiteboards,Ubiquitous and mobile devices
293,10003120_4,Ambient intelligence,Ubiquitous computing
294,10003120_5,Information visualization,Visualization
295,10003120_5,Scientific visualization,Visualization
296,10003120_5,"Visualization theory, concepts and paradigms",Visualization
297,10003120_5,Visualization design and evaluation methods,Visualization
298,10003120_5,Visualization application domains,Visualization
299,10003120_5,Visualization systems and tools,Visualization
300,10003120_5,Visualization techniques,Information visualization
301,10003120_5,Visualization toolkits,Visualization systems and tools
302,10003120_5,Visual analytics,Information visualization
303,10003120_5,Empirical studies in visualization,"Visualization theory, concepts and paradigms"
304,10003120_5,Geographic visualization,Information visualization
305,10003120_5,Heat maps,Visualization techniques
306,10003120_5,Treemaps,Visualization techniques
307,10003120_5,Hyperbolic trees,Visualization techniques
308,10003120_5,Dendrograms,Visualization techniques
309,10003120_5,Cladograms,Visualization techniques
310,10003120_5,Graph drawings,Visualization techniques
311,10003120_6,"Accessibility theory, concepts and paradigms",Accessibility
312,10003120_6,Accessibility design and evaluation methods,Accessibility
313,10003120_6,Accessibility technologies,Accessibility
314,10003120_6,Empirical studies in accessibility,Accessibility
315,10003120_6,Accessibility systems and tools,Accessibility
316,10003456_3,Age-related characteristics,User characteristics
317,10003456_3,Seniors,Age-related characteristics
318,10003456_3,Adolescents,Age-related characteristics
319,10003456_3,Children,Age-related characteristics
320,10003456_3,Age,Age-related characteristics
321,10003456_3,Gender-related characteristics,User characteristics
322,10003456_3,Women,Gender-related characteristics
323,10003456_3,Men,Gender-related characteristics
324,10003456_3,Cultural characteristics,User characteristics
325,10003456_3,Race and ethnicity,Cultural characteristics
326,10003456_3,Religious orientation,Cultural characteristics
327,10003456_3,Sexual orientation,User characteristics
328,10003456_3,People with disabilities,User characteristics
329,10003752_1,Turing machines,Models of computation
330,10003752_1,Lambda calculus,Models of computation
331,10003752_1,Recursive functions,Models of computation
332,10003752_1,Concurrency,Models of computation
333,10003752_1,Parallel computing models,Concurrency
334,10003752_1,Distributed computing models,Concurrency
335,10003752_1,Process calculi,Concurrency
336,10003752_1,Quantum computation theory,Models of computation
337,10003752_1,Quantum complexity theory,Quantum computation theory
338,10003752_1,Quantum information theory,Quantum computation theory
339,10003752_1,Quantum query complexity,Quantum computation theory
340,10003752_1,Probabilistic computation,Models of computation
341,10003752_1,Streaming models,Models of computation
342,10003752_1,Timed and hybrid models,Models of computation
343,10003752_1,Interactive computation,Models of computation
344,10003752_2,Automata extensions,Formal languages and automata theory
345,10003752_2,Quantitative automata,Formal languages and automata theory
346,10003752_2,Automata over infinite objects,Formal languages and automata theory
347,10003752_2,Regular languages,Formal languages and automata theory
348,10003752_2,Tree languages,Formal languages and automata theory
349,10003752_2,Transducers,Formal languages and automata theory
350,10003752_2,Grammars and context-free languages,Formal languages and automata theory
351,10003752_2,Rewrite systems,Formal languages and automata theory
352,10003752_2,Algebraic language theory,Formal languages and automata theory
353,10003752_2,Formalisms,Formal languages and automata theory
354,10003752_3,Complexity classes,Complexity theory and logic
355,10003752_3,"Problems, reductions, and completeness",Complexity classes
356,10003752_3,Algebraic complexity theory,Complexity theory and logic
357,10003752_3,Quantum complexity theory,Complexity theory and logic
358,10003752_3,Proof complexity,Complexity theory and logic
359,10003752_3,Interactive proof systems,Complexity theory and logic
360,10003752_3,Circuit complexity,Complexity classes
361,10003752_3,Communication complexity,Complexity classes
362,10003752_3,Computational complexity and cryptography,Complexity theory and logic
363,10003752_3,Cryptographic protocols,Computational complexity and cryptography
364,10003752_3,Cryptographic primitives,Computational complexity and cryptography
365,10003752_3,Oracles and decision trees,Complexity theory and logic
366,10003752_4,Logic and verification,Logic
367,10003752_4,Proof theory,Logic
368,10003752_4,Programming logic,Logic
369,10003752_4,Automated reasoning,Logic
370,10003752_4,Linear logic,Logic
371,10003752_4,Higher order logic,Logic
372,10003752_4,Modal and temporal logics,Logic
373,10003752_4,Equational logic and rewriting,Logic
374,10003752_4,Type theory,Logic
375,10003752_4,Constructive mathematics,Logic
376,10003752_4,Finite Model Theory,Logic
377,10003752_4,Description logics,Logic
378,10003752_4,Constraint and logic programming,Programming logic
379,10003752_4,Hoare logic,Logic and verification
380,10003752_4,Separation logic,Logic and verification
381,10003752_4,Verification by model checking,Logic and verification
382,10003752_6,Generating random combinatorial structures,Randomness
383,10003752_6,Pseudorandomness and derandomization,Randomness
384,10003752_6,Expander graphs and randomness extractors,Randomness
385,10003752_6,Random search heuristics,Randomness
386,10003752_6,Computational geometry,Randomness
387,10003752_6,"Randomness, geometry, and discrete structures",Randomness
388,10003752_6,Random projections and metric embeddings,Randomness
389,10003752_6,Random walks and Markov chains,Randomness
390,10003752_6,Random network models,Randomness
391,10003752_6,Error-correcting codes,Randomness
392,10003752_8,Program semantics,Semantics and reasoning
393,10003752_8,Operational semantics,Program semantics
394,10003752_8,Axiomatic semantics,Program semantics
395,10003752_8,Denotational semantics,Program semantics
396,10003752_8,Algebraic semantics,Program semantics
397,10003752_8,Categorical semantics,Program semantics
398,10003752_8,Program constructs,Program semantics
399,10003752_8,Functional constructs,Program constructs
400,10003752_8,Object oriented constructs,Program constructs
401,10003752_8,Control primitives,Program constructs
402,10003752_8,Type structures,Program constructs
403,10003752_8,Program verification,Semantics and reasoning
404,10003752_8,Program analysis,Program verification
405,10003752_8,Program reasoning,Program verification
406,10003752_8,Program specifications,Program verification
407,10003752_8,Assertions,Program verification
408,10003752_8,Invariants,Program verification
409,10003752_8,Pre- and post-conditions,Program verification
410,10003752_8,Abstraction,Program verification
411,10003752_8,Parsing,Program constructs
412,10010147_1,Algebraic Algorithms,Algebraic and Mathematical Algorithms
413,10010147_1,Optimization Algorithms,Algebraic and Mathematical Algorithms
414,10010147_1,Combinatorial Algorithms,Algebraic and Mathematical Algorithms
415,10010147_1,Discrete Calculus Algorithms,Algebraic and Mathematical Algorithms
416,10010147_1,Equation and Inequality Solving Algorithms,Algebraic and Mathematical Algorithms
417,10010147_1,Nonalgebraic Algorithms,Algebraic and Mathematical Algorithms
418,10010147_1,Theorem Proving Algorithms,Algebraic and Mathematical Algorithms
419,10010147_1,Boolean algebra algorithms,Algebraic Algorithms
420,10010147_1,Linear algebra algorithms,Algebraic Algorithms
421,10010147_1,Number theory algorithms,Algebraic Algorithms
422,10010147_1,Exact arithmetic algorithms,Algebraic Algorithms
423,10010147_1,Representation of Boolean functions,Algebraic Algorithms
424,10010147_1,Representation of polynomials,Algebraic Algorithms
425,10010147_1,Representation of mathematical objects,Algebraic Algorithms
426,10010147_1,Representation of mathematical functions,Algebraic Algorithms
427,10010147_1,Symbolic and algebraic algorithms,Algebraic Algorithms
428,10010147_1,Symbolic calculus algorithms,Algebraic Algorithms
429,10010147_1,Special-purpose algebraic systems,Algebraic Algorithms
430,10010147_1,Hybrid symbolic-numeric methods,Algebraic Algorithms
431,10010147_1,Symbolic and algebraic manipulation,Algebraic Algorithms
432,10010147_2,Parallel algorithms,Parallel computing methodologies
433,10010147_2,Parallel programming languages,Parallel computing methodologies
434,10010147_5,Simulation Theory,Modeling and Simulation
435,10010147_5,Simulation Support Systems,Modeling and Simulation
436,10010147_5,Model Development and Analysis,Modeling and Simulation
437,10010147_5,Model Verification and Validation,Modeling and Simulation
438,10010147_5,Modeling Methodologies,Modeling and Simulation
439,10010147_5,Systems Theory,Modeling and Simulation
440,10010147_5,Discrete-event Simulation,Simulation Theory
441,10010147_5,Continuous Simulation,Simulation Theory
442,10010147_5,Rare-event Simulation,Simulation Theory
443,10010147_5,Continuous Models,Simulation Theory
444,10010147_5,Agent / Discrete Models,Simulation Theory
445,10010147_5,Quantum Mechanic Simulation,Simulation Theory
446,10010147_5,Molecular Simulation,Simulation Theory
447,10010147_5,Multiscale Systems,Simulation Theory
448,10010147_5,Simulation Tools,Simulation Support Systems
449,10010147_5,Simulation Environments,Simulation Support Systems
450,10010147_5,Data Assimilation,Simulation Support Systems
451,10010147_5,Scientific Visualization,Simulation Support Systems
452,10010147_5,Real-time Simulation,Simulation Support Systems
453,10010147_5,Interactive Simulation,Simulation Support Systems
454,10010147_5,Distributed Simulation,Simulation Support Systems
455,10010147_5,Uncertainty Quantification,Modeling Methodologies
456,10010147_5,Visual Analytics,Modeling Methodologies
457,10010147_5,Massively Parallel and High-Performance Simulations,Modeling Methodologies
458,10010147_5,Simulation Evaluation,Modeling Methodologies
459,10010147_5,Simulation Types and Techniques,Modeling Methodologies
460,10010147_5,Artificial Life,Modeling Methodologies
461,10010147_5,Network Science,Modeling Methodologies
462,10010147_6,Rendering,Computer graphics
463,10010147_6,Ray tracing,Rendering
464,10010147_6,Rasterization,Rendering
465,10010147_6,Image-based rendering,Rendering
466,10010147_6,Non-photorealistic rendering,Rendering
467,10010147_6,Modeling,Computer graphics
468,10010147_6,Shape modeling,Modeling
469,10010147_6,Parametric curve and surface models,Modeling
470,10010147_6,Volumetric models,Modeling
471,10010147_6,Mesh models,Modeling
472,10010147_6,Mesh geometry models,Modeling
473,10010147_6,Point-based models,Modeling
474,10010147_6,Animation,Computer graphics
475,10010147_6,Motion capture,Animation
476,10010147_6,Procedural animation,Animation
477,10010147_6,Image processing,Computer graphics
478,10010147_6,Image manipulation,Image processing
479,10010147_6,Image compression,Image processing
480,10010147_6,Computational photography,Image processing
481,10010147_6,Physical simulation,Computer graphics
482,10010147_6,Collision detection,Computer graphics
483,10010147_6,Texturing,Computer graphics
484,10010147_6,Reflectance modeling,Computer graphics
485,10010147_6,Visibility,Computer graphics
486,10010147_6,Graphics systems and interfaces,Computer graphics
487,10010147_6,Graphics processors,Computer graphics
488,10010147_6,Graphics input devices,Computer graphics
489,10010147_6,Perception,Computer graphics
490,10010147_8,Concurrent programming languages,Concurrent computing methodologies
491,10010147_8,Concurrent algorithms,Concurrent computing methodologies
492,10010405_10,Distance learning,Education
493,10010405_10,E-learning,Distance learning
494,10010405_10,Computer-assisted instruction,E-learning
495,10010405_10,Learning management systems,E-learning
496,10010405_10,Interactive learning environments,E-learning
497,10010405_10,Collaborative learning,Interactive learning environments
498,10010405_10,Digital libraries and archives,E-learning
499,10010405_11,Document scanning,Document management and text processing
500,10010405_11,Document capture,Document management and text processing
501,10010405_11,Optical character recognition,Document management and text processing
502,10010405_11,Document searching,Document management and text processing
503,10010405_11,Document analysis,Document management and text processing
504,10010405_11,Document metadata,Document management and text processing
505,10010405_11,Text editing,Document management and text processing
506,10010405_11,Annotation,Document management and text processing
507,10010405_11,Hypertext / hypermedia creation,Document management and text processing
508,10010405_11,Multi / mixed media creation,Document management and text processing
509,10010405_11,Format and notation,Document management and text processing
510,10010405_11,Markup languages,Document management and text processing
511,10010405_11,Version control,Document management and text processing
512,10010405_11,Graphics recognition and interpretation,Document management and text processing
513,10010405_11,Online handwriting recognition,Document management and text processing
514,10010405_2,Business process management,Enterprise architecture
515,10010405_2,Business process modeling,Business process management
516,10010405_2,Enterprise computing infrastructures,Enterprise architecture
517,10010405_2,Enterprise information systems,Enterprise architecture
518,10010405_2,IT governance,Enterprise architecture
519,10010405_2,Business-IT alignment,Enterprise architecture
520,10010405_2,Enterprise data management,Enterprise architecture
521,10010405_2,Information integration and interoperability,Enterprise architecture
522,10010405_2,Enterprise interoperability,Enterprise architecture
523,10010405_2,Business intelligence,Enterprise architecture
524,10010405_2,Service-oriented architectures,Enterprise architecture
525,10010405_2,Event-driven architectures,Enterprise architecture
526,10010405_2,Enterprise application integration,Enterprise architecture
527,10010405_2,Cross-organizational business processes,Enterprise architecture
528,10010405_2,Enterprise modeling,Enterprise architecture
529,10010405_2,"Enterprise ontologies, taxonomies and vocabularies",Enterprise architecture
530,10010405_2,Reference models,Enterprise architecture
531,10010405_2,Enterprise architecture frameworks,Enterprise architecture
532,10010405_2,Enterprise architecture management,Enterprise architecture
533,10010405_3,Astronomy,Physical sciences and engineering
534,10010405_3,Physics,Physical sciences and engineering
535,10010405_3,Mathematics and statistics,Physical sciences and engineering
536,10010405_3,Chemistry,Physical sciences and engineering
537,10010405_3,Engineering,Physical sciences and engineering
538,10010405_3,Aerospace,Engineering
539,10010405_3,Electronics,Engineering
540,10010405_3,Computer-aided design,Engineering
541,10010405_3,Earth and atmospheric sciences,Physical sciences and engineering
542,10010405_3,Environmental sciences,Physical sciences and engineering
543,10010405_3,Telecommunications,Engineering
544,10010405_3,Internet telephony,Telecommunications
545,10010405_3,Avionics,Aerospace
546,10010405_3,Archaeology,Environmental sciences
547,10010405_4,Genomics,Life and medical sciences
548,10010405_4,Proteomics,Life and medical sciences
549,10010405_4,Transcriptomics,Life and medical sciences
550,10010405_4,Bioinformatics,Life and medical sciences
551,10010405_4,Health informatics,Life and medical sciences
552,10010405_4,Computational biology,Life and medical sciences
553,10010405_4,Computational genomics,Computational biology
554,10010405_4,Computational transcriptomics,Computational biology
555,10010405_4,Computational proteomics,Computational biology
556,10010405_4,Molecular structural biology,Life and medical sciences
557,10010405_4,Imaging,Life and medical sciences
558,10010405_4,Biological networks,Life and medical sciences
559,10010405_4,Metabolomics / metabonomics,Life and medical sciences
560,10010405_4,Systems biology,Life and medical sciences
561,10010405_4,Population genetics,Life and medical sciences
562,10010405_4,Recognition of genes and regulatory elements,Genomics
563,10010405_4,Sequencing and genotyping technologies,Genomics
564,10010405_5,Anthropology,social and behavioral sciences
565,10010405_5,Sociology,social and behavioral sciences
566,10010405_5,Economics,social and behavioral sciences
567,10010405_5,Psychology,social and behavioral sciences
568,10010405_5,Ethnography,social and behavioral sciences
569,10010405_5,Law,social and behavioral sciences
