,group,child,parent
79,13,Young's modulus,modulus
80,13,coefficient of self induction,coefficient
81,13,coefficient of mutual induction,coefficient
82,13,transmittance,coefficient
83,13,coefficient of reflection,coefficient
84,13,weight,root
85,137,anemia,root
86,137,sickle-cell anemia,anemia
87,137,macrocytic anemia,anemia
88,137,sideroblastic anemia,anemia
89,137,megaloblastic anemia,anemia
90,137,refractory anemia,anemia
91,137,aplastic anemia,anemia
92,137,iron deficiency anemia,anemia
93,137,hemolytic anemia,anemia
94,137,hypochromic anemia,anemia
95,137,hyperchromic anemia,anemia
96,137,microcytic anemia,anemia
97,137,pernicious anemia,anemia
98,137,thalassemia,anemia
99,137,chlorosis,anemia
100,137,erythroblastosis fetalis,anemia
101,137,favism,anemia
102,137,Cooley's anemia,thalassemia
103,137,hypoplastic anemia,anemia
104,137,ischemia,root
105,137,ischemic stroke,ischemia
106,137,transient ischemic attack,ischemia
107,138,marriage,marital status
108,138,monogamy,marriage
109,138,polygamy,marriage
110,138,civil union,marriage
111,138,serial monogamy,monogamy
112,138,monandry,monogamy
113,138,monogyny,monogamy
114,138,polyandry,polygamy
115,138,polygyny,polygamy
116,138,open marriage,polygamy
117,138,spinsterhood,marital status
118,138,bachelorhood,marital status
119,138,widowhood,marital status
120,138,cuckoldom,marital status
121,138,exogamy,marriage
122,138,endogamy,marriage
123,138,common-law marriage,marriage
124,138,marriage of convenience,marriage
125,138,misalliance,marriage
126,138,mesalliance,marriage
127,138,bigamy,polygamy
128,15,air travel,flight
129,15,overflight,air travel
130,15,flyover,air travel
131,15,sortie,flight
132,15,solo,flight
133,15,maiden flight,flight
134,15,terrain flight,flight
135,15,glide,terrain flight
136,15,hang gliding,terrain flight
137,15,ballooning,terrain flight
138,15,blind flying,flight
139,15,acrobatics,flight
140,15,tailspin,flight
141,150,joke,humor
142,150,ethnic joke,joke
143,150,dirty joke,joke
144,150,sick joke,joke
145,150,one-liner,joke
146,150,comedic forms,humor
147,150,caricature,comedic forms
148,150,parody,comedic forms
149,150,cartoon,comedic forms
150,150,comic strip,comedic forms
151,150,witticisms,humor
152,150,bon mot,witticisms
153,150,pun,witticisms
154,150,sarcasm,witticisms
155,150,banter,humor
156,150,badinage,banter
157,150,repartee,banter
158,150,esprit de l'escalier,banter
159,150,fun,humor
160,150,belly laugh,fun
161,150,drollery,humor
162,150,ribaldry,humor
163,150,topper,humor
164,150,shaggy dog story,humor
165,150,mock-heroic,humor
166,150,sight gag,humor
167,150,waggery,humor
168,150,jocosity,humor
169,150,pungency,humor
170,17,elementary education,education
171,17,secondary education,education
172,17,higher education,education
173,17,course,education
174,17,required course,course
175,17,elective course,course
176,17,refresher course,course
177,17,extension course,course
178,17,correspondence course,course
179,17,course of lectures,course
180,17,home study,education
181,17,continuing education,education
182,17,adult education,continuing education
183,17,propaedeutic,continuing education
184,17,extracurricular activity,education
185,17,work-study program,education
186,17,seminar,education
187,17,workshop,education
188,17,directed study,education
189,17,industrial arts,course
190,17,art class,course
191,17,shop class,course
192,17,life class,course
193,17,childbirth-preparation class,course
194,17,team teaching,education
195,17,coeducation,education
196,171,toucan,piciform bird
197,171,toucanet,toucan
198,171,woodpecker,piciform bird
199,171,downy woodpecker,woodpecker
200,171,redheaded woodpecker,woodpecker
201,171,flicker,woodpecker
202,171,red-shafted flicker,flicker
203,171,yellow-shafted flicker,flicker
204,171,gilded flicker,flicker
205,171,sapsucker,woodpecker
206,171,red-breasted sapsucker,sapsucker
207,171,yellow-bellied sapsucker,sapsucker
208,171,honey guide,piciform bird
209,171,barbet,piciform bird
210,171,jacamar,piciform bird
211,171,puffbird,piciform bird
212,171,green woodpecker,piciform bird
213,171,wryneck,piciform bird
214,171,ivorybill,woodpecker
215,177,auk,auk
216,177,murre,auk
217,177,thick-billed murre,murre
218,177,common murre,murre
219,177,razorbill,murre
220,177,guillemot,murre
221,177,black guillemot,guillemot
222,177,pigeon guillemot,guillemot
223,177,auklet,auk
224,177,little auk,auklet
225,177,great auk,auk
226,180,apple tree,root
227,180,apple,apple tree
228,180,crab apple,apple
229,180,Southern crab apple,crab apple
230,180,Oregon crab apple,crab apple
231,180,American crab apple,crab apple
232,180,Siberian crab,crab apple
233,180,Bechtel crab,crab apple
234,180,Iowa crab,crab apple
235,180,wild apple,apple tree
236,180,wild crab,crab apple
237,184,events,initiation
238,184,kickoff,events
239,184,inauguration,events
240,184,groundbreaking,events
241,184,curtain raiser,events
242,184,processes,initiation
243,184,installation,processes
244,184,unionization,processes
245,184,collectivization,processes
246,184,naturalization,processes
247,184,social constructs,initiation
248,184,constitution,social constructs
249,184,federation,social constructs
250,184,communization,social constructs
251,184,sports,initiation
252,184,jump ball,sports
253,184,tip-off,sports
254,184,first base,sports
255,184,induction,initiation
256,184,product introduction,initiation
257,184,resumption,initiation
258,184,attack,initiation
259,184,face-off,initiation
260,184,induction of labor,initiation
261,184,springboard,initiation
262,184,housing start,initiation
263,184,hypnogenesis,initiation
264,184,Creation,initiation
265,184,first step,initiation
266,184,icebreaker,initiation
267,193,cycad,gymnosperm
268,193,progymnosperm,gymnosperm
269,193,seed fern,gymnosperm
270,193,zamia,cycad
271,193,macrozamia,cycad
272,193,dioon,cycad
273,193,ceratozamia,cycad
274,193,encephalartos,cycad
275,193,coontie,zamia
276,193,burrawong,macrozamia
277,193,kaffir bread,zamia
278,193,false sago,cycad
279,193,sago palm,cycad
280,198,international terrorism,terrorism
281,198,domestic terrorism,terrorism
282,198,state-sponsored terrorism,terrorism
283,198,terrorist attack,terrorism
284,198,9/11,terrorist attack
285,198,cyber-terrorism,terrorism
286,198,bioterrorism,terrorism
287,198,chemical terrorism,terrorism
288,198,nuclear terrorism,terrorism
289,198,ecoterrorism,terrorism
290,198,narcoterrorism,terrorism
291,198,theoterrorism,terrorism
292,198,Red Hand Defenders,terrorism
293,200,waist pack,pocket
294,200,fanny pack,pocket
295,200,breast pocket,pocket
296,200,hip pocket,pocket
297,200,slash pocket,pocket
298,200,patch pocket,pocket
299,200,vest pocket,pocket
300,200,pouch,pocket
301,200,tobacco pouch,pouch
302,200,diplomatic pouch,pouch
303,200,mailbag,pocket
304,200,fob,pocket
305,212,ornithischian,<root>
306,212,ceratopsian,ornithischian
307,212,styracosaur,ceratopsian
308,212,protoceratops,ceratopsian
309,212,triceratops,ceratopsian
310,212,ornithopod,ornithischian
311,212,hadrosaur,ornithopod
312,212,edmontosaurus,hadrosaur
313,212,trachodon,hadrosaur
314,212,anatotitan,hadrosaur
315,212,corythosaur,hadrosaur
316,212,staurikosaur,ornithischian
317,212,pisanosaur,ornithischian
318,212,psittacosaur,ornithischian
319,212,bone-headed dinosaur,ornithischian
320,212,pachycephalosaur,bone-headed dinosaur
321,212,armored dinosaur,ornithischian
322,212,stegosaur,armored dinosaur
323,212,ankylosaur,armored dinosaur
324,215,microphone,electro-acoustic transducer
325,215,cardioid microphone,directional microphone
326,215,condenser microphone,microphone
327,215,crystal microphone,microphone
328,215,crystal pickup,microphone
329,215,spike mike,microphone
330,215,bug,microphone
331,215,telephone receiver,microphone
332,215,bullhorn,microphone
333,215,loudspeaker,electro-acoustic transducer
334,215,woofer,loudspeaker
335,215,subwoofer,loudspeaker
336,215,tannoy,loudspeaker
337,215,headset,earphone
338,215,earphone,electro-acoustic transducer
339,215,squawk box,loudspeaker
340,236,plot element,component
341,236,McGuffin,plot element
342,236,point,component
343,236,vertex,point
344,236,intercept,point
345,236,intersection,point
346,236,attractor,component
347,236,strange attractor,attractor
348,236,be-all and end-all,component
349,236,metacenter,component
350,24,marmoset,New World monkey
351,24,tamarin,marmoset
352,24,silky tamarin,tamarin
353,24,true marmoset,marmoset
354,24,pygmy marmoset,marmoset
355,24,squirrel monkey,marmoset
356,24,uakari,New World monkey
357,24,woolly monkey,New World monkey
358,24,saki,New World monkey
359,24,titi,New World monkey
360,24,douroucouli,New World monkey
361,24,spider monkey,New World monkey
362,24,howler monkey,New World monkey
363,24,capuchin,New World monkey
364,242,subterfuge,trickery
365,242,misrepresentation,trickery
366,242,half-truth,trickery
367,242,hedge,trickery
368,242,quibble,trickery
369,242,fraudulence,trickery
370,242,pretense,subterfuge
371,242,pretext,subterfuge
372,242,hypocrisy,subterfuge
373,242,evasion,subterfuge
374,242,doublespeak,subterfuge
375,242,bluff,misrepresentation
376,242,exaggeration,misrepresentation
377,242,humbug,misrepresentation
378,242,bill of goods,misrepresentation
379,242,snow job,fraudulence
380,242,crocodile tears,fraudulence
381,242,putoff,fraudulence
382,247,fitting,fitting
383,247,receptacle,fitting
384,247,outlet box,receptacle
385,247,socket,receptacle
386,247,electric socket,receptacle
387,247,wall socket,receptacle
388,247,gas fitting,fitting
389,247,pipefitting,fitting
390,247,reducer,fitting
391,247,slot,fitting
392,247,point,fitting
393,251,happiness,emotional state
394,251,ecstasy,happiness
395,251,blessedness,happiness
396,251,radiance,happiness
397,251,comfort,emotional state
398,251,quality of life,emotional state
399,251,sadness,emotional state
400,251,unhappiness,sadness
401,251,mourning,sadness
402,251,embitterment,unhappiness
403,251,poignance,emotional state
404,251,gratification,emotional state
405,251,nirvana,happiness
406,262,mixed farming,farming
407,262,subsistence farming,farming
408,262,truck farming,farming
409,262,dairying,farming
410,262,animal husbandry,farming
411,262,cultivation,farming
412,262,planting,cultivation
413,262,tilling,cultivation
414,262,tillage,tilling
415,262,plowing,tilling
416,262,gardening,cultivation
417,262,flower gardening,gardening
418,262,market gardening,gardening
419,262,hydroponics,cultivation
420,262,drip culture,hydroponics
421,262,viticulture,cultivation
422,262,cranberry culture,cultivation
423,262,landscaping,farming
424,262,arboriculture,farming
425,262,aquaculture,farming
426,262,beekeeping,farming
427,262,strip cropping,farming
428,265,Bantu,Niger-Congo
429,265,Kwa,Niger-Congo
430,265,Gur,Niger-Congo
431,265,Kinyarwanda,Bantu
432,265,Giriama,Bantu
433,265,Mande,Gur
434,265,Serer,Gur
435,265,Herero,Bantu
436,265,Nguni,Bantu
437,265,Pokomo,Bantu
438,265,Sesotho,Bantu
439,265,Shona,Bantu
440,265,Sango,Bantu
441,265,Fang,Bantu
442,265,Kongo,Bantu
443,265,Nyamwezi,Bantu
444,265,Mashi,Bantu
445,265,Tswana,Bantu
446,265,Zulu,Nguni
447,265,Xhosa,Nguni
448,265,Gikuyu,Bantu
449,265,Swazi,Nguni
450,265,Chichewa,Bantu
451,265,Luba,Bantu
452,265,Wolof,Kwa
453,265,Akan,Kwa
454,265,Luyia,Bantu
455,265,Yoruba,Kwa
456,265,Sotho,Kwa
457,265,Mwera,Bantu
458,265,Tonga,Bantu
459,265,Kichaga,Bantu
460,265,West African,Niger-Congo
461,265,Swahili,Bantu
462,265,Umbundu,Bantu
463,265,Fula,Niger-Congo
464,265,Ndebele,Nguni
465,265,LuGanda,Bantu
466,265,Kamba,Bantu
467,265,ChiMwini,Bantu
468,265,Chishona,Shona
469,265,Ewe,Niger-Congo
470,265,Kiswahili,Swahili
471,268,web page,computer file
472,268,master file,computer file
473,268,backup file,computer file
474,268,read-only file,computer file
475,268,text file,computer file
476,268,binary file,computer file
477,268,ASCII text file,text file
478,268,input file,computer file
479,268,output file,computer file
480,268,transaction file,computer file
481,268,source code,text file
482,28,knot,agglomeration
483,28,clew,knot
484,28,bunch,agglomeration
485,28,tuft,bunch
486,28,gob,agglomeration
487,28,wisp,gob
488,28,swad,gob
489,28,coma,agglomeration
490,28,thrombus,agglomeration
491,28,embolus,thrombus
492,28,Pleiades,agglomeration
493,28,Omega Centauri,agglomeration
494,28,Northern Cross,agglomeration
495,28,witches' broom,agglomeration
496,28,ball,agglomeration
497,292,firework,root
498,292,catherine wheel,firework
499,292,sparkler,firework
500,292,Roman candle,firework
501,292,cherry bomb,firework
502,292,firecracker,firework
503,292,whizbang,firework
504,292,cannon cracker,firework
505,292,skyrocket,firework
506,292,low explosive,firework
507,292,squib,low explosive
508,292,fizgig,low explosive
509,292,torpedo,low explosive
510,312,instrument,means
511,312,expedient,means
512,312,desperate measure,means
513,312,tooth,instrument
514,312,motorization,instrument
515,312,implementation,instrument
516,312,instrumentation,instrument
517,312,practice,instrument
518,312,fast track,means
519,312,stepping stone,means
520,312,royal road,means
521,312,escape,means
522,312,invocation,means
523,312,voice,means
524,312,wings,means
525,312,makeshift,instrument
526,312,improvisation,instrument
527,312,crutch,means
528,312,pis aller,means
529,312,open sesame,means
530,312,dint,means
531,320,flower garden,garden
532,320,herb garden,garden
533,320,rose garden,flower garden
534,320,tulip bed,flower garden
535,320,rose bed,flower garden
536,320,flowerbed,flower garden
537,320,rock garden,garden
538,320,kitchen garden,garden
539,320,market garden,garden
540,320,victory garden,garden
541,320,tea garden,garden
542,320,grove,garden
543,320,apple orchard,grove
544,320,peach orchard,grove
545,320,orange grove,grove
546,320,lemon grove,grove
547,320,interchange,garden
548,320,asparagus bed,garden
549,320,turnip bed,garden
550,320,hotbed,garden
551,320,plot,garden
552,320,seedbed,garden
553,320,Hanging Gardens of Babylon,garden
554,320,Tuileries,garden
555,320,sunken garden,garden
556,320,topiary,garden
557,320,landscaping,garden
558,327,aunt,kinswoman
559,327,sister,kinswoman
560,327,niece,kinswoman
561,327,female sibling,sister
562,327,big sister,sister
563,327,little sister,sister
564,327,great-aunt,aunt
565,327,maiden aunt,aunt
566,327,great-niece,niece
567,33,flight feather,feather
568,33,tail feather,feather
569,33,contour feather,feather
570,33,down,feather
571,33,goose down,down
572,33,duck down,down
573,33,eiderdown,down
574,33,swan's down,down
575,33,marabou,feather
576,33,hackle,feather
577,33,saddle hackle,hackle
578,33,plumule,feather
579,33,primary,flight feather
580,33,aftershaft,feather
581,33,sickle feather,feather
582,33,bastard wing,feather
583,33,scapular,feather
584,335,endoscope,medical instrument
585,335,gastroscope,endoscope
586,335,colonoscope,endoscope
587,335,sigmoidoscope,endoscope
588,335,arthroscope,endoscope
589,335,bronchoscope,endoscope
590,335,laryngoscope,endoscope
591,335,rhinoscope,endoscope
592,335,culdoscope,endoscope
593,335,surgical instrument,medical instrument
594,335,scalpel,surgical instrument
595,335,surgical knife,surgical instrument
596,335,retractor,surgical instrument
597,335,snare,surgical instrument
598,335,dilator,surgical instrument
599,335,curette,surgical instrument
600,335,speculum,surgical instrument
601,335,diagnostic instrument,medical instrument
602,335,electroencephalograph,diagnostic instrument
603,335,ballistocardiograph,diagnostic instrument
604,335,electromyograph,diagnostic instrument
605,335,thermograph,diagnostic instrument
606,335,cardiograph,diagnostic instrument
607,335,polygraph,diagnostic instrument
608,335,stethoscope,diagnostic instrument
609,335,lie detector,diagnostic instrument
610,335,injection and infusion devices,medical instrument
611,335,hypodermic syringe,injection and infusion devices
612,335,syringe,injection and infusion devices
613,335,autoinjector,injection and infusion devices
614,335,artificial kidney,injection and infusion devices
615,335,therapeutic devices,medical instrument
616,335,diathermy machine,therapeutic devices
617,335,microwave diathermy machine,therapeutic devices
618,335,shortwave diathermy machine,therapeutic devices
619,335,measurement and observation instruments,medical instrument
620,335,otoscope,measurement and observation instruments
621,335,ophthalmoscope,measurement and observation instruments
622,335,dermatome,measurement and observation instruments
623,335,catling,measurement and observation instruments
624,335,probe,measurement and observation instruments
625,335,photocoagulator,measurement and observation instruments
626,335,trepan,measurement and observation instruments
627,350,glue,adhesive material
628,350,paste,glue
629,350,animal glue,glue
630,350,marine glue,glue
631,350,rubber cement,glue
632,350,casein glue,glue
633,350,fish glue,glue
634,350,spirit gum,glue
635,350,birdlime,glue
636,350,cement,adhesive material
637,350,putty,adhesive material
638,350,red-lead putty,putty
639,350,iron putty,putty
640,350,mastic,adhesive material
641,353,green salad,salad
642,353,fruit salad,salad
643,353,potato salad,salad
644,353,macaroni salad,pasta salad
645,353,coleslaw,salad
646,353,crab Louis,salad
647,353,salmagundi,salad
648,353,chef's salad,salad
649,353,chicken salad,salad
650,353,tabbouleh,salad
651,353,combination salad,salad
652,353,tossed salad,salad
653,353,Caesar salad,green salad
654,353,salad nicoise,green salad
655,353,Waldorf salad,green salad
656,353,pasta salad,salad
657,353,tuna fish salad,salad
658,353,herring salad,salad
659,353,molded salad,salad
660,36,sports achievement,success
661,36,score,sports achievement
662,36,goal,sports achievement
663,36,field goal,sports achievement
664,36,touchdown,sports achievement
665,36,basket,sports achievement
666,36,point after,sports achievement
667,36,run batted in,sports achievement
668,36,earned run,sports achievement
669,36,unearned run,sports achievement
670,36,run,sports achievement
671,36,hat trick,sports achievement
672,36,bull's eye,sports achievement
673,36,bell ringer,sports achievement
674,36,sleeper,sports achievement
675,36,blockbuster,sports achievement
676,36,flying colors,sports achievement
677,36,personal relationships,success
678,36,conquest,personal relationships
679,36,sexual conquest,personal relationships
680,36,cuckoldry,personal relationships
681,36,seduction,personal relationships
682,36,general achievement,success
683,36,overturn,general achievement
684,36,break,general achievement
685,36,solution,general achievement
686,36,winning,general achievement
687,36,equalizer,general achievement
688,36,spare,general achievement
689,361,magnetic recorder,recorder
690,361,tape recorder,magnetic recorder
691,361,cassette recorder,tape recorder
692,361,wire recorder,magnetic recorder
693,361,Dictaphone,magnetic recorder
694,361,videocassette recorder,magnetic recorder
695,361,multichannel recorder,tape recorder
696,361,oscillograph,recorder
697,361,compact-disk burner,recorder
698,361,black box,recorder
699,375,loan,debt
700,375,bad debt,debt
701,375,public debt,debt
702,375,national debt,public debt
703,375,national debt ceiling,public debt
704,375,bank loan,loan
705,375,home loan,bank loan
706,375,real estate loan,bank loan
707,375,automobile loan,bank loan
708,375,business loan,bank loan
709,375,personal loan,bank loan
710,375,participation loan,loan
711,375,time loan,loan
712,375,direct loan,loan
713,375,installment debt,loan
714,375,interbank loan,loan
715,375,installment credit,installment debt
716,375,arrears,debt
717,375,point,debt
718,375,score,debt
719,375,debt limit,debt
720,375,call loan,loan
721,391,lymphocyte,leukocyte
722,391,granulocyte,leukocyte
723,391,monocyte,leukocyte
724,391,B cell,lymphocyte
725,391,T cell,lymphocyte
726,391,plasmablast,B cell
727,391,plasma cell,plasmablast
728,391,helper T cell,T cell
729,391,killer T cell,T cell
730,391,eosinophil,granulocyte
731,391,basophil,granulocyte
732,391,neutrophil,granulocyte
733,391,myelocyte,granulocyte
734,391,myeloblast,myelocyte
735,391,monoblast,monocyte
736,391,microphage,monocyte
737,395,circle,disk
738,395,subway token,disk
739,395,token,disk
740,395,planchet,disk
741,395,acetate disk,disk
742,395,Frisbee,disk
743,395,puck,disk
744,395,deadeye,disk
745,395,discus,disk
746,395,brake disk,disk
747,395,diaphragm,disk
748,398,Euclidean space,mathematical space
749,398,Hilbert space,mathematical space
750,398,metric space,mathematical space
751,398,manifold,mathematical space
752,398,set,mathematical space
753,398,universal set,set
754,398,null set,set
755,398,subset,set
756,398,intersection,set
757,398,interval,set
758,398,open interval,interval
759,398,closed interval,interval
760,398,sub-interval,interval
761,398,locus,set
762,398,group,mathematical space
763,398,Abelian group,group
764,398,subgroup,group
765,398,null space,vector space
766,398,scalar field,mathematical space
767,398,domain,mathematical space
768,398,image,domain
769,398,solution,image
770,398,Mandelbrot set,mathematical space
771,407,security interest,null
772,407,mortgage,security interest
773,407,conditional sale,security interest
774,407,lien,security interest
775,407,first mortgage,mortgage
776,407,second mortgage,mortgage
777,407,judgment lien,lien
778,407,warehouseman's lien,lien
779,407,mechanic's lien,lien
780,407,garageman's lien,lien
781,407,federal tax lien,lien
782,407,state tax lien,lien
783,407,artisan's lien,lien
784,407,pawn,security interest
785,407,pledge,security interest
786,407,guarantee,security interest
787,407,collateral,security interest
788,409,civil action,litigation
789,409,criminal suit,litigation
790,409,lawsuit,litigation
791,409,administrative hearing,litigation
792,409,procedure,litigation
793,409,hearing,procedure
794,409,fair hearing,hearing
795,409,competence hearing,hearing
796,409,recusation,hearing
797,409,antitrust case,civil action
798,409,custody case,civil action
799,409,paternity suit,civil action
800,409,trial,litigation
801,409,mistrial,trial
802,409,retrial,trial
803,409,show trial,trial
804,409,appeal,litigation
805,409,bill of review,appeal
806,409,judicial review,appeal
807,409,intervention,litigation
808,409,countersuit,litigation
809,409,counterclaim,countersuit
810,409,vexatious litigation,litigation
811,409,prosecution,criminal suit
812,409,double jeopardy,criminal suit
813,409,court-martial,criminal suit
814,409,foreclosure,litigation
815,409,receivership,litigation
816,409,bankruptcy,litigation
817,418,portrait,picture
818,418,self-portrait,portrait
819,418,collage,picture
820,418,photomontage,collage
821,418,bitmap,picture
822,418,chiaroscuro,picture
823,418,grisaille,picture
824,418,iconography,picture
825,418,graphic,picture
826,418,viewgraph,graphic
827,418,slide,graphic
828,418,scan,picture
829,418,reflection,picture
830,418,sonogram,scan
831,418,likeness,portrait
832,418,half-length,portrait
833,418,inset,picture
834,418,foil,picture
835,418,panorama,picture
836,42,cuff,garment features
837,42,trouser cuff,cuff
838,42,lap,garment features
839,42,lapel,lap
840,42,revers,lap
841,42,flap,garment features
842,42,pocket flap,flap
843,42,earflap,garment features
844,42,barndoor,garment features
845,42,codpiece,garment features
846,42,tent-fly,garment features
847,42,coattail,garment features
848,42,lappet,garment features
849,42,jag,garment features
850,42,tongue,garment features
851,422,blanket,bedclothes
852,422,quilt,bedclothes
853,422,bedspread,bedclothes
854,422,electric blanket,bedclothes
855,422,mattress cover,bedclothes
856,422,afghan,blanket
857,422,eiderdown,blanket
858,422,bedroll,bedclothes
859,422,security blanket,blanket
860,422,manta,blanket
861,422,quilted bedspread,quilt
862,422,crazy quilt,quilt
863,422,coverlet,bedspread
864,422,throw,bedspread
865,422,mackinaw,bedclothes
866,430,run,football play
867,430,pass,football play
868,430,handoff,run
869,430,rush,run
870,430,draw,run
871,430,reverse,run
872,430,power play,run
873,430,end run,run
874,430,forward pass,pass
875,430,lateral pass,pass
876,430,screen pass,pass
877,430,flare pass,pass
878,430,spot pass,pass
879,430,audible,pass
880,430,return,football play
881,430,touchback,return
882,430,double reverse,run
883,430,tackle,football play
884,440,fancier,admirer
885,440,worshiper,admirer
886,440,technophile,admirer
887,440,maniac,admirer
888,440,suitor,admirer
889,440,cat fancier,fancier
890,440,bird fancier,fancier
891,440,animal fancier,fancier
892,440,hero worshiper,worshiper
893,440,prince charming,suitor
894,440,horseman,suitor
895,455,liveliness,vitality
896,455,exuberance,vitality
897,455,vivacity,vitality
898,455,energy,vitality
899,455,breeziness,vitality
900,455,airiness,vitality
901,455,high-spiritedness,vitality
902,455,pep,high-spiritedness
903,455,pertness,high-spiritedness
904,455,alacrity,high-spiritedness
905,455,mettlesomeness,high-spiritedness
906,455,lyricism,vitality
907,455,sparkle,vitality
908,455,elan,vitality
909,455,esprit,vitality
910,455,irrepressibility,vitality
911,455,madness,irrepressibility
912,460,bat,bludgeon
913,460,club,bludgeon
914,460,paddle,bludgeon
915,460,bastinado,bludgeon
916,460,blackjack,bludgeon
917,460,knobkerrie,club
918,460,shillelagh,club
919,460,truncheon,club
920,460,Indian club,club
921,460,baseball bat,bat
922,460,table-tennis racquet,bat
923,476,grant,deal
924,476,award,deal
925,476,reallotment,deal
926,476,new deal,deal
927,476,parcel,deal
928,476,grant-in-aid,grant
929,476,block grant,grant
930,476,allotment,rationing
931,476,rationing,deal
932,476,reshuffle,deal
933,476,addiction,deal
934,477,handicraft,arts and crafts
935,477,arts and crafts,handicraft
936,477,needlework,handicraft
937,477,sewing,needlework
938,477,blind stitching,sewing
939,477,crocheting,needlework
940,477,knitting,needlework
941,477,lace making,needlework
942,477,netting,needlework
943,477,weaving,needlework
944,477,spinning,handicraft
945,477,bookbinding,handicraft
946,491,mass culture,culture
947,491,counterculture,culture
948,491,fashion,culture
949,491,fad,culture
950,491,taste,culture
951,491,letters,culture
952,491,New Look,fashion
953,491,vogue,fashion
954,491,haute couture,fashion
955,491,retro,fashion
956,491,flower power,counterculture
957,491,virtu,taste
958,491,delicacy,taste
959,491,cult of personality,letters
960,491,bandwagon,fad
961,5,descriptive statistics,statistic
962,5,mean,descriptive statistics
963,5,median,descriptive statistics
964,5,mode,descriptive statistics
965,5,variance,descriptive statistics
966,5,standard deviation,descriptive statistics
967,5,mean deviation,descriptive statistics
968,5,harmonic mean,descriptive statistics
969,5,geometric mean,descriptive statistics
970,5,arithmetic mean,descriptive statistics
971,5,correlation and regression,statistic
972,5,correlation coefficient,correlation and regression
973,5,Kendall test,correlation and regression
974,5,Kendall partial rank correlation,correlation and regression
975,5,rank-order correlation coefficient,correlation and regression
976,5,biserial correlation coefficient,correlation and regression
977,5,tetrachoric correlation coefficient,correlation and regression
978,5,phi coefficient,correlation and regression
979,5,multiple correlation coefficient,correlation and regression
980,5,product-moment correlation coefficient,correlation and regression
981,5,tau coefficient of correlation,correlation and regression
982,5,nonparametric and parametric statistics,statistic
983,5,nonparametric statistic,nonparametric and parametric statistics
984,5,parametric statistic,nonparametric and parametric statistics
985,5,coefficient of concordance,nonparametric and parametric statistics
986,5,outliers and deviations,statistic
987,5,outlier,outliers and deviations
988,5,deviation,outliers and deviations
989,5,second moment,outliers and deviations
990,5,vital statistics,statistic
991,5,demographic,vital statistics
992,5,time series,statistic
993,501,link,connection
994,501,linkage,connection
995,501,relatedness,connection
996,501,alliance,connection
997,501,involvement,connection
998,501,implication,connection
999,501,relevance,connection
1000,501,germaneness,connection
1001,501,materiality,connection
1002,501,series,connection
1003,501,concatenation,series
1004,501,bearing,connection
1005,501,silver cord,connection
1006,501,bridge,connection
1007,501,communication,connection
1008,501,inclusion,connection
1009,501,applicability,connection
1010,514,length,metric unit
1011,514,weight,metric unit
1012,514,volume,metric unit
1013,514,millimeter,length
1014,514,centimeter,length
1015,514,decimeter,length
1016,514,meter,length
1017,514,hectometer,length
1018,514,kilometer,length
1019,514,myriameter,length
1020,514,nanometer,length
1021,514,micron,length
