,child,parent,group
5,tail_feather,feather,33
6,hackle,feather,33
7,aftershaft,feather,33
8,plumule,feather,33
9,down,feather,33
10,sickle_feather,flight_feather,33
11,saddle_hackle,hackle,33
0,touchdown,score,36
1,goal,score,36
2,hat_trick,score,36
3,run,score,36
4,hit,score,36
0,trouser_cuff,cuff,42
1,lappet,flap,42
2,lapel,lap,42
0,pedaler,cyclist,559
1,merckx,cyclist,559
2,hinault,cyclist,559
3,unicyclist,cyclist,559
4,horsewoman,horseman,559
5,fox_hunter,horseman,559
6,roughrider,horseman,559
7,cyclist,rider,559
8,horseman,rider,559
9,jockey,rider,559
0,head_cabbage,cabbage,561
1,savoy_cabbage,cabbage,561
2,red_cabbage,cabbage,561
3,chinese_cabbage,cabbage,561
4,broccoli,cruciferous_vegetable,561
5,cauliflower,cruciferous_vegetable,561
6,kale,cruciferous_vegetable,561
7,collards,cruciferous_vegetable,561
8,cabbage,cruciferous_vegetable,561
9,mustard,cruciferous_vegetable,561
10,kohlrabi,cruciferous_vegetable,561
11,bok_choy,cruciferous_vegetable,561
12,turnip,cruciferous_vegetable,561
13,white_turnip,turnip,561
0,wandering_albatross,albatross,563
1,black-footed_albatross,albatross,563
2,storm_petrel,petrel,563
3,diving_petrel,petrel,563
4,giant_petrel,petrel,563
5,stormy_petrel,petrel,563
6,white-chinned_petrel,petrel,563
7,petrel,procellariiform_seabird,563
8,albatross,procellariiform_seabird,563
9,shearwater,procellariiform_seabird,563
10,fulmar,procellariiform_seabird,563
11,manx_shearwater,shearwater,563
0,tempo,rhythm,569
1,syncopation,rhythm,569
2,andante,tempo,569
3,allegro,tempo,569
4,accelerando,tempo,569
5,meno_mosso,tempo,569
6,allegro_con_spirito,tempo,569
7,allegretto,tempo,569
8,rubato,tempo,569
0,enteric-coated_aspirin,aspirin,58
1,buffered_aspirin,aspirin,58
2,aspirin_powder,aspirin,58
3,aspirin,nonsteroidal_anti-inflammatory,58
4,piroxicam,nonsteroidal_anti-inflammatory,58
5,diflunisal,nonsteroidal_anti-inflammatory,58
6,flurbiprofen,nonsteroidal_anti-inflammatory,58
7,fenoprofen,nonsteroidal_anti-inflammatory,58
8,mefenamic_acid,nonsteroidal_anti-inflammatory,58
9,sulindac,nonsteroidal_anti-inflammatory,58
10,etodolac,nonsteroidal_anti-inflammatory,58
11,tolmetin_sodium,nonsteroidal_anti-inflammatory,58
12,indomethacin,nonsteroidal_anti-inflammatory,58
13,nabumetone,nonsteroidal_anti-inflammatory,58
14,ibuprofen,nonsteroidal_anti-inflammatory,58
15,ketoprofen,nonsteroidal_anti-inflammatory,58
16,meclofenamate,nonsteroidal_anti-inflammatory,58
17,naproxen,nonsteroidal_anti-inflammatory,58
18,ketorolac,nonsteroidal_anti-inflammatory,58
19,oxaprozin,nonsteroidal_anti-inflammatory,58
20,methyl_salicylate,salicylate,58
0,metal_filing,filing,64
1,clast,fragment,64
2,splinter,fragment,64
3,dander,fragment,64
4,scale,fragment,64
5,spall,fragment,64
6,restriction_fragment,fragment,64
7,splint,splinter,64
0,lucy,australopithecus_afarensis,577
1,homo,hominid,577
2,homo_habilis,homo,577
3,homo_erectus,homo,577
4,homo_sapiens,homo,577
5,homo_sapiens_sapiens,homo_sapiens,577
0,primary_syphilis,syphilis,584
1,secondary_syphilis,syphilis,584
2,tertiary_syphilis,syphilis,584
3,neurosyphilis,syphilis,584
4,syphilis,venereal_disease,584
5,gonorrhea,venereal_disease,584
6,chlamydia,venereal_disease,584
7,genital_herpes,venereal_disease,584
8,lymphogranuloma_venereum,venereal_disease,584
9,granuloma_inguinale,venereal_disease,584
0,hitching_post,post,589
1,gatepost,post,589
2,lamppost,post,589
3,telephone_pole,post,589
4,support_column,post,589
5,column,post,589
6,stake,post,589
7,corner_post,post,589
8,standard,post,589
9,timber,post,589
10,stanchion,post,589
11,pilaster,post,589
0,tagalog,filipino,78
1,filipino,native,78
2,siberian,native,78
3,russian,native,78
4,levantine,native,78
5,seychellois,native,78
6,mauritian,native,78
7,georgian,native,78
8,chechen,native,78
9,tatar,native,78
10,muscovite,russian,78
11,great_russian,russian,78
0,pacific_bottlenose_dolphin,bottlenose_dolphin,86
1,atlantic_bottlenose_dolphin,bottlenose_dolphin,86
2,common_dolphin,dolphin,86
3,river_dolphin,dolphin,86
4,bottlenose_dolphin,dolphin,86
5,harbor_porpoise,porpoise,86
6,dwarf_sperm_whale,sperm_whale,86
7,pygmy_sperm_whale,sperm_whale,86
8,dolphin,toothed_whale,86
9,sperm_whale,toothed_whale,86
10,killer_whale,toothed_whale,86
11,porpoise,toothed_whale,86
12,beaked_whale,toothed_whale,86
0,whisk_fern,fern_ally,599
1,marsh_horsetail,horsetail,599
2,wood_horsetail,horsetail,599
3,common_horsetail,horsetail,599
4,variegated_horsetail,horsetail,599
5,swamp_horsetail,horsetail,599
6,meadow_spikemoss,spikemoss,599
7,rock_spikemoss,spikemoss,599
8,desert_selaginella,spikemoss,599
0,hysteroscopy,endoscopy,88
1,gastroscopy,endoscopy,88
2,colonoscopy,endoscopy,88
3,celioscopy,endoscopy,88
4,inspection,examination,88
5,testing,examination,88
6,screening,examination,88
7,check,examination,88
8,endoscopy,examination,88
9,palpation,examination,88
10,genetic_screening,screening,88
0,eagle_scout,boy_scout,92
1,brownie,girl_scout,92
2,schoolboy,male_child,92
3,catamite,male_child,92
4,boy_scout,scout,92
5,girl_scout,scout,92
6,sea_scout,scout,92
0,aegean_civilization,civilization,607
1,indus_civilization,civilization,607
2,helladic_civilization,civilization,607
3,minoan_civilization,civilization,607
4,mycenaean_civilization,civilization,607
5,cycladic_civilization,civilization,607
6,society,culture,607
7,civilization,culture,607
8,clovis_culture,paleo-american_culture,607
9,folsom_culture,paleo-american_culture,607
10,tribal_society,society,607
11,open_society,society,607
12,hunting_and_gathering_tribe,tribal_society,607
0,cunnilingus,oral_sex,608
1,fellatio,oral_sex,608
2,exhibitionism,paraphilia,608
3,zoophilia,paraphilia,608
4,perversion,paraphilia,608
5,fetishism,paraphilia,608
6,voyeurism,paraphilia,608
0,storm_cellar,shelter,101
1,fallout_shelter,shelter,101
2,refuge,shelter,101
3,haven,shelter,101
4,harbor,shelter,101
5,igloo,shelter,101
6,dugout,shelter,101
7,safehold,shelter,101
8,field_tent,tent,101
9,canvas_tent,tent,101
10,pyramidal_tent,tent,101
11,bell_tent,tent,101
0,snare_drum,drum,105
1,bass_drum,drum,105
2,tenor_drum,drum,105
3,handbell,percussion_instrument,105
4,tambourine,percussion_instrument,105
5,drum,percussion_instrument,105
6,triangle,percussion_instrument,105
7,rain_stick,percussion_instrument,105
8,glockenspiel,percussion_instrument,105
9,zill,percussion_instrument,105
10,gong,percussion_instrument,105
11,carillon,percussion_instrument,105
12,piano,percussion_instrument,105
13,marimba,percussion_instrument,105
14,cymbal,percussion_instrument,105
15,timbrel,percussion_instrument,105
16,concert_grand,piano,105
17,grand_piano,piano,105
18,baby_grand,piano,105
19,upright,piano,105
20,mechanical_piano,piano,105
0,pasteboard,cardboard,619
1,excelsior,packing_material,619
2,millboard,paperboard,619
0,summer_squash,squash,625
1,winter_squash,squash,625
2,zucchini,summer_squash,625
3,yellow_squash,summer_squash,625
4,cocozelle,summer_squash,625
5,cymling,summer_squash,625
6,acorn_squash,winter_squash,625
7,butternut_squash,winter_squash,625
8,cushaw,winter_squash,625
9,hubbard_squash,winter_squash,625
10,pumpkin,winter_squash,625
11,spaghetti_squash,winter_squash,625
12,buttercup_squash,winter_squash,625
13,turban_squash,winter_squash,625
0,shop_girl,salesgirl,626
1,traveling_salesman,salesman,626
2,pitchman,salesman,626
3,salesman,salesperson,626
4,salesclerk,salesperson,626
5,book_agent,salesperson,626
6,demonstrator,salesperson,626
0,woolly_adelgid,adelgid,631
1,adelgid,aphid,631
2,plant_louse,aphid,631
3,grape_louse,aphid,631
4,woolly_apple_aphid,aphid,631
5,pine_leaf_aphid,aphid,631
6,spruce_gall_aphid,aphid,631
7,green_peach_aphid,aphid,631
8,woolly_aphid,aphid,631
9,pale_chrysanthemum_aphid,aphid,631
10,greenfly,aphid,631
11,blackfly,aphid,631
0,central_chimpanzee,chimpanzee,635
1,eastern_chimpanzee,chimpanzee,635
2,western_chimpanzee,chimpanzee,635
3,pygmy_chimpanzee,chimpanzee,635
4,eastern_lowland_gorilla,gorilla,635
5,mountain_gorilla,gorilla,635
6,western_lowland_gorilla,gorilla,635
7,anthropoid_ape,great_ape,635
8,chimpanzee,great_ape,635
9,gorilla,great_ape,635
0,augur,diviner,640
1,geomancer,diviner,640
2,hydromancer,diviner,640
3,lithomancer,diviner,640
4,pyromancer,diviner,640
5,necromancer,diviner,640
6,prophet,diviner,640
7,onomancer,diviner,640
8,water_witch,hydromancer,640
0,alzheimer's_disease,dementia,648
1,senile_dementia,dementia,648
2,pick's_disease,dementia,648
3,presenile_dementia,dementia,648
0,microcytic_anemia,anemia,137
1,macrocytic_anemia,anemia,137
2,hemolytic_anemia,anemia,137
3,refractory_anemia,anemia,137
4,chlorosis,anemia,137
5,erythroblastosis_fetalis,hemolytic_anemia,137
6,ischemic_stroke,ischemia,137
7,megaloblastic_anemia,macrocytic_anemia,137
8,iron_deficiency_anemia,microcytic_anemia,137
0,widowhood,marital_status,138
1,bachelorhood,marital_status,138
2,spinsterhood,marital_status,138
3,monogamy,marriage,138
4,polygamy,marriage,138
5,exogamy,marriage,138
6,misalliance,marriage,138
7,mesalliance,marriage,138
8,marriage_of_convenience,marriage,138
9,civil_union,marriage,138
10,common-law_marriage,marriage,138
11,open_marriage,marriage,138
12,cuckoldom,marriage,138
13,endogamy,marriage,138
14,sigeh,marriage,138
15,serial_monogamy,monogamy,138
16,monogyny,monogamy,138
17,monandry,monogamy,138
18,polygyny,polygamy,138
19,polyandry,polygamy,138
0,discomycete,ascomycete,652
1,clavicipitaceae,ascomycete,652
2,sarcosomataceae,ascomycete,652
3,sarcoscypha_coccinea,sarcosomataceae,652
0,adder,calculator,661
1,subtracter,calculator,661
2,abacus,calculator,661
3,counter,calculator,661
4,hand_calculator,calculator,661
5,pulse_counter,counter,661
0,pun,joke,150
1,sick_joke,joke,150
2,dirty_joke,joke,150
3,ethnic_joke,joke,150
4,one-liner,joke,150
5,shaggy_dog_story,joke,150
6,ribaldry,joke,150
7,in-joke,joke,150
0,police,law_enforcement_agency,675
1,gendarmerie,law_enforcement_agency,675
2,posse,law_enforcement_agency,675
3,secret_police,law_enforcement_agency,675
4,europol,law_enforcement_agency,675
5,federal_judiciary,law_enforcement_agency,675
6,federal_law_enforcement_training_center,law_enforcement_agency,675
7,national_institute_of_justice,law_enforcement_agency,675
8,bureau_of_alcohol_tobacco_and_firearms,law_enforcement_agency,675
9,federal_bureau_of_investigation,law_enforcement_agency,675
10,drug_enforcement_administration,law_enforcement_agency,675
11,united_states_marshals_service,law_enforcement_agency,675
12,financial_crimes_enforcement_network,law_enforcement_agency,675
13,federal_bureau_of_prisons,law_enforcement_agency,675
14,scotland_yard,police,675
15,royal_canadian_mounted_police,police,675
16,gestapo,secret_police,675
17,schutzstaffel,secret_police,675
0,yellow-shafted_flicker,flicker,171
1,gilded_flicker,flicker,171
2,woodpecker,piciform_bird,171
3,barbet,piciform_bird,171
4,puffbird,piciform_bird,171
5,piculet,piciform_bird,171
6,wryneck,piciform_bird,171
7,toucan,piciform_bird,171
8,jacamar,piciform_bird,171
9,honey_guide,piciform_bird,171
10,yellow-bellied_sapsucker,sapsucker,171
11,red-breasted_sapsucker,sapsucker,171
12,sapsucker,woodpecker,171
13,green_woodpecker,woodpecker,171
14,downy_woodpecker,woodpecker,171
0,collision,accident,683
1,fatal_accident,accident,683
2,shipwreck,accident,683
3,injury,accident,683
4,collateral_damage,accident,683
5,prang,collision,683
6,pileup,collision,683
7,fender-bender,collision,683
8,concussion,injury,683
9,mutilation,injury,683
0,aggression,behavior,685
1,insolence,behavior,685
2,indelicacy,behavior,685
3,discourtesy,behavior,685
4,self-assertion,behavior,685
5,insult,behavior,685
6,easiness,behavior,685
7,bohemianism,behavior,685
0,murre,auk,177
1,guillemot,auk,177
2,great_auk,auk,177
3,auklet,auk,177
4,black_guillemot,guillemot,177
5,pigeon_guillemot,guillemot,177
6,thick-billed_murre,murre,177
7,common_murre,murre,177
0,wild_apple,apple,180
1,crab_apple,apple,180
2,apple_tree,apple,180
3,american_crab_apple,crab_apple,180
4,bechtel_crab,crab_apple,180
5,iowa_crab,crab_apple,180
6,oregon_crab_apple,crab_apple,180
7,siberian_crab,crab_apple,180
8,southern_crab_apple,crab_apple,180
9,wild_crab,crab_apple,180
0,inauguration,initiation,184
1,installation,initiation,184
2,induction,initiation,184
3,product_introduction,introduction,184
0,low_beam,beam,697
1,high_beam,beam,697
2,laser_beam,beam,697
3,radiance,light,697
4,incandescence,light,697
5,luminescence,light,697
6,beam,light,697
7,glow,light,697
0,hang,gymnastic_exercise,698
1,handstand,gymnastic_exercise,698
2,dip,gymnastic_exercise,698
3,scissors,gymnastic_exercise,698
4,grand_circle,gymnastic_exercise,698
5,straddle,gymnastic_exercise,698
6,inverted_hang,hang,698
7,straight_hang,hang,698
8,reverse_hang,hang,698
9,bent_hang,hang,698
10,lever_hang,hang,698
11,piked_reverse_hang,reverse_hang,698
0,zamia,cycad,193
1,macrozamia,cycad,193
2,ceratozamia,cycad,193
3,dioon,cycad,193
4,encephalartos,cycad,193
5,sago_palm,cycad,193
6,burrawong,cycad,193
7,coontie,cycad,193
8,cycad,gymnosperm,193
9,seed_fern,gymnosperm,193
0,cyber-terrorism,terrorism,198
1,ecoterrorism,terrorism,198
2,narcoterrorism,terrorism,198
3,theoterrorism,terrorism,198
4,terrorist_attack,terrorism,198
5,state-sponsored_terrorism,terrorism,198
6,international_terrorism,terrorism,198
7,domestic_terrorism,terrorism,198
8,bioterrorism,terrorism,198
9,chemical_terrorism,terrorism,198
10,nuclear_terrorism,terrorism,198
11,terror,terrorism,198
12,9/11,terrorist_attack,198
0,four-in-hand,necktie,710
1,windsor_tie,necktie,710
2,black_tie,necktie,710
3,old_school_tie,necktie,710
4,ascot,neckwear,710
5,cravat,neckwear,710
6,bow_tie,neckwear,710
7,necktie,neckwear,710
8,neckcloth,neckwear,710
0,hip_pocket,pocket,200
1,vest_pocket,pocket,200
2,patch_pocket,pocket,200
3,slash_pocket,pocket,200
4,breast_pocket,pocket,200
5,fob,pocket,200
6,tobacco_pouch,pouch,200
7,mailbag,pouch,200
8,diplomatic_pouch,pouch,200
0,edmontonia,ankylosaur,212
1,protoceratops,ceratopsian,212
2,psittacosaur,ceratopsian,212
3,styracosaur,ceratopsian,212
4,triceratops,ceratopsian,212
5,ornithopod,ornithischian,212
6,ceratopsian,ornithischian,212
7,ankylosaur,ornithischian,212
8,trachodon,ornithopod,212
9,hadrosaur,ornithopod,212
0,loudspeaker,electro-acoustic_transducer,215
1,microphone,electro-acoustic_transducer,215
2,tweeter,loudspeaker,215
3,tannoy,loudspeaker,215
4,woofer,loudspeaker,215
5,subwoofer,loudspeaker,215
6,squawk_box,loudspeaker,215
7,directional_microphone,microphone,215
8,cardioid_microphone,microphone,215
9,condenser_microphone,microphone,215
10,crystal_microphone,microphone,215
11,bug,microphone,215
12,spike_mike,microphone,215
0,academic_gown,gown,735
1,geneva_gown,gown,735
2,gown,vestment,735
3,pontifical,vestment,735
4,pallium,vestment,735
5,chasuble,vestment,735
6,surplice,vestment,735
7,alb,vestment,735
0,tumble,acrobatic_stunt,737
1,flip-flop,acrobatic_stunt,737
2,somersault,acrobatic_stunt,737
3,backbend,acrobatic_stunt,737
4,headstand,acrobatic_stunt,737
5,walkover,acrobatic_stunt,737
0,adrenal_cortex,adrenal_gland,742
1,adrenal_medulla,adrenal_gland,742
2,thyroid_gland,endocrine_gland,742
3,parathyroid_gland,endocrine_gland,742
4,pituitary,endocrine_gland,742
5,pineal_gland,endocrine_gland,742
6,adrenal_gland,endocrine_gland,742
7,gonad,endocrine_gland,742
8,thymus_gland,endocrine_gland,742
9,ovotestis,gonad,742
10,testis,gonad,742
11,ovary,gonad,742
12,corpus_luteum,ovary,742
13,anterior_pituitary,pituitary,742
14,posterior_pituitary,pituitary,742
15,undescended_testis,testis,742
0,strange_attractor,attractor,236
1,point,component,236
2,mcguffin,plot_element,236
0,pruner,pruning_saw,755
1,handsaw,saw,755
2,hacksaw,saw,755
3,folding_saw,saw,755
4,pruning_saw,saw,755
5,keyhole_saw,saw,755
0,ragweed_pollen,pollen,757
1,megaspore,spore,757
2,microspore,spore,757
3,pollen,spore,757
4,teliospore,spore,757
5,endospore,spore,757
6,chlamydospore,spore,757
7,aeciospore,spore,757
8,resting_spore,spore,757
9,basidiospore,spore,757
10,ascospore,spore,757
11,oospore,spore,757
12,zoospore,spore,757
13,tetraspore,spore,757
14,carpospore,spore,757
15,conidium,spore,757
0,reducer,fitting,247
1,electric_socket,socket,247
0,ecstasy,happiness,251
1,gratification,happiness,251
2,mourning,sadness,251
3,emotional_state,state,251
4,quality_of_life,state,251
5,happiness,state,251
6,unhappiness,state,251
0,insemination,animal_husbandry,262
1,farming,culture,262
2,truck_farming,farming,262
3,market_gardening,farming,262
4,subsistence_farming,farming,262
5,mixed_farming,farming,262
6,monoculture,farming,262
7,animal_husbandry,farming,262
8,cultivation,farming,262
9,arboriculture,farming,262
10,flower_gardening,gardening,262
0,luba,bantu,265
1,sotho,bantu,265
2,nguni,bantu,265
3,shona,bantu,265
4,kiswahili,bantu,265
5,zulu,nguni,265
6,bantu,niger-congo,265
7,mande,niger-congo,265
0,binary_file,computer_file,268
1,disk_file,computer_file,268
2,text_file,computer_file,268
3,web_page,computer_file,268
4,ascii_text_file,text_file,268
5,home_page,web_page,268
0,cannon_cracker,firework,292
1,skyrocket,firework,292
2,firecracker,firework,292
3,torpedo,firework,292
4,sparkler,firework,292
5,low_explosive,firework,292
6,roman_candle,firework,292
7,squib,firework,292
8,serpent,firework,292
9,catherine_wheel,firework,292
0,instrumentation,instrument,312
1,instrument,means,312
2,expedient,means,312
3,practice,means,312
4,escape,means,312
0,asparagus_bed,bed,320
1,turnip_bed,bed,320
2,kitchen_garden,garden,320
3,market_garden,garden,320
4,landscaping,garden,320
5,plot,garden,320
6,bed,garden,320
7,grove,garden,320
8,victory_garden,garden,320
9,sunken_garden,garden,320
10,rock_garden,garden,320
11,hanging_gardens_of_babylon,garden,320
12,flower_garden,garden,320
13,pot_farm,garden,320
14,herb_garden,garden,320
15,roof_garden,garden,320
16,tuileries,garden,320
17,formal_garden,garden,320
0,great-aunt,aunt,327
1,maiden_aunt,aunt,327
2,aunt,kinswoman,327
3,great-niece,niece,327
4,half_sister,sister,327
5,big_sister,sister,327
6,little_sister,sister,327
0,microwave_diathermy_machine,diathermy_machine,335
1,shortwave_diathermy_machine,diathermy_machine,335
2,surgical_instrument,medical_instrument,335
3,surgical_knife,surgical_instrument,335
4,scalpel,surgical_instrument,335
5,hemostat,surgical_instrument,335
6,retractor,surgical_instrument,335
7,speculum,surgical_instrument,335
8,curette,surgical_instrument,335
9,lancet,surgical_instrument,335
10,snare,surgical_instrument,335
0,glue,adhesive_material,350
1,binder,adhesive_material,350
2,paste,adhesive_material,350
3,cement,adhesive_material,350
4,animal_glue,glue,350
5,casein_glue,glue,350
6,fish_glue,glue,350
7,marine_glue,glue,350
8,iron_putty,putty,350
9,red-lead_putty,putty,350
0,tossed_salad,salad,353
1,combination_salad,salad,353
2,pasta_salad,salad,353
3,molded_salad,salad,353
4,fruit_salad,salad,353
5,green_salad,salad,353
0,tape_recorder,recorder,361
1,compact-disk_burner,recorder,361
2,magnetic_recorder,recorder,361
3,black_box,recorder,361
4,oscillograph,recorder,361
5,wire_recorder,recorder,361
6,cassette_recorder,tape_recorder,361
0,arrears,debt,375
1,bad_debt,debt,375
2,national_debt,debt,375
3,public_debt,debt,375
4,direct_loan,loan,375
5,interbank_loan,loan,375
6,business_loan,loan,375
7,bank_loan,loan,375
8,call_loan,loan,375
9,time_loan,loan,375
10,participation_loan,loan,375
11,debt,loan,375
12,home_loan,loan,375
13,real_estate_loan,loan,375
14,personal_loan,loan,375
15,automobile_loan,loan,375
16,national_debt_ceiling,national_debt,375
0,neutrophil,granulocyte,391
1,eosinophil,granulocyte,391
2,basophil,granulocyte,391
3,lymphocyte,leukocyte,391
4,monocyte,leukocyte,391
5,granulocyte,leukocyte,391
6,b_cell,lymphocyte,391
7,t_cell,lymphocyte,391
8,monoblast,monocyte,391
9,helper_t_cell,t_cell,391
10,killer_t_cell,t_cell,391
0,circle,disk,395
1,frisbee,disk,395
2,acetate_disk,disk,395
3,token,disk,395
4,puck,disk,395
5,brake_disk,disk,395
6,planchet,disk,395
7,subway_token,token,395
0,scalar_field,field,398
1,abelian_group,group,398
2,subgroup,group,398
3,open_interval,interval,398
4,closed_interval,interval,398
5,set,mathematical_space,398
6,universal_set,set,398
7,subset,set,398
8,null_set,set,398
9,intersection,set,398
0,mechanic's_lien,lien,407
1,artisan's_lien,lien,407
2,general_lien,lien,407
3,pawn,lien,407
4,security_interest,lien,407
5,tax_lien,lien,407
6,first_mortgage,mortgage,407
7,second_mortgage,mortgage,407
8,state_tax_lien,tax_lien,407
9,federal_tax_lien,tax_lien,407
0,court-martial,criminal_suit,409
1,criminal_suit,litigation,409
0,iconography,graphic,418
1,portrait,picture,418
2,sonogram,picture,418
3,graphic,picture,418
4,slide,picture,418
5,scan,picture,418
6,panorama,picture,418
7,foil,picture,418
8,self-portrait,portrait,418
9,half-length,portrait,418
0,bedspread,bedclothes,422
1,bedroll,bedclothes,422
2,blanket,bedclothes,422
3,quilted_bedspread,bedspread,422
4,crazy_quilt,quilt,422
5,patchwork,quilt,422
0,pass,football_play,430
1,tackle,football_play,430
2,run,football_play,430
3,lateral_pass,pass,430
4,screen_pass,pass,430
5,flare_pass,pass,430
6,spot_pass,pass,430
7,forward_pass,pass,430
8,end_run,run,430
0,bird_fancier,animal_fancier,440
1,cat_fancier,animal_fancier,440
2,animal_fancier,fancier,440
3,suitor,fancier,440
4,technophile,fancier,440
5,prince_charming,suitor,440
0,baseball_bat,bat,460
1,bastinado,club,460
2,bat,club,460
3,cudgel,club,460
4,knobkerrie,club,460
5,lathi,club,460
6,shillelagh,club,460
7,truncheon,club,460
8,bludgeon,club,460
9,indian_club,club,460
0,grant,deal,476
1,award,deal,476
2,new_deal,deal,476
3,grant-in-aid,grant,476
4,block_grant,grant,476
0,needlework,arts_and_crafts,477
1,sewing,needlework,477
2,knitting,needlework,477
3,crocheting,needlework,477
4,netting,needlework,477
5,spinning,needlework,477
6,weaving,needlework,477
7,lace_making,needlework,477
8,blind_stitching,sewing,477
0,flower_power,counterculture,491
1,mass_culture,culture,491
2,counterculture,culture,491
3,taste,culture,491
4,letters,culture,491
5,fashion,culture,491
6,vogue,fashion,491
7,haute_couture,fashion,491
8,new_look,fashion,491
9,cut,fashion,491
10,retro,fashion,491
0,link,connection,501
1,linkage,connection,501
2,bridge,connection,501
3,communication,connection,501
4,alliance,connection,501
