,child,parent,group
0,gob,agglomeration,28
1,bunch,agglomeration,28
2,ball,agglomeration,28
3,knot,agglomeration,28
4,wisp,agglomeration,28
5,witches'_broom,agglomeration,28
6,clot,agglomeration,28
7,coma,agglomeration,28
8,clew,agglomeration,28
9,omega_centauri,agglomeration,28
10,northern_cross,agglomeration,28
11,pleiades,agglomeration,28
12,tuft,agglomeration,28
13,swad,ball,28
14,thrombus,clot,28
15,embolus,clot,28
0,duck_down,down,33
1,goose_down,down,33
2,swan's_down,down,33
3,eiderdown,down,33
4,flight_feather,feather,33
5,tail_feather,feather,33
6,bastard_wing,feather,33
7,hackle,feather,33
8,aftershaft,feather,33
9,plumule,feather,33
10,scapular,feather,33
11,marabou,feather,33
12,down,feather,33
13,contour_feather,feather,33
14,primary,feather,33
15,sickle_feather,flight_feather,33
16,saddle_hackle,hackle,33
0,coup,conquest,36
1,blockbuster,conquest,36
2,seduction,conquest,36
3,sexual_conquest,conquest,36
4,cuckoldry,conquest,36
5,unearned_run,run,36
6,earned_run,run,36
7,conquest,score,36
8,solution,score,36
9,basket,score,36
10,touchdown,score,36
11,point_after,score,36
12,goal,score,36
13,safety,score,36
14,own_goal,score,36
15,break,score,36
16,hat_trick,score,36
17,run,score,36
18,conversion,score,36
19,field_goal,score,36
20,hit,score,36
21,run_batted_in,score,36
22,winning,score,36
23,passing,score,36
24,open_frame,score,36
25,equalizer,score,36
26,strike,score,36
27,bull's_eye,score,36
28,overturn,score,36
29,sleeper,score,36
30,spare,strike,36
31,bell_ringer,strike,36
32,score,success,36
33,flying_colors,success,36
0,trouser_cuff,cuff,42
1,pocket_flap,flap,42
2,barndoor,flap,42
3,lappet,flap,42
4,tongue,flap,42
5,tent-fly,flap,42
6,revers,flap,42
7,codpiece,flap,42
8,jag,flap,42
9,earflap,flap,42
10,lapel,lap,42
11,flap,lap,42
12,cuff,lap,42
13,coattail,lapel,42
0,pedaler,cyclist,559
1,merckx,cyclist,559
2,hinault,cyclist,559
3,unicyclist,cyclist,559
4,horsewoman,horseman,559
5,picador,horseman,559
6,fox_hunter,horseman,559
7,roughrider,horseman,559
8,buster,horseman,559
9,cyclist,rider,559
10,horseman,rider,559
11,jockey,rider,559
12,postilion,rider,559
13,hang_glider,rider,559
0,broccoli_rabe,broccoli,561
1,head_cabbage,cabbage,561
2,savoy_cabbage,cabbage,561
3,red_cabbage,cabbage,561
4,chinese_cabbage,cabbage,561
5,broccoli,cruciferous_vegetable,561
6,cauliflower,cruciferous_vegetable,561
7,kale,cruciferous_vegetable,561
8,collards,cruciferous_vegetable,561
9,cabbage,cruciferous_vegetable,561
10,mustard,cruciferous_vegetable,561
11,kohlrabi,cruciferous_vegetable,561
12,bok_choy,cruciferous_vegetable,561
13,radish,cruciferous_vegetable,561
14,turnip,cruciferous_vegetable,561
15,brussels_sprouts,cruciferous_vegetable,561
16,white_turnip,turnip,561
17,rutabaga,turnip,561
0,wandering_albatross,albatross,563
1,black-footed_albatross,albatross,563
2,procellariiform_seabird,pelagic_bird,563
3,storm_petrel,petrel,563
4,diving_petrel,petrel,563
5,mother_carey's_chicken,petrel,563
6,giant_petrel,petrel,563
7,stormy_petrel,petrel,563
8,white-chinned_petrel,petrel,563
9,petrel,procellariiform_seabird,563
10,albatross,procellariiform_seabird,563
11,shearwater,procellariiform_seabird,563
12,fulmar,procellariiform_seabird,563
13,manx_shearwater,shearwater,563
0,common_time,musical_time,569
1,duple_time,musical_time,569
2,triple_time,musical_time,569
3,tempo,rhythm,569
4,syncopation,rhythm,569
5,backbeat,rhythm,569
6,downbeat,rhythm,569
7,upbeat,rhythm,569
8,andante,tempo,569
9,allegro,tempo,569
10,accelerando,tempo,569
11,meno_mosso,tempo,569
12,allegro_con_spirito,tempo,569
13,allegretto,tempo,569
14,rubato,tempo,569
15,in_time,tempo,569
16,musical_time,tempo,569
0,enteric-coated_aspirin,aspirin,58
1,buffered_aspirin,aspirin,58
2,aspirin_powder,aspirin,58
3,diclofenac_potassium,aspirin,58
4,ketorolac_tromethamine,ketorolac,58
5,naproxen_sodium,naproxen,58
6,aspirin,nonsteroidal_anti-inflammatory,58
7,salicylate,nonsteroidal_anti-inflammatory,58
8,piroxicam,nonsteroidal_anti-inflammatory,58
9,diflunisal,nonsteroidal_anti-inflammatory,58
10,flurbiprofen,nonsteroidal_anti-inflammatory,58
11,fenoprofen,nonsteroidal_anti-inflammatory,58
12,mefenamic_acid,nonsteroidal_anti-inflammatory,58
13,sulindac,nonsteroidal_anti-inflammatory,58
14,etodolac,nonsteroidal_anti-inflammatory,58
15,tolmetin_sodium,nonsteroidal_anti-inflammatory,58
16,indomethacin,nonsteroidal_anti-inflammatory,58
17,nabumetone,nonsteroidal_anti-inflammatory,58
18,ibuprofen,nonsteroidal_anti-inflammatory,58
19,ketoprofen,nonsteroidal_anti-inflammatory,58
20,meclofenamate,nonsteroidal_anti-inflammatory,58
21,naproxen,nonsteroidal_anti-inflammatory,58
22,ketorolac,nonsteroidal_anti-inflammatory,58
23,oxaprozin,nonsteroidal_anti-inflammatory,58
24,diclofenac_sodium,nonsteroidal_anti-inflammatory,58
25,methyl_salicylate,salicylate,58
26,salol,salicylate,58
0,metal_filing,filing,64
1,spark,fragment,64
2,clast,fragment,64
3,splinter,fragment,64
4,scale,fragment,64
5,spall,fragment,64
6,splint,splinter,64
0,australopithecus_boisei,australopithecine,577
1,australopithecus_robustus,australopithecine,577
2,australopithecus_africanus,australopithecine,577
3,australopithecus_afarensis,australopithecine,577
4,javanthropus,australopithecine,577
5,paranthropus,australopithecine,577
6,lucy,australopithecus_afarensis,577
7,homo,hominid,577
8,sinanthropus,hominid,577
9,rudapithecus,hominid,577
10,zinjanthropus,hominid,577
11,dryopithecine,hominid,577
12,pithecanthropus,hominid,577
13,sivapithecus,hominid,577
14,australopithecine,hominid,577
15,homo_habilis,homo,577
16,homo_erectus,homo,577
17,homo_sapiens,homo,577
18,neandertal_man,homo,577
19,cro-magnon,homo,577
20,boskop_man,homo,577
21,rhodesian_man,homo,577
22,homo_soloensis,homo,577
23,peking_man,homo_erectus,577
24,java_man,homo_erectus,577
25,solo_man,homo_erectus,577
26,homo_sapiens_sapiens,homo_sapiens,577
27,hominid,world,577
0,primary_syphilis,syphilis,584
1,secondary_syphilis,syphilis,584
2,tertiary_syphilis,syphilis,584
3,neurosyphilis,syphilis,584
4,tabes_dorsalis,tertiary_syphilis,584
5,syphilis,venereal_disease,584
6,gonorrhea,venereal_disease,584
7,chlamydia,venereal_disease,584
8,genital_herpes,venereal_disease,584
9,lymphogranuloma_venereum,venereal_disease,584
10,granuloma_inguinale,venereal_disease,584
0,queen_post,column,589
1,hitching_post,post,589
2,gatepost,post,589
3,lamppost,post,589
4,telephone_pole,post,589
5,support_column,post,589
6,column,post,589
7,stake,post,589
8,pile,post,589
9,bollard,post,589
10,corner_post,post,589
11,newel,post,589
12,rudderpost,post,589
13,carrick_bitt,post,589
14,standard,post,589
15,scantling,post,589
16,lally,post,589
17,timber,post,589
18,doorjamb,post,589
19,maypole,post,589
20,goalpost,post,589
21,newel_post,post,589
22,riding_bitt,post,589
23,whipping_post,post,589
24,stanchion,post,589
25,shaft,post,589
26,pilaster,post,589
27,caryatid,post,589
28,king_post,post,589
29,sheet_pile,post,589
30,stile,post,589
31,upright,post,589
32,shutting_post,post,589
33,hinging_post,post,589
34,hop_pole,post,589
35,jamb,post,589
36,atlas,post,589
37,stump,post,589
0,cebuan,filipino,78
1,tagalog,filipino,78
2,visayan,filipino,78
3,moro,filipino,78
4,filipino,native,78
5,siberian,native,78
6,russian,native,78
7,levantine,native,78
8,nganasan,native,78
9,yeniseian,native,78
10,seychellois,native,78
11,mauritian,native,78
12,georgian,native,78
13,chechen,native,78
14,cheremis,native,78
15,tatar,native,78
16,veps,native,78
17,komi,native,78
18,chukchi,native,78
19,muscovite,russian,78
20,great_russian,russian,78
21,mordva,russian,78
22,karelian,russian,78
23,ingrian,russian,78
24,udmurt,siberian,78
25,ostyak,siberian,78
26,selkup,siberian,78
27,samoyed,siberian,78
28,vogul,siberian,78
0,pacific_bottlenose_dolphin,bottlenose_dolphin,86
1,atlantic_bottlenose_dolphin,bottlenose_dolphin,86
2,common_dolphin,dolphin,86
3,river_dolphin,dolphin,86
4,bottlenose_dolphin,dolphin,86
5,bottle-nosed_whale,killer_whale,86
6,harbor_porpoise,porpoise,86
7,vaquita,porpoise,86
8,dwarf_sperm_whale,sperm_whale,86
9,pygmy_sperm_whale,sperm_whale,86
10,dolphin,toothed_whale,86
11,sperm_whale,toothed_whale,86
12,killer_whale,toothed_whale,86
13,pilot_whale,toothed_whale,86
14,grampus,toothed_whale,86
15,porpoise,toothed_whale,86
16,white_whale,toothed_whale,86
17,beaked_whale,toothed_whale,86
0,alpine_clubmoss,club_moss,599
1,fir_clubmoss,club_moss,599
2,shining_clubmoss,club_moss,599
3,skeleton_fork_fern,fern_ally,599
4,whisk_fern,fern_ally,599
5,ground_fir,fern_ally,599
6,resurrection_plant,fern_ally,599
7,quillwort,fern_ally,599
8,running_pine,fern_ally,599
9,spikemoss,horsetail,599
10,marsh_horsetail,horsetail,599
11,wood_horsetail,horsetail,599
12,common_horsetail,horsetail,599
13,variegated_horsetail,horsetail,599
14,swamp_horsetail,horsetail,599
15,club_moss,horsetail,599
16,scouring_rush,horsetail,599
17,ground_cedar,horsetail,599
18,ground_pine,horsetail,599
19,foxtail_grass,horsetail,599
20,fern_ally,horsetail,599
21,meadow_spikemoss,spikemoss,599
22,rock_spikemoss,spikemoss,599
23,desert_selaginella,spikemoss,599
24,florida_selaginella,spikemoss,599
0,analogy,comparison,88
1,hysteroscopy,endoscopy,88
2,gastroscopy,endoscopy,88
3,sigmoidoscopy,endoscopy,88
4,colonoscopy,endoscopy,88
5,celioscopy,endoscopy,88
6,proctoscopy,endoscopy,88
7,culdoscopy,endoscopy,88
8,inspection,examination,88
9,testing,examination,88
10,screening,examination,88
11,check,examination,88
12,endoscopy,examination,88
13,survey,examination,88
14,spot_check,examination,88
15,search,examination,88
16,contrast,examination,88
17,checkup,examination,88
18,ophthalmoscopy,examination,88
19,rhinoscopy,examination,88
20,keratoscopy,examination,88
21,autopsy,examination,88
22,audit,examination,88
23,palpation,examination,88
24,scan,examination,88
25,likening,examination,88
26,confrontation,examination,88
27,gonioscopy,examination,88
28,follow-up,examination,88
29,comparison,examination,88
30,bank_examination,examination,88
31,collation,examination,88
32,going-over,inspection,88
33,fine-tooth_comb,inspection,88
34,time_and_motion_study,inspection,88
35,once-over,inspection,88
36,genetic_screening,screening,88
37,resurvey,survey,88
38,ballottement,testing,88
0,eagle_scout,boy_scout,92
1,cub_scout,boy_scout,92
2,brownie,girl_scout,92
3,schoolboy,male_child,92
4,altar_boy,male_child,92
5,catamite,male_child,92
6,shop_boy,male_child,92
7,ball_boy,male_child,92
8,farm_boy,male_child,92
9,plowboy,male_child,92
10,boy_scout,scout,92
11,girl_scout,scout,92
12,sea_scout,scout,92
13,rover,scout,92
14,fauntleroy,scout,92
15,male_child,scout,92
16,cub,scout,92
17,bat_boy,scout,92
0,aegean_civilization,civilization,607
1,indus_civilization,civilization,607
2,helladic_civilization,civilization,607
3,minoan_civilization,civilization,607
4,mycenaean_civilization,civilization,607
5,western_culture,civilization,607
6,cycladic_civilization,civilization,607
7,paleo-american_culture,civilization,607
8,islam,culture,607
9,society,culture,607
10,civilization,culture,607
11,clovis_culture,paleo-american_culture,607
12,folsom_culture,paleo-american_culture,607
13,tribal_society,society,607
14,open_society,society,607
15,hunting_and_gathering_tribe,tribal_society,607
0,cunnilingus,oral_sex,608
1,fellatio,oral_sex,608
2,soixante-neuf,oral_sex,608
3,cock_sucking,oral_sex,608
4,exhibitionism,paraphilia,608
5,zoophilia,paraphilia,608
6,pedophilia,paraphilia,608
7,perversion,paraphilia,608
8,fetishism,paraphilia,608
9,voyeurism,paraphilia,608
10,oral_sex,paraphilia,608
11,sodomy,perversion,608
12,pederasty,perversion,608
0,mudhif,hut,101
1,hovel,hut,101
2,nissen_hut,hut,101
3,cottage_tent,hut,101
4,storm_cellar,shelter,101
5,fallout_shelter,shelter,101
6,lean-to_tent,shelter,101
7,hut,shelter,101
8,refuge,shelter,101
9,haven,shelter,101
10,harbor,shelter,101
11,igloo,shelter,101
12,dugout,shelter,101
13,mantelet,shelter,101
14,praetorium,shelter,101
15,tent,shelter,101
16,cookhouse,shelter,101
17,safehold,shelter,101
18,pavilion,shelter,101
19,tupik,shelter,101
20,safe_house,shelter,101
21,cabana,shelter,101
22,sconce,shelter,101
23,loft,shelter,101
24,pop_tent,tent,101
25,field_tent,tent,101
26,wall_tent,tent,101
27,fly_tent,tent,101
28,mountain_tent,tent,101
29,pup_tent,tent,101
30,canvas_tent,tent,101
31,umbrella_tent,tent,101
32,tepee,tent,101
33,sibley_tent,tent,101
34,pyramidal_tent,tent,101
35,two-man_tent,tent,101
36,bell_tent,tent,101
37,backpacking_tent,tent,101
38,circus_tent,tent,101
0,high-hat_cymbal,cymbal,105
1,snare_drum,drum,105
2,bass_drum,drum,105
3,tenor_drum,drum,105
4,bongo,drum,105
5,tambour,drum,105
6,tabor,drum,105
7,handbell,percussion_instrument,105
8,tambourine,percussion_instrument,105
9,drum,percussion_instrument,105
10,triangle,percussion_instrument,105
11,rain_stick,percussion_instrument,105
12,glockenspiel,percussion_instrument,105
13,zill,percussion_instrument,105
14,gong,percussion_instrument,105
15,lagerphone,percussion_instrument,105
16,chime,percussion_instrument,105
17,maraca,percussion_instrument,105
18,carillon,percussion_instrument,105
19,piano,percussion_instrument,105
20,vibraphone,percussion_instrument,105
21,marimba,percussion_instrument,105
22,cymbal,percussion_instrument,105
23,steel_drum,percussion_instrument,105
24,timbrel,percussion_instrument,105
25,kettle,percussion_instrument,105
26,bones,percussion_instrument,105
27,concert_grand,piano,105
28,grand_piano,piano,105
29,baby_grand,piano,105
30,spinet,piano,105
31,upright,piano,105
32,mechanical_piano,piano,105
0,cardboard,card,619
1,timecard,card,619
2,paperboard,cardboard,619
3,pasteboard,cardboard,619
4,corrugated_board,cardboard,619
5,packing_material,cardboard,619
6,excelsior,packing_material,619
7,strawboard,paperboard,619
8,binder's_board,paperboard,619
9,millboard,paperboard,619
0,summer_squash,squash,625
1,winter_squash,squash,625
2,zucchini,summer_squash,625
3,yellow_squash,summer_squash,625
4,cocozelle,summer_squash,625
5,cymling,summer_squash,625
6,acorn_squash,winter_squash,625
7,butternut_squash,winter_squash,625
8,cushaw,winter_squash,625
9,hubbard_squash,winter_squash,625
10,pumpkin,winter_squash,625
11,spaghetti_squash,winter_squash,625
12,buttercup_squash,winter_squash,625
13,winter_crookneck,winter_squash,625
14,turban_squash,winter_squash,625
15,marrow,winter_squash,625
0,shop_boy,salesclerk,626
1,shop_girl,salesgirl,626
2,midinette,salesgirl,626
3,traveling_salesman,salesman,626
4,pitchman,salesman,626
5,salesman,salesperson,626
6,salesclerk,salesperson,626
7,book_agent,salesperson,626
8,demonstrator,salesperson,626
9,salesgirl,salesperson,626
10,tallyman,salesperson,626
0,woolly_adelgid,adelgid,631
1,balsam_woolly_aphid,adelgid,631
2,adelgid,aphid,631
3,plant_louse,aphid,631
4,oak_blight,aphid,631
5,apple_aphid,aphid,631
6,grape_louse,aphid,631
7,woolly_apple_aphid,aphid,631
8,woolly_alder_aphid,aphid,631
9,pine_leaf_aphid,aphid,631
10,spruce_gall_aphid,aphid,631
11,green_peach_aphid,aphid,631
12,woolly_aphid,aphid,631
13,pale_chrysanthemum_aphid,aphid,631
14,greenfly,aphid,631
15,blackfly,aphid,631
16,jumping_plant_louse,aphid,631
17,ant_cow,aphid,631
0,central_chimpanzee,chimpanzee,635
1,eastern_chimpanzee,chimpanzee,635
2,western_chimpanzee,chimpanzee,635
3,pygmy_chimpanzee,chimpanzee,635
4,siamang,gibbon,635
5,eastern_lowland_gorilla,gorilla,635
6,mountain_gorilla,gorilla,635
7,western_lowland_gorilla,gorilla,635
8,silverback,gorilla,635
9,anthropoid_ape,great_ape,635
10,chimpanzee,great_ape,635
11,gorilla,great_ape,635
12,lesser_ape,great_ape,635
13,orangutan,great_ape,635
14,gibbon,lesser_ape,635
0,augur,diviner,640
1,geomancer,diviner,640
2,hydromancer,diviner,640
3,lithomancer,diviner,640
4,pyromancer,diviner,640
5,necromancer,diviner,640
6,prophet,diviner,640
7,prophetess,diviner,640
8,oneiromancer,diviner,640
9,onomancer,diviner,640
10,water_witch,hydromancer,640
11,sibyl,prophet,640
12,cassandra,prophet,640
0,alzheimer's_disease,dementia,648
1,senile_dementia,dementia,648
2,pick's_disease,dementia,648
3,presenile_dementia,dementia,648
4,insanity,dementia,648
5,lunacy,dementia,648
6,alcoholic_dementia,dementia,648
7,derangement,dementia,648
8,irrationality,insanity,648
9,craziness,lunacy,648
0,microcytic_anemia,anemia,137
1,macrocytic_anemia,anemia,137
2,fanconi's_anemia,anemia,137
3,hemolytic_anemia,anemia,137
4,hypoplastic_anemia,anemia,137
5,refractory_anemia,anemia,137
6,metaplastic_anemia,anemia,137
7,chlorosis,anemia,137
8,ischemia,anemia,137
9,pernicious_anemia,anemia,137
10,aplastic_anemia,anemia,137
11,hyperchromic_anemia,anemia,137
12,favism,hemolytic_anemia,137
13,erythroblastosis_fetalis,hemolytic_anemia,137
14,sickle-cell_anemia,hemolytic_anemia,137
15,ischemic_stroke,ischemia,137
16,transient_ischemic_attack,ischemia,137
17,megaloblastic_anemia,macrocytic_anemia,137
18,iron_deficiency_anemia,microcytic_anemia,137
19,sideroblastic_anemia,microcytic_anemia,137
20,thalassemia,microcytic_anemia,137
21,hypochromic_anemia,microcytic_anemia,137
22,cooley's_anemia,thalassemia,137
0,marriage,marital_status,138
1,widowhood,marital_status,138
2,bachelorhood,marital_status,138
3,spinsterhood,marital_status,138
4,monogamy,marriage,138
5,polygamy,marriage,138
6,exogamy,marriage,138
7,misalliance,marriage,138
8,mesalliance,marriage,138
9,marriage_of_convenience,marriage,138
10,civil_union,marriage,138
11,common-law_marriage,marriage,138
12,open_marriage,marriage,138
13,cuckoldom,marriage,138
14,bigamy,marriage,138
15,endogamy,marriage,138
16,sigeh,marriage,138
17,serial_monogamy,monogamy,138
18,monogyny,monogamy,138
19,monandry,monogamy,138
20,polygyny,polygamy,138
21,polyandry,polygamy,138
0,discomycete,ascomycete,652
1,clavicipitaceae,ascomycete,652
2,sarcosomataceae,ascomycete,652
3,blood_cup,ascomycete,652
4,rufous_rubber_cup,ascomycete,652
5,grainy_club,ascomycete,652
6,peziza_domicilina,ascomycete,652
7,devil's_cigar,clavicipitaceae,652
8,jafnea_semitosta,clavicipitaceae,652
9,geglossaceae,discomycete,652
10,aleuria_aurantia,discomycete,652
11,winter_urn,discomycete,652
12,devil's_urn,discomycete,652
13,mitrula_elegans,discomycete,652
14,galiella_rufa,discomycete,652
15,urnula_craterium,discomycete,652
16,charred_pancake_cup,discomycete,652
17,soldier_grainy_club,grainy_club,652
18,sarcoscypha_coccinea,sarcosomataceae,652
19,black_felt_cup,sarcosomataceae,652
20,caloscypha_fulgens,sarcosomataceae,652
21,leotia_lubrica,sarcosomataceae,652
0,adder,calculator,661
1,subtracter,calculator,661
2,abacus,calculator,661
3,napier's_bones,calculator,661
4,adding_machine,calculator,661
5,counter,calculator,661
6,scaler,calculator,661
7,quipu,calculator,661
8,hand_calculator,calculator,661
9,pulse_counter,counter,661
0,pun,joke,150
1,sarcasm,joke,150
2,sick_joke,joke,150
3,dirty_joke,joke,150
4,ethnic_joke,joke,150
5,topper,joke,150
6,one-liner,joke,150
7,shaggy_dog_story,joke,150
8,funny_story,joke,150
9,mock-heroic,joke,150
10,caricature,joke,150
11,bon_mot,joke,150
12,wit,joke,150
13,banter,joke,150
14,badinage,joke,150
15,persiflage,joke,150
16,sight_gag,joke,150
17,esprit_de_l'escalier,joke,150
18,repartee,joke,150
19,pungency,joke,150
20,comic_strip,joke,150
