,group,child,parent
243,10003033_7,Network services,Network management
244,10003033_7,Programmable networks,Network management
245,10003033_7,In-network processing,Network management
246,10003033_7,Location based services,Network services
247,10003033_8,Mobile networks,Network types
248,10003033_8,Wired access networks,Network types
249,10003033_8,Wireless access networks,Network types
250,10003033_8,Packet-switching networks,Network types
251,10003033_8,Ad hoc networks,Wireless networks
252,10003033_8,Mobile ad hoc networks,Ad hoc networks
253,10003033_8,Sensor networks,Wireless networks
254,10003033_8,Peer-to-peer networks,Network types
255,10003033_8,Overlay and other logical network structures,Network types
256,10003033_8,Public Internet,Network types
257,10003033_8,Home networks,Network types
258,10003033_8,Data center networks,Network types
259,10003033_8,Cyber-physical networks,Network types
260,10003033_8,Social media networks,Network types
261,10003033_8,Online social networks,Social media networks
262,10003033_8,Wireless personal area networks,Wireless access networks
263,10003033_8,Wireless local area networks,Wireless access networks
264,10003120_1,User Interface Technologies,Human computer interaction (HCI)
265,10003120_1,Graphical user interfaces,User Interface Technologies
266,10003120_1,Command line interfaces,User Interface Technologies
267,10003120_1,User interface toolkits,User Interface Technologies
268,10003120_1,User interface management systems,User Interface Technologies
269,10003120_1,Interaction Techniques,Human computer interaction (HCI)
270,10003120_1,Gestural input,Interaction Techniques
271,10003120_1,Pointing devices,Interaction Techniques
272,10003120_1,Touch screens,Interaction Techniques
273,10003120_1,Haptic devices,Interaction Techniques
274,10003120_1,Graphics input devices,Interaction Techniques
275,10003120_1,Sound-based input / output,Interaction Techniques
276,10003120_1,Natural language interfaces,Interaction Techniques
277,10003120_1,Mixed / augmented reality,Interaction Techniques
278,10003120_1,Virtual reality,Interaction Techniques
279,10003120_1,Interactive systems and tools,Interaction Techniques
280,10003120_1,Usability and Evaluation,Human computer interaction (HCI)
281,10003120_1,Heuristic evaluations,Usability and Evaluation
282,10003120_1,Usability testing,Usability and Evaluation
283,10003120_1,Walkthrough evaluations,Usability and Evaluation
284,10003120_1,Laboratory experiments,Usability and Evaluation
285,10003120_1,Field studies,Usability and Evaluation
286,10003120_1,User Studies and Modeling,Human computer interaction (HCI)
287,10003120_1,User studies,User Studies and Modeling
288,10003120_1,User models,User Studies and Modeling
289,10003120_1,Empirical studies in HCI,User Studies and Modeling
290,10003120_1,Interaction Paradigms,Human computer interaction (HCI)
291,10003120_1,Collaborative interaction,Interaction Paradigms
292,10003120_1,Interaction Devices,Human computer interaction (HCI)
293,10003120_1,Displays and imagers,Interaction Devices
294,10003120_2,User centered design,Interaction design
295,10003120_2,"Interaction design theory, concepts and paradigms",Interaction design
296,10003120_2,User interface design,Interaction design
297,10003120_2,Activity centered design,Interaction design
298,10003120_2,Participatory design,User centered design
299,10003120_2,Wireframes,User interface design
300,10003120_2,Interface design prototyping,User interface design
301,10003120_2,Interaction design process and methods,Interaction design
302,10003120_2,Scenario-based design,Interaction design process and methods
303,10003120_2,Contextual design,Interaction design process and methods
304,10003120_2,Empirical studies in interaction design,Interaction design
305,10003120_2,Systems and tools for interaction design,Interaction design
306,10003120_3,"Collaborative and social computing theory, concepts and paradigms",Collaborative and social computing
307,10003120_3,Collaborative and social computing systems and tools,Collaborative and social computing
308,10003120_3,Collaborative content creation,Collaborative and social computing
309,10003120_3,Computer supported cooperative work,Collaborative and social computing
310,10003120_3,Social networks,Collaborative and social computing
311,10003120_3,Social media,Collaborative and social computing
312,10003120_3,Social tagging,Collaborative and social computing
313,10003120_3,Empirical studies in collaborative and social computing,Collaborative and social computing
314,10003120_3,Ethnographic studies,Empirical studies in collaborative and social computing
315,10003120_3,Social network analysis,Empirical studies in collaborative and social computing
316,10003120_3,Collaborative and social computing design and evaluation methods,Collaborative and social computing
317,10003120_3,Social recommendation,Collaborative and social computing systems and tools
318,10003120_3,Social navigation,Collaborative and social computing systems and tools
319,10003120_3,Collaborative and social computing devices,Collaborative and social computing
320,10003120_4,Ubiquitous and mobile computing systems and tools,Ubiquitous and mobile computing
321,10003120_4,Ubiquitous and mobile computing design and evaluation methods,Ubiquitous and mobile computing
322,10003120_4,"Ubiquitous and mobile computing theory, concepts and paradigms",Ubiquitous and mobile computing
323,10003120_4,Mobile computing,Ubiquitous and mobile computing
324,10003120_4,Mobile phones,Mobile computing
325,10003120_4,Smartphones,Mobile phones
326,10003120_4,Tablet computers,Mobile computing
327,10003120_4,E-book readers,Mobile computing
328,10003120_4,Portable media players,Mobile computing
329,10003120_4,Handheld game consoles,Mobile computing
330,10003120_4,Personal digital assistants,Mobile computing
331,10003120_4,Ambient intelligence,Ubiquitous and mobile computing
332,10003120_4,Interactive whiteboards,Ubiquitous and mobile computing
333,10003120_4,Empirical studies in ubiquitous and mobile computing,Ubiquitous and mobile computing
334,10003120_5,Visualization systems and tools,Visualization
335,10003120_5,Visualization techniques,Visualization
336,10003120_5,Visualization design and evaluation methods,Visualization
337,10003120_5,"Visualization theory, concepts and paradigms",Visualization
338,10003120_5,Empirical studies in visualization,Visualization
339,10003120_5,Cladograms,Visualization techniques
340,10003120_5,Dendrograms,Visualization techniques
341,10003120_5,Treemaps,Visualization techniques
342,10003120_5,Hyperbolic trees,Visualization techniques
343,10003120_5,Heat maps,Visualization techniques
344,10003120_5,Information visualization,Visualization application domains
345,10003120_5,Scientific visualization,Visualization application domains
346,10003120_5,Geographic visualization,Visualization application domains
347,10003120_5,Visualization toolkits,Visualization systems and tools
348,10003120_6,Accessibility theory,Accessibility
349,10003120_6,Concepts and paradigms,Accessibility
350,10003120_6,Empirical studies in accessibility,Accessibility
351,10003120_6,Accessibility systems and tools,Accessibility
352,10003120_6,Accessibility technologies,Accessibility
353,10003120_6,Accessibility design and evaluation methods,Accessibility
354,10003456_3,Geographic characteristics,User characteristics
355,10003456_3,Age,User characteristics
356,10003456_3,Seniors,Age
357,10003456_3,Adolescents,Age
358,10003456_3,Children,Age
359,10003456_3,Gender,User characteristics
360,10003456_3,Men,Gender
361,10003456_3,Women,Gender
362,10003456_3,Race and ethnicity,User characteristics
363,10003456_3,Sexual orientation,User characteristics
364,10003456_3,Cultural characteristics,User characteristics
365,10003456_3,People with disabilities,User characteristics
366,10003456_3,Religious orientation,User characteristics
367,10003752_1,Traditional Computation Models,Models of computation
368,10003752_1,Turing machines,Traditional Computation Models
369,10003752_1,Recursive functions,Traditional Computation Models
370,10003752_1,Lambda calculus,Traditional Computation Models
371,10003752_1,Probabilistic computation,Models of computation
372,10003752_1,Quantum computation theory,Probabilistic computation
373,10003752_1,Quantum information theory,Quantum computation theory
374,10003752_1,Quantum complexity theory,Quantum computation theory
375,10003752_1,Quantum communication complexity,Quantum complexity theory
376,10003752_1,Quantum query complexity,Quantum complexity theory
377,10003752_1,Concurrency,Models of computation
378,10003752_1,Parallel computing models,Concurrency
379,10003752_1,Advanced Computation Models,Models of computation
380,10003752_1,Streaming models,Advanced Computation Models
381,10003752_1,Timed and hybrid models,Advanced Computation Models
382,10003752_1,Distributed computing models,Advanced Computation Models
383,10003752_1,Interactive computation,Advanced Computation Models
384,10003752_1,Abstract machines,Models of computation
385,10003752_2,Regular languages,Formal languages and automata theory
386,10003752_2,Grammars and context-free languages,Formal languages and automata theory
387,10003752_2,Algebraic language theory,Formal languages and automata theory
388,10003752_2,Formalisms,Formal languages and automata theory
389,10003752_2,Rewrite systems,Formalisms
390,10003752_2,Transducers,Formalisms
391,10003752_2,Tree languages,Formalisms
392,10003752_2,Automata extensions,Formal languages and automata theory
393,10003752_2,Quantitative automata,Automata extensions
394,10003752_2,Automata over infinite objects,Automata extensions
395,10003752_3,Computational complexity and cryptography,Complexity Theory
396,10003752_3,Complexity classes,Complexity Theory
397,10003752_3,Quantum complexity theory,Complexity Theory
398,10003752_3,Algebraic complexity theory,Complexity Theory
399,10003752_3,"Problems, reductions, and completeness",Complexity Theory
400,10003752_3,Oracles and decision trees,Complexity Theory
401,10003752_3,Circuit complexity,Complexity Theory
402,10003752_3,Communication complexity,Complexity Theory
403,10003752_3,Cryptographic protocols,Computational complexity and cryptography
404,10003752_3,Cryptographic primitives,Computational complexity and cryptography
405,10003752_3,Interactive proof systems,Complexity classes
406,10003752_3,Proof complexity,Interactive proof systems
407,10003752_4,Proof Theory,Logic
408,10003752_4,Model Theory,Logic
409,10003752_4,Type Theory,Logic
410,10003752_4,Constructive Mathematics,Logic
411,10003752_4,Automated Reasoning,Proof Theory
412,10003752_4,Programming Logic,Proof Theory
413,10003752_4,Separation Logic,Programming Logic
414,10003752_4,Hoare Logic,Programming Logic
415,10003752_4,Equational Logic and Rewriting,Programming Logic
416,10003752_4,Description Logics,Logic
417,10003752_4,Constraint and Logic Programming,Logic
418,10003752_4,Finite Model Theory,Model Theory
419,10003752_4,Modal and Temporal Logics,Model Theory
420,10003752_4,Verification by Model Checking,Model Theory
421,10003752_4,Linear Logic,Logic
422,10003752_4,Higher Order Logic,Logic
423,10003752_4,Abstraction,Logic
424,10003752_6,Random structures,Randomness
425,10003752_6,Generating random combinatorial structures,Random structures
426,10003752_6,Random network models,Random structures
427,10003752_6,Expander graphs and randomness extractors,Random structures
428,10003752_6,Algorithms leveraging randomness,Randomness
429,10003752_6,Random walks and Markov chains,Algorithms leveraging randomness
430,10003752_6,Random search heuristics,Algorithms leveraging randomness
431,10003752_6,Random projections and metric embeddings,Algorithms leveraging randomness
432,10003752_6,Pseudorandomness and derandomization,Algorithms leveraging randomness
433,10003752_6,Error-correcting codes,Algorithms leveraging randomness
434,10003752_6,Computational geometry,Randomness
435,10003752_6,geometry and discrete structures,Computational geometry
436,10003752_8,Program semantics,Semantics and reasoning
437,10003752_8,Axiomatic semantics,Program semantics
438,10003752_8,Operational semantics,Program semantics
439,10003752_8,Denotational semantics,Program semantics
440,10003752_8,Categorical semantics,Program semantics
441,10003752_8,Algebraic semantics,Program semantics
442,10003752_8,Program verification,Semantics and reasoning
443,10003752_8,Program reasoning,Semantics and reasoning
444,10003752_8,Program constructs,Program semantics
445,10003752_8,Control primitives,Program constructs
446,10003752_8,Object-oriented constructs,Program constructs
447,10003752_8,Functional constructs,Program constructs
448,10003752_8,Assertions,Program specifications
449,10003752_8,Invariants,Program specifications
450,10003752_8,Pre- and post-conditions,Program specifications
451,10003752_8,Program analysis,Program verification
452,10003752_8,Parsing,Program specifications
453,10010147_1,Equation and inequality solving algorithms,Computer algebra systems
454,10010147_1,Theorem proving algorithms,Computer algebra systems
455,10010147_1,Symbolic calculus algorithms,Computer algebra systems
456,10010147_1,Hybrid symbolic-numeric methods,Computer algebra systems
457,10010147_1,Optimization algorithms,Computer algebra systems
458,10010147_1,Algebraic algorithms,Computer algebra systems
459,10010147_1,Boolean algebra algorithms,Computer algebra systems
460,10010147_1,Linear algebra algorithms,Computer algebra systems
461,10010147_1,Combinatorial algorithms,Computer algebra systems
462,10010147_1,Number theory algorithms,Computer algebra systems
463,10010147_1,Exact arithmetic algorithms,Computer algebra systems
464,10010147_1,Nonalgebraic algorithms,Computer algebra systems
465,10010147_1,Discrete calculus algorithms,Computer algebra systems
466,10010147_1,Symbolic and algebraic manipulation,Computer algebra systems
467,10010147_1,Representation of mathematical objects,Computer algebra systems
468,10010147_1,Representation of polynomials,Computer algebra systems
469,10010147_1,Representation of mathematical functions,Computer algebra systems
470,10010147_1,Representation of Boolean functions,Computer algebra systems
471,10010147_1,Representation of exact numbers,Computer algebra systems
472,10010147_2,Parallel programming languages,Parallel computing methodologies
473,10010147_2,Parallel algorithms,Parallel computing methodologies
474,10010147_5,Multiscale systems,Modeling and simulation
475,10010147_5,Systems theory,Modeling and simulation
476,10010147_5,Simulation types and techniques,Modeling and simulation
477,10010147_5,Discrete-event simulation,Simulation types and techniques
478,10010147_5,Continuous simulation,Simulation types and techniques
479,10010147_5,Agent / discrete models,Simulation types and techniques
480,10010147_5,Quantum mechanic simulation,Simulation types and techniques
481,10010147_5,Simulation tools,Modeling and simulation
482,10010147_5,Simulation languages,Simulation tools
483,10010147_5,Simulation support systems,Simulation tools
484,10010147_5,Simulation environments,Simulation tools
485,10010147_5,Data assimilation,Modeling and simulation
486,10010147_5,Real-time simulation,Modeling and simulation
487,10010147_5,Distributed simulation,Modeling and simulation
488,10010147_5,Simulation evaluation,Modeling and simulation
489,10010147_5,Model verification and validation,Simulation evaluation
490,10010147_5,Uncertainty quantification,Simulation evaluation
491,10010147_5,Scientific visualization,Modeling and simulation
492,10010147_5,Visual analytics,Scientific visualization
493,10010147_5,Simulation by animation,Scientific visualization
494,10010147_5,Massively parallel and high-performance simulations,Modeling and simulation
495,10010147_5,Interactive simulation,Modeling and simulation
496,10010147_5,Artificial life,Multiscale systems
497,10010147_5,Network science,Multiscale systems
498,10010147_5,Model development and analysis,Modeling and simulation
499,10010147_6,Rendering Techniques,Computer graphics
500,10010147_6,Rendering,Rendering Techniques
501,10010147_6,Ray tracing,Rendering Techniques
502,10010147_6,Rasterization,Rendering Techniques
503,10010147_6,Non-photorealistic rendering,Rendering Techniques
504,10010147_6,Modeling,Computer graphics
505,10010147_6,Mesh models,Modeling
506,10010147_6,Parametric curve and surface models,Modeling
507,10010147_6,Volumetric models,Modeling
508,10010147_6,Point-based models,Modeling
509,10010147_6,Shape modeling,Modeling
510,10010147_6,Mesh geometry models,Modeling
511,10010147_6,Graphics Processing,Computer graphics
512,10010147_6,Graphics processors,Graphics Processing
513,10010147_6,Graphics input devices,Graphics Processing
514,10010147_6,Graphics systems and interfaces,Graphics Processing
515,10010147_6,Animation,Computer graphics
516,10010147_6,Procedural animation,Animation
517,10010147_6,Motion processing,Animation
518,10010147_6,Motion capture,Animation
519,10010147_6,Physical simulation,Animation
520,10010147_6,Visual Effects and Manipulation,Computer graphics
521,10010147_6,Image processing,Visual Effects and Manipulation
522,10010147_6,Image manipulation,Visual Effects and Manipulation
523,10010147_6,Image compression,Visual Effects and Manipulation
524,10010147_6,Perception and Interaction,Computer graphics
525,10010147_6,Mixed / augmented reality,Perception and Interaction
526,10010147_6,Virtual reality,Perception and Interaction
527,10010147_6,Techniques and Concepts,Computer graphics
528,10010147_6,Antialiasing,Techniques and Concepts
529,10010147_6,Reflectance modeling,Techniques and Concepts
530,10010147_6,Collision detection,Techniques and Concepts
531,10010147_6,Visibility,Techniques and Concepts
532,10010147_6,Computational photography,Techniques and Concepts
533,10010147_8,Concurrent algorithms,Concurrent computing methodologies
534,10010147_8,Concurrent programming languages,Concurrent computing methodologies
535,10010405_10,E-learning,Education
536,10010405_10,Distance learning,Education
537,10010405_10,Learning management systems,E-learning
538,10010405_10,Interactive learning environments,E-learning
539,10010405_10,Collaborative learning,E-learning
540,10010405_10,Computer-assisted instruction,E-learning
541,10010405_10,Computer-managed instruction,E-learning
542,10010405_10,Digital libraries and archives,Education
543,10010405_11,Document capture,Document management and text processing
544,10010405_11,Document scanning,Document capture
545,10010405_11,Optical character recognition,Document capture
546,10010405_11,Document searching,Document management and text processing
547,10010405_11,Document analysis,Document management and text processing
548,10010405_11,Document preparation,Document management and text processing
549,10010405_11,Annotation,Document preparation
550,10010405_11,Version control,Document preparation
551,10010405_11,Markup languages,Document management and text processing
552,10010405_11,Document scripting languages,Markup languages
553,10010405_11,Text editing,Markup languages
554,10010405_11,Multi / mixed media creation,Document management and text processing
555,10010405_11,Image composition,Multi / mixed media creation
556,10010405_11,Hypertext / hypermedia creation,Multi / mixed media creation
557,10010405_11,Document metadata,Document management and text processing
558,10010405_2,Enterprise architecture management,Enterprise architecture
559,10010405_2,Enterprise architecture frameworks,Enterprise architecture management
560,10010405_2,Enterprise architecture modeling,Enterprise architecture management
561,10010405_2,Enterprise architectures,Enterprise architecture management
562,10010405_2,"Enterprise ontologies, taxonomies, and vocabularies",Enterprise architecture management
563,10010405_2,Enterprise information systems,Enterprise architecture
564,10010405_2,Enterprise application integration,Enterprise information systems
565,10010405_2,Information integration and interoperability,Enterprise information systems
566,10010405_2,Enterprise interoperability,Enterprise information systems
567,10010405_2,Business process management,Enterprise architecture
568,10010405_2,Business process management systems,Business process management
569,10010405_2,Business process modeling,Business process management
570,10010405_2,Business process monitoring,Business process management
571,10010405_2,Cross-organizational business processes,Business process management
572,10010405_2,Business rules,Business process management
573,10010405_2,Event-driven architectures,Enterprise architecture
574,10010405_2,Service-oriented architectures,Enterprise architecture
575,10010405_2,Enterprise data management,Enterprise architecture
576,10010405_2,Business intelligence,Enterprise architecture
577,10010405_2,IT governance,Enterprise architecture
578,10010405_2,Business-IT alignment,Enterprise architecture
579,10010405_2,Reference models,Enterprise architecture
580,10010405_2,Enterprise computing infrastructures,Enterprise architecture
